Temperature (K)	Pressure (MPa)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
514.00	2.9000	0.78214	1.2785	39.813	43.521	98.502	69.004	89.450	356.09	11.880	undefined	undefined	vapor
514.00	3.0000	0.81428	1.2281	39.730	43.414	98.050	69.773	91.008	354.59	11.872	undefined	undefined	vapor
514.00	3.1000	0.84689	1.1808	39.644	43.305	97.604	70.559	92.620	353.08	11.861	undefined	undefined	vapor
514.00	3.2000	0.88000	1.1364	39.558	43.194	97.163	71.360	94.287	351.56	11.846	undefined	undefined	vapor
514.00	3.3000	0.91363	1.0945	39.470	43.081	96.727	72.177	96.010	350.03	11.826	undefined	undefined	vapor
514.00	3.4000	0.94778	1.0551	39.380	42.967	96.295	73.009	97.791	348.48	11.803	undefined	undefined	vapor
514.00	3.5000	0.98248	1.0178	39.288	42.851	95.867	73.856	99.631	346.92	11.776	undefined	undefined	vapor
514.00	3.6000	1.0177	0.98256	39.195	42.732	95.442	74.718	101.53	345.35	11.745	undefined	undefined	vapor
514.00	3.7000	1.0536	0.94913	39.100	42.612	95.020	75.595	103.49	343.77	11.711	undefined	undefined	vapor
514.00	3.8000	1.0901	0.91738	39.004	42.490	94.601	76.484	105.52	342.17	11.672	undefined	undefined	vapor
514.00	3.9000	1.1272	0.88719	38.906	42.366	94.184	77.387	107.60	340.56	11.630	undefined	undefined	vapor
514.00	4.0000	1.1649	0.85844	38.806	42.240	93.769	78.303	109.75	338.93	11.585	undefined	undefined	vapor
514.00	4.1000	1.2033	0.83103	38.704	42.111	93.355	79.230	111.97	337.29	11.537	undefined	undefined	vapor
514.00	4.2000	1.2425	0.80486	38.601	41.981	92.943	80.167	114.26	335.63	11.486	undefined	undefined	vapor
514.00	4.3000	1.2823	0.77984	38.496	41.849	92.531	81.115	116.62	333.95	11.433	undefined	undefined	vapor
514.00	4.4000	1.3229	0.75590	38.389	41.715	92.121	82.072	119.05	332.24	11.378	undefined	undefined	vapor
514.00	4.5000	1.3643	0.73295	38.280	41.578	91.710	83.038	121.56	330.51	11.322	undefined	undefined	vapor
514.00	4.6000	1.4066	0.71094	38.169	41.439	91.300	84.010	124.15	328.76	11.266	undefined	undefined	vapor
514.00	4.7000	1.4497	0.68980	38.056	41.298	90.889	84.990	126.84	326.97	11.210	undefined	undefined	vapor
514.00	4.8000	1.4937	0.66946	37.942	41.155	90.478	85.977	129.62	325.14	11.155	undefined	undefined	vapor
514.00	4.9000	1.5387	0.64988	37.825	41.009	90.066	86.969	132.51	323.27	11.102	undefined	undefined	vapor
514.00	5.0000	1.5848	0.63101	37.706	40.861	89.653	87.967	135.52	321.35	11.052	undefined	undefined	vapor
514.00	5.1000	1.6319	0.61279	37.584	40.709	89.237	88.972	138.68	319.38	11.005	undefined	undefined	vapor
514.00	5.2000	1.6802	0.59518	37.460	40.555	88.820	89.983	141.99	317.35	10.963	undefined	undefined	vapor
514.00	5.3000	1.7297	0.57813	37.334	40.398	88.400	91.002	145.49	315.26	10.927	undefined	undefined	vapor
514.00	5.4000	1.7806	0.56161	37.205	40.237	87.976	92.029	149.21	313.10	10.896	undefined	undefined	vapor
514.00	5.5000	1.8330	0.54556	37.072	40.073	87.549	93.068	153.18	310.86	10.872	undefined	undefined	vapor
514.00	5.6000	1.8870	0.52995	36.936	39.904	87.116	94.120	157.44	308.55	10.854	undefined	undefined	vapor
514.00	5.7000	1.9427	0.51475	36.797	39.731	86.677	95.188	162.05	306.17	10.843	undefined	undefined	vapor
514.00	5.8000	2.0004	0.49990	36.653	39.553	86.231	96.275	167.05	303.70	10.838	undefined	undefined	vapor
514.00	5.9000	2.0602	0.48539	36.505	39.369	85.778	97.385	172.51	301.16	10.837	undefined	undefined	vapor
514.00	6.0000	2.1224	0.47117	36.351	39.178	85.315	98.522	178.48	298.56	10.839	undefined	undefined	vapor
514.00	6.1000	2.1871	0.45722	36.192	38.981	84.841	99.689	185.02	295.90	10.840	undefined	undefined	vapor
514.00	6.2000	2.2548	0.44350	36.027	38.777	84.356	100.89	192.16	293.20	10.837	undefined	undefined	vapor
514.00	6.3000	2.3255	0.43001	35.856	38.565	83.858	102.12	199.94	290.48	10.826	undefined	undefined	vapor
514.00	6.4000	2.3997	0.41672	35.677	38.344	83.346	103.39	208.34	287.75	10.803	undefined	undefined	vapor
514.00	6.5000	2.4775	0.40363	35.491	38.115	82.820	104.69	217.35	285.02	10.763	undefined	undefined	vapor
514.00	6.6000	2.5593	0.39073	35.297	37.876	82.279	106.01	226.90	282.30	10.706	undefined	undefined	vapor
514.00	6.7000	2.6453	0.37804	35.096	37.629	81.723	107.35	236.98	279.57	10.630	undefined	undefined	vapor
514.00	6.8000	2.7357	0.36554	34.887	37.372	81.151	108.69	247.64	276.79	10.542	undefined	undefined	vapor
514.00	6.9000	2.8310	0.35323	34.669	37.106	80.564	110.02	259.09	273.93	10.447	undefined	undefined	vapor
514.00	7.0000	2.9318	0.34109	34.443	36.831	79.960	111.34	271.74	270.96	10.354	undefined	undefined	vapor
514.00	7.1000	3.0389	0.32907	34.207	36.543	79.336	112.64	286.26	267.87	10.267	undefined	undefined	vapor
514.00	7.2000	3.1533	0.31713	33.959	36.242	78.687	113.95	303.44	264.72	10.187	undefined	undefined	vapor
514.00	7.3000	3.2765	0.30520	33.696	35.924	78.007	115.28	324.07	261.64	10.103	undefined	undefined	vapor
514.00	7.4000	3.4101	0.29324	33.416	35.586	77.292	116.66	348.58	258.79	9.9968	undefined	undefined	vapor
514.00	7.5000	3.5555	0.28126	33.117	35.226	76.536	118.14	376.98	256.22	9.8531	undefined	undefined	vapor
514.00	7.6000	3.7140	0.26925	32.796	34.843	75.736	119.73	409.48	253.72	9.6747	undefined	undefined	vapor
514.00	7.7000	3.8881	0.25719	32.452	34.433	74.887	121.45	448.27	250.78	9.4905	undefined	undefined	vapor
514.00	7.8000	4.0828	0.24493	32.077	33.988	73.973	123.28	499.78	246.66	9.3412	undefined	undefined	vapor
514.00	7.9000	4.3092	0.23206	31.657	33.490	72.958	125.22	577.65	240.74	9.2541	undefined	undefined	vapor
514.00	8.0000	4.5905	0.21784	31.158	32.901	71.769	127.24	711.61	232.70	9.2190	undefined	undefined	vapor
514.00	8.1000	4.9814	0.20075	30.510	32.136	70.240	129.33	993.39	222.59	9.1655	undefined	undefined	vapor
514.00	8.2000	5.6737	0.17625	29.470	30.915	67.827	131.70	1920.5	210.88	8.8105	undefined	undefined	vapor
514.00	8.3000	7.9146	0.12635	26.811	27.860	61.853	134.79	15076.	189.02	7.2511	undefined	undefined	vapor
514.00	8.3000	7.9146	0.12635	26.811	27.860	61.853	134.79	15076.	189.02	7.2511	undefined	undefined	supercritical
514.00	8.3000	7.9146	0.12635	26.811	27.860	61.853	134.79	15076.	189.02	7.2511	undefined	undefined	supercritical
514.00	8.4000	10.976	0.091111	24.288	25.053	56.373	128.34	1332.2	193.08	4.9468	undefined	undefined	supercritical
514.00	8.5000	11.607	0.086154	23.855	24.588	55.450	125.16	790.20	205.33	4.2489	undefined	undefined	supercritical
514.00	8.6000	11.988	0.083420	23.600	24.318	54.909	123.10	586.63	217.65	3.7470	undefined	undefined	supercritical
514.00	8.7000	12.260	0.081564	23.419	24.128	54.524	121.62	487.26	228.65	3.3814	undefined	undefined	supercritical
514.00	8.8000	12.476	0.080154	23.275	23.981	54.221	120.47	429.61	238.36	3.1051	undefined	undefined	supercritical
514.00	8.9000	12.657	0.079008	23.155	23.858	53.967	119.51	392.02	247.03	2.8879	undefined	undefined	supercritical
514.00	9.0000	12.814	0.078038	23.050	23.752	53.746	118.69	365.43	254.88	2.7112	undefined	undefined	supercritical
514.00	9.1000	12.954	0.077194	22.956	23.659	53.549	117.98	345.48	262.08	2.5636	undefined	undefined	supercritical
514.00	9.2000	13.081	0.076444	22.871	23.574	53.370	117.35	329.83	268.76	2.4374	undefined	undefined	supercritical
514.00	9.3000	13.198	0.075769	22.793	23.497	53.205	116.78	317.12	275.01	2.3276	undefined	undefined	supercritical
514.00	9.4000	13.306	0.075154	22.720	23.426	53.052	116.26	306.51	280.93	2.2306	undefined	undefined	supercritical
514.00	9.5000	13.407	0.074588	22.652	23.360	52.909	115.78	297.46	286.55	2.1437	undefined	undefined	supercritical
514.00	9.6000	13.502	0.074065	22.588	23.299	52.775	115.35	289.60	291.92	2.0652	undefined	undefined	supercritical
514.00	9.7000	13.591	0.073578	22.527	23.241	52.647	114.94	282.66	297.08	1.9936	undefined	undefined	supercritical
514.00	9.8000	13.676	0.073122	22.469	23.186	52.526	114.56	276.47	302.05	1.9277	undefined	undefined	supercritical
514.00	9.9000	13.756	0.072694	22.414	23.134	52.411	114.21	270.89	306.86	1.8669	undefined	undefined	supercritical
514.00	10.000	13.833	0.072290	22.362	23.085	52.301	113.87	265.82	311.52	1.8104	undefined	undefined	supercritical
514.00	10.100	13.907	0.071908	22.311	23.038	52.196	113.56	261.17	316.05	1.7576	undefined	undefined	supercritical
514.00	10.200	13.977	0.071546	22.263	22.993	52.094	113.27	256.89	320.45	1.7082	undefined	undefined	supercritical
514.00	10.300	14.045	0.071202	22.216	22.950	51.997	112.99	252.93	324.75	1.6617	undefined	undefined	supercritical
514.00	10.400	14.110	0.070874	22.171	22.909	51.903	112.72	249.24	328.94	1.6179	undefined	undefined	supercritical
514.00	10.500	14.172	0.070561	22.128	22.869	51.812	112.47	245.80	333.04	1.5765	undefined	undefined	supercritical
514.00	10.600	14.233	0.070261	22.086	22.831	51.725	112.23	242.58	337.04	1.5372	undefined	undefined	supercritical
514.00	10.700	14.291	0.069974	22.046	22.794	51.640	112.01	239.55	340.96	1.5000	undefined	undefined	supercritical
514.00	10.800	14.347	0.069699	22.006	22.759	51.558	111.79	236.70	344.80	1.4646	undefined	undefined	supercritical
514.00	10.900	14.402	0.069434	21.968	22.725	51.478	111.58	234.00	348.56	1.4309	undefined	undefined	supercritical
514.00	11.000	14.455	0.069179	21.931	22.692	51.400	111.38	231.46	352.25	1.3987	undefined	undefined	supercritical
514.00	11.100	14.507	0.068933	21.895	22.660	51.325	111.19	229.04	355.87	1.3679	undefined	undefined	supercritical
514.00	11.200	14.557	0.068696	21.860	22.629	51.252	111.01	226.75	359.43	1.3385	undefined	undefined	supercritical
514.00	11.300	14.605	0.068467	21.826	22.600	51.180	110.83	224.57	362.92	1.3104	undefined	undefined	supercritical
514.00	11.400	14.653	0.068246	21.793	22.571	51.110	110.66	222.50	366.35	1.2834	undefined	undefined	supercritical
514.00	11.500	14.699	0.068032	21.760	22.542	51.042	110.50	220.52	369.72	1.2575	undefined	undefined	supercritical
514.00	11.600	14.744	0.067824	21.728	22.515	50.976	110.34	218.63	373.03	1.2326	undefined	undefined	supercritical
514.00	11.700	14.788	0.067623	21.697	22.488	50.911	110.19	216.82	376.29	1.2087	undefined	undefined	supercritical
514.00	11.800	14.831	0.067427	21.667	22.463	50.848	110.04	215.10	379.50	1.1857	undefined	undefined	supercritical
514.00	11.900	14.873	0.067238	21.637	22.437	50.786	109.90	213.44	382.66	1.1635	undefined	undefined	supercritical
514.00	12.000	14.914	0.067053	21.608	22.413	50.725	109.76	211.85	385.76	1.1422	undefined	undefined	supercritical
514.00	12.100	14.954	0.066874	21.580	22.389	50.665	109.63	210.33	388.82	1.1216	undefined	undefined	supercritical
514.00	12.200	14.993	0.066699	21.552	22.366	50.607	109.50	208.87	391.84	1.1017	undefined	undefined	supercritical
514.00	12.300	15.031	0.066529	21.525	22.343	50.550	109.38	207.46	394.81	1.0825	undefined	undefined	supercritical
514.00	12.400	15.069	0.066363	21.498	22.321	50.494	109.26	206.10	397.74	1.0639	undefined	undefined	supercritical
514.00	12.500	15.106	0.066201	21.472	22.299	50.439	109.14	204.80	400.62	1.0459	undefined	undefined	supercritical
514.00	12.600	15.142	0.066043	21.446	22.278	50.385	109.03	203.54	403.47	1.0285	undefined	undefined	supercritical
514.00	12.700	15.177	0.065888	21.421	22.257	50.332	108.92	202.33	406.27	1.0117	undefined	undefined	supercritical
514.00	12.800	15.212	0.065738	21.396	22.237	50.279	108.81	201.16	409.04	0.99540	undefined	undefined	supercritical
514.00	12.900	15.246	0.065590	21.371	22.217	50.228	108.70	200.03	411.77	0.97958	undefined	undefined	supercritical
514.00	13.000	15.280	0.065446	21.347	22.198	50.178	108.60	198.93	414.46	0.96424	undefined	undefined	supercritical
514.00	13.100	15.313	0.065305	21.323	22.179	50.128	108.50	197.88	417.12	0.94935	undefined	undefined	supercritical
514.00	13.200	15.345	0.065167	21.300	22.160	50.079	108.40	196.85	419.75	0.93490	undefined	undefined	supercritical
514.00	13.300	15.377	0.065032	21.277	22.142	50.031	108.31	195.86	422.35	0.92085	undefined	undefined	supercritical
514.00	13.400	15.408	0.064899	21.255	22.124	49.984	108.22	194.90	424.91	0.90720	undefined	undefined	supercritical
514.00	13.500	15.439	0.064770	21.232	22.107	49.937	108.13	193.97	427.44	0.89393	undefined	undefined	supercritical
514.00	13.600	15.470	0.064642	21.210	22.090	49.891	108.04	193.07	429.94	0.88101	undefined	undefined	supercritical
514.00	13.700	15.500	0.064517	21.189	22.073	49.846	107.95	192.19	432.41	0.86845	undefined	undefined	supercritical
514.00	13.800	15.529	0.064395	21.167	22.056	49.801	107.87	191.34	434.85	0.85621	undefined	undefined	supercritical
514.00	13.900	15.558	0.064275	21.146	22.040	49.757	107.79	190.51	437.27	0.84429	undefined	undefined	supercritical
514.00	14.000	15.587	0.064156	21.126	22.024	49.713	107.70	189.71	439.65	0.83267	undefined	undefined	supercritical
514.00	14.100	15.615	0.064040	21.105	22.008	49.670	107.63	188.92	442.02	0.82134	undefined	undefined	supercritical
514.00	14.200	15.643	0.063926	21.085	21.993	49.628	107.55	188.16	444.35	0.81030	undefined	undefined	supercritical
514.00	14.300	15.670	0.063814	21.065	21.978	49.586	107.47	187.42	446.66	0.79952	undefined	undefined	supercritical
514.00	14.400	15.698	0.063704	21.046	21.963	49.545	107.40	186.70	448.95	0.78901	undefined	undefined	supercritical
514.00	14.500	15.724	0.063596	21.026	21.948	49.504	107.33	186.00	451.21	0.77874	undefined	undefined	supercritical
514.00	14.600	15.751	0.063489	21.007	21.934	49.464	107.26	185.31	453.45	0.76871	undefined	undefined	supercritical
514.00	14.700	15.777	0.063384	20.988	21.920	49.424	107.19	184.65	455.67	0.75891	undefined	undefined	supercritical
514.00	14.800	15.802	0.063281	20.969	21.906	49.384	107.12	184.00	457.86	0.74934	undefined	undefined	supercritical
514.00	14.900	15.828	0.063180	20.951	21.892	49.346	107.05	183.36	460.03	0.73998	undefined	undefined	supercritical
514.00	15.000	15.853	0.063080	20.933	21.879	49.307	106.99	182.74	462.19	0.73083	undefined	undefined	supercritical
514.00	15.100	15.878	0.062981	20.915	21.866	49.269	106.92	182.13	464.32	0.72187	undefined	undefined	supercritical
514.00	15.200	15.902	0.062884	20.897	21.853	49.231	106.86	181.54	466.43	0.71311	undefined	undefined	supercritical
514.00	15.300	15.927	0.062788	20.879	21.840	49.194	106.80	180.96	468.52	0.70453	undefined	undefined	supercritical
514.00	15.400	15.950	0.062694	20.862	21.827	49.157	106.73	180.40	470.59	0.69614	undefined	undefined	supercritical
514.00	15.500	15.974	0.062601	20.844	21.815	49.121	106.67	179.85	472.65	0.68791	undefined	undefined	supercritical
514.00	15.600	15.998	0.062509	20.827	21.802	49.085	106.61	179.30	474.68	0.67986	undefined	undefined	supercritical
514.00	15.700	16.021	0.062419	20.810	21.790	49.049	106.56	178.78	476.70	0.67197	undefined	undefined	supercritical
514.00	15.800	16.044	0.062330	20.793	21.778	49.014	106.50	178.26	478.70	0.66423	undefined	undefined	supercritical
514.00	15.900	16.066	0.062242	20.777	21.766	48.979	106.44	177.75	480.68	0.65665	undefined	undefined	supercritical
514.00	16.000	16.089	0.062155	20.760	21.755	48.944	106.39	177.25	482.65	0.64921	undefined	undefined	supercritical
514.00	16.100	16.111	0.062069	20.744	21.743	48.910	106.33	176.77	484.60	0.64191	undefined	undefined	supercritical
514.00	16.200	16.133	0.061985	20.728	21.732	48.876	106.28	176.29	486.53	0.63476	undefined	undefined	supercritical
514.00	16.300	16.155	0.061901	20.712	21.721	48.842	106.23	175.83	488.45	0.62773	undefined	undefined	supercritical
514.00	16.400	16.176	0.061819	20.696	21.710	48.809	106.18	175.37	490.35	0.62084	undefined	undefined	supercritical
514.00	16.500	16.198	0.061737	20.681	21.699	48.776	106.13	174.92	492.24	0.61407	undefined	undefined	supercritical
514.00	16.600	16.219	0.061657	20.665	21.689	48.743	106.07	174.48	494.11	0.60743	undefined	undefined	supercritical
514.00	16.700	16.240	0.061578	20.650	21.678	48.711	106.03	174.05	495.97	0.60090	undefined	undefined	supercritical
514.00	16.800	16.260	0.061499	20.635	21.668	48.678	105.98	173.62	497.82	0.59449	undefined	undefined	supercritical
514.00	16.900	16.281	0.061422	20.619	21.657	48.646	105.93	173.21	499.65	0.58819	undefined	undefined	supercritical
514.00	17.000	16.301	0.061345	20.604	21.647	48.615	105.88	172.80	501.47	0.58200	undefined	undefined	supercritical
514.00	17.100	16.321	0.061269	20.590	21.637	48.583	105.83	172.40	503.27	0.57592	undefined	undefined	supercritical
514.00	17.200	16.341	0.061194	20.575	21.627	48.552	105.79	172.00	505.06	0.56993	undefined	undefined	supercritical
514.00	17.300	16.361	0.061120	20.560	21.618	48.522	105.74	171.61	506.84	0.56405	undefined	undefined	supercritical
514.00	17.400	16.381	0.061047	20.546	21.608	48.491	105.70	171.23	508.60	0.55827	undefined	undefined	supercritical
514.00	17.500	16.400	0.060974	20.532	21.599	48.461	105.65	170.86	510.36	0.55257	undefined	undefined	supercritical
514.00	17.600	16.420	0.060903	20.517	21.589	48.430	105.61	170.49	512.10	0.54697	undefined	undefined	supercritical
514.00	17.700	16.439	0.060832	20.503	21.580	48.401	105.57	170.13	513.83	0.54147	undefined	undefined	supercritical
514.00	17.800	16.458	0.060762	20.489	21.571	48.371	105.53	169.78	515.54	0.53604	undefined	undefined	supercritical
514.00	17.900	16.477	0.060692	20.475	21.562	48.342	105.48	169.43	517.25	0.53070	undefined	undefined	supercritical
514.00	18.000	16.495	0.060624	20.462	21.553	48.312	105.44	169.08	518.94	0.52545	undefined	undefined	supercritical
514.00	18.100	16.514	0.060556	20.448	21.544	48.283	105.40	168.74	520.63	0.52028	undefined	undefined	supercritical
514.00	18.200	16.532	0.060489	20.434	21.535	48.255	105.36	168.41	522.30	0.51518	undefined	undefined	supercritical
514.00	18.300	16.550	0.060422	20.421	21.527	48.226	105.32	168.08	523.96	0.51016	undefined	undefined	supercritical
514.00	18.400	16.568	0.060356	20.408	21.518	48.198	105.28	167.76	525.62	0.50522	undefined	undefined	supercritical
514.00	18.500	16.586	0.060291	20.394	21.510	48.170	105.24	167.44	527.26	0.50034	undefined	undefined	supercritical
514.00	18.600	16.604	0.060226	20.381	21.501	48.142	105.20	167.13	528.89	0.49554	undefined	undefined	supercritical
514.00	18.700	16.622	0.060162	20.368	21.493	48.114	105.17	166.82	530.51	0.49081	undefined	undefined	supercritical
514.00	18.800	16.639	0.060099	20.355	21.485	48.086	105.13	166.52	532.12	0.48615	undefined	undefined	supercritical
514.00	18.900	16.657	0.060036	20.342	21.477	48.059	105.09	166.22	533.73	0.48155	undefined	undefined	supercritical
514.00	19.000	16.674	0.059974	20.329	21.469	48.032	105.06	165.92	535.32	0.47702	undefined	undefined	supercritical
514.00	19.100	16.691	0.059912	20.317	21.461	48.005	105.02	165.63	536.90	0.47255	undefined	undefined	supercritical
514.00	19.200	16.708	0.059851	20.304	21.453	47.978	104.98	165.34	538.48	0.46814	undefined	undefined	supercritical
514.00	19.300	16.725	0.059791	20.292	21.446	47.952	104.95	165.06	540.04	0.46380	undefined	undefined	supercritical
514.00	19.400	16.742	0.059731	20.279	21.438	47.925	104.91	164.78	541.60	0.45951	undefined	undefined	supercritical
514.00	19.500	16.758	0.059672	20.267	21.430	47.899	104.88	164.51	543.15	0.45528	undefined	undefined	supercritical
514.00	19.600	16.775	0.059613	20.255	21.423	47.873	104.85	164.24	544.69	0.45110	undefined	undefined	supercritical
514.00	19.700	16.791	0.059555	20.242	21.416	47.847	104.81	163.97	546.22	0.44698	undefined	undefined	supercritical
514.00	19.800	16.808	0.059497	20.230	21.408	47.821	104.78	163.70	547.74	0.44292	undefined	undefined	supercritical
514.00	19.900	16.824	0.059440	20.218	21.401	47.795	104.74	163.44	549.26	0.43890	undefined	undefined	supercritical
514.00	20.000	16.840	0.059383	20.206	21.394	47.770	104.71	163.19	550.77	0.43494	undefined	undefined	supercritical
514.00	20.100	16.856	0.059326	20.195	21.387	47.745	104.68	162.93	552.27	0.43103	undefined	undefined	supercritical
514.00	20.200	16.872	0.059271	20.183	21.380	47.720	104.65	162.68	553.76	0.42717	undefined	undefined	supercritical
514.00	20.300	16.888	0.059215	20.171	21.373	47.695	104.62	162.44	555.24	0.42336	undefined	undefined	supercritical
514.00	20.400	16.903	0.059160	20.159	21.366	47.670	104.58	162.19	556.72	0.41959	undefined	undefined	supercritical
514.00	20.500	16.919	0.059106	20.148	21.359	47.645	104.55	161.95	558.19	0.41587	undefined	undefined	supercritical
514.00	20.600	16.934	0.059052	20.136	21.353	47.621	104.52	161.71	559.65	0.41220	undefined	undefined	supercritical
514.00	20.700	16.950	0.058998	20.125	21.346	47.596	104.49	161.48	561.10	0.40857	undefined	undefined	supercritical
514.00	20.800	16.965	0.058945	20.114	21.340	47.572	104.46	161.25	562.55	0.40498	undefined	undefined	supercritical
514.00	20.900	16.980	0.058893	20.102	21.333	47.548	104.43	161.02	563.99	0.40144	undefined	undefined	supercritical
514.00	21.000	16.995	0.058840	20.091	21.327	47.524	104.40	160.79	565.43	0.39794	undefined	undefined	supercritical
514.00	21.100	17.010	0.058789	20.080	21.320	47.500	104.37	160.57	566.85	0.39448	undefined	undefined	supercritical
514.00	21.200	17.025	0.058737	20.069	21.314	47.476	104.34	160.35	568.27	0.39106	undefined	undefined	supercritical
514.00	21.300	17.040	0.058686	20.058	21.308	47.453	104.32	160.13	569.69	0.38768	undefined	undefined	supercritical
514.00	21.400	17.055	0.058635	20.047	21.302	47.429	104.29	159.91	571.09	0.38434	undefined	undefined	supercritical
514.00	21.500	17.069	0.058585	20.036	21.295	47.406	104.26	159.70	572.50	0.38104	undefined	undefined	supercritical
514.00	21.600	17.084	0.058535	20.025	21.289	47.383	104.23	159.49	573.89	0.37777	undefined	undefined	supercritical
514.00	21.700	17.098	0.058486	20.014	21.283	47.360	104.20	159.28	575.28	0.37454	undefined	undefined	supercritical
514.00	21.800	17.113	0.058437	20.004	21.277	47.337	104.18	159.07	576.66	0.37135	undefined	undefined	supercritical
514.00	21.900	17.127	0.058388	19.993	21.272	47.314	104.15	158.87	578.04	0.36819	undefined	undefined	supercritical
514.00	22.000	17.141	0.058340	19.982	21.266	47.291	104.12	158.67	579.41	0.36507	undefined	undefined	supercritical
514.00	22.100	17.155	0.058292	19.972	21.260	47.269	104.10	158.47	580.77	0.36198	undefined	undefined	supercritical
514.00	22.200	17.169	0.058244	19.961	21.254	47.246	104.07	158.27	582.13	0.35893	undefined	undefined	supercritical
514.00	22.300	17.183	0.058196	19.951	21.249	47.224	104.04	158.07	583.48	0.35591	undefined	undefined	supercritical
514.00	22.400	17.197	0.058149	19.940	21.243	47.202	104.02	157.88	584.83	0.35292	undefined	undefined	supercritical
514.00	22.500	17.211	0.058103	19.930	21.237	47.180	103.99	157.69	586.17	0.34996	undefined	undefined	supercritical
514.00	22.600	17.225	0.058056	19.920	21.232	47.158	103.97	157.50	587.51	0.34703	undefined	undefined	supercritical
514.00	22.700	17.238	0.058010	19.910	21.227	47.136	103.94	157.31	588.84	0.34413	undefined	undefined	supercritical
514.00	22.800	17.252	0.057965	19.900	21.221	47.114	103.92	157.13	590.16	0.34127	undefined	undefined	supercritical
