Temperature (K)	Pressure (MPa)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
615.60	2.5000	0.51594	1.9382	46.999	51.844	114.45	65.876	75.892	405.67	4.1025	undefined	undefined	vapor
615.60	2.6000	0.53784	1.8593	46.979	51.813	114.09	66.130	76.240	404.84	4.1184	undefined	undefined	vapor
615.60	2.7000	0.55985	1.7862	46.959	51.781	113.75	66.385	76.591	404.01	4.1337	undefined	undefined	vapor
615.60	2.8000	0.58196	1.7183	46.938	51.750	113.41	66.642	76.946	403.18	4.1487	undefined	undefined	vapor
615.60	2.9000	0.60419	1.6551	46.918	51.718	113.08	66.899	77.304	402.36	4.1631	undefined	undefined	vapor
615.60	3.0000	0.62652	1.5961	46.897	51.685	112.77	67.158	77.665	401.54	4.1771	undefined	undefined	vapor
615.60	3.1000	0.64895	1.5409	46.876	51.653	112.46	67.418	78.029	400.72	4.1906	undefined	undefined	vapor
615.60	3.2000	0.67150	1.4892	46.855	51.620	112.16	67.679	78.397	399.91	4.2037	undefined	undefined	vapor
615.60	3.3000	0.69417	1.4406	46.833	51.587	111.87	67.940	78.768	399.10	4.2162	undefined	undefined	vapor
615.60	3.4000	0.71694	1.3948	46.811	51.554	111.58	68.203	79.143	398.29	4.2283	undefined	undefined	vapor
615.60	3.5000	0.73982	1.3517	46.789	51.520	111.31	68.467	79.521	397.49	4.2399	undefined	undefined	vapor
615.60	3.6000	0.76282	1.3109	46.767	51.486	111.03	68.732	79.902	396.69	4.2511	undefined	undefined	vapor
615.60	3.7000	0.78593	1.2724	46.744	51.452	110.77	68.997	80.286	395.90	4.2617	undefined	undefined	vapor
615.60	3.8000	0.80916	1.2358	46.721	51.418	110.51	69.264	80.674	395.11	4.2718	undefined	undefined	vapor
615.60	3.9000	0.83250	1.2012	46.698	51.383	110.26	69.531	81.064	394.32	4.2815	undefined	undefined	vapor
615.60	4.0000	0.85596	1.1683	46.675	51.348	110.01	69.800	81.459	393.54	4.2907	undefined	undefined	vapor
615.60	4.1000	0.87954	1.1370	46.652	51.313	109.76	70.069	81.856	392.77	4.2994	undefined	undefined	vapor
615.60	4.2000	0.90323	1.1071	46.628	51.278	109.52	70.339	82.257	392.00	4.3076	undefined	undefined	vapor
615.60	4.3000	0.92704	1.0787	46.604	51.242	109.29	70.610	82.661	391.23	4.3154	undefined	undefined	vapor
615.60	4.4000	0.95097	1.0516	46.580	51.207	109.06	70.881	83.068	390.48	4.3227	undefined	undefined	vapor
615.60	4.5000	0.97502	1.0256	46.555	51.170	108.83	71.154	83.478	389.72	4.3295	undefined	undefined	vapor
615.60	4.6000	0.99918	1.0008	46.530	51.134	108.61	71.427	83.892	388.98	4.3359	undefined	undefined	vapor
615.60	4.7000	1.0235	0.97707	46.506	51.098	108.39	71.700	84.308	388.24	4.3419	undefined	undefined	vapor
615.60	4.8000	1.0479	0.95431	46.480	51.061	108.17	71.974	84.728	387.50	4.3474	undefined	undefined	vapor
615.60	4.9000	1.0724	0.93249	46.455	51.024	107.96	72.249	85.151	386.78	4.3525	undefined	undefined	vapor
615.60	5.0000	1.0971	0.91153	46.429	50.987	107.75	72.525	85.578	386.05	4.3573	undefined	undefined	vapor
615.60	5.1000	1.1218	0.89141	46.403	50.949	107.54	72.801	86.007	385.34	4.3616	undefined	undefined	vapor
615.60	5.2000	1.1467	0.87206	46.377	50.912	107.33	73.077	86.440	384.63	4.3656	undefined	undefined	vapor
615.60	5.3000	1.1717	0.85344	46.351	50.874	107.13	73.354	86.876	383.93	4.3692	undefined	undefined	vapor
615.60	5.4000	1.1969	0.83552	46.324	50.836	106.93	73.631	87.315	383.23	4.3724	undefined	undefined	vapor
615.60	5.5000	1.2221	0.81825	46.297	50.798	106.74	73.909	87.757	382.54	4.3754	undefined	undefined	vapor
615.60	5.6000	1.2475	0.80160	46.270	50.759	106.54	74.187	88.202	381.85	4.3780	undefined	undefined	vapor
615.60	5.7000	1.2730	0.78553	46.243	50.720	106.35	74.465	88.651	381.17	4.3804	undefined	undefined	vapor
615.60	5.8000	1.2987	0.77003	46.215	50.681	106.16	74.744	89.103	380.50	4.3825	undefined	undefined	vapor
615.60	5.9000	1.3244	0.75505	46.188	50.642	105.97	75.023	89.558	379.83	4.3844	undefined	undefined	vapor
615.60	6.0000	1.3503	0.74058	46.159	50.603	105.79	75.302	90.016	379.17	4.3861	undefined	undefined	vapor
615.60	6.1000	1.3763	0.72658	46.131	50.563	105.61	75.581	90.478	378.51	4.3876	undefined	undefined	vapor
615.60	6.2000	1.4025	0.71304	46.103	50.524	105.42	75.861	90.943	377.86	4.3889	undefined	undefined	vapor
615.60	6.3000	1.4287	0.69993	46.074	50.484	105.24	76.140	91.411	377.22	4.3900	undefined	undefined	vapor
615.60	6.4000	1.4551	0.68723	46.045	50.443	105.07	76.420	91.883	376.57	4.3911	undefined	undefined	vapor
615.60	6.5000	1.4816	0.67493	46.016	50.403	104.89	76.700	92.359	375.93	4.3921	undefined	undefined	vapor
615.60	6.6000	1.5083	0.66300	45.986	50.362	104.72	76.980	92.838	375.30	4.3929	undefined	undefined	vapor
615.60	6.7000	1.5351	0.65143	45.957	50.321	104.54	77.260	93.320	374.67	4.3938	undefined	undefined	vapor
615.60	6.8000	1.5620	0.64020	45.927	50.280	104.37	77.539	93.807	374.04	4.3946	undefined	undefined	vapor
615.60	6.9000	1.5891	0.62930	45.897	50.239	104.20	77.819	94.297	373.42	4.3954	undefined	undefined	vapor
615.60	7.0000	1.6162	0.61872	45.866	50.197	104.03	78.099	94.791	372.80	4.3963	undefined	undefined	vapor
615.60	7.1000	1.6436	0.60843	45.836	50.155	103.86	78.378	95.290	372.18	4.3972	undefined	undefined	vapor
615.60	7.2000	1.6710	0.59843	45.805	50.113	103.70	78.658	95.792	371.57	4.3981	undefined	undefined	vapor
615.60	7.3000	1.6986	0.58871	45.774	50.071	103.53	78.937	96.299	370.96	4.3992	undefined	undefined	vapor
615.60	7.4000	1.7264	0.57925	45.742	50.029	103.37	79.217	96.810	370.34	4.4003	undefined	undefined	vapor
615.60	7.5000	1.7542	0.57005	45.711	49.986	103.21	79.496	97.325	369.74	4.4016	undefined	undefined	vapor
615.60	7.6000	1.7823	0.56108	45.679	49.943	103.04	79.775	97.845	369.13	4.4030	undefined	undefined	vapor
615.60	7.7000	1.8104	0.55235	45.647	49.900	102.88	80.053	98.370	368.52	4.4045	undefined	undefined	vapor
615.60	7.8000	1.8387	0.54385	45.614	49.856	102.72	80.332	98.900	367.91	4.4062	undefined	undefined	vapor
615.60	7.9000	1.8672	0.53556	45.582	49.813	102.57	80.610	99.435	367.31	4.4081	undefined	undefined	vapor
615.60	8.0000	1.8958	0.52748	45.549	49.769	102.41	80.888	99.975	366.70	4.4101	undefined	undefined	vapor
615.60	8.1000	1.9246	0.51960	45.516	49.725	102.25	81.166	100.52	366.10	4.4123	undefined	undefined	vapor
615.60	8.2000	1.9535	0.51190	45.482	49.680	102.09	81.443	101.07	365.50	4.4146	undefined	undefined	vapor
615.60	8.3000	1.9826	0.50440	45.449	49.635	101.94	81.721	101.63	364.90	4.4171	undefined	undefined	vapor
615.60	8.3000	1.9826	0.50440	45.449	49.635	101.94	81.721	101.63	364.90	4.4171	undefined	undefined	supercritical
615.60	8.3000	1.9826	0.50440	45.449	49.635	101.94	81.721	101.63	364.90	4.4171	undefined	undefined	supercritical
615.60	8.4000	2.0118	0.49707	45.415	49.590	101.78	81.997	102.19	364.29	4.4197	undefined	undefined	supercritical
615.60	8.5000	2.0412	0.48991	45.381	49.545	101.63	82.274	102.76	363.69	4.4225	undefined	undefined	supercritical
615.60	8.6000	2.0707	0.48292	45.346	49.499	101.48	82.550	103.33	363.09	4.4254	undefined	undefined	supercritical
615.60	8.7000	2.1004	0.47609	45.311	49.453	101.33	82.826	103.91	362.49	4.4284	undefined	undefined	supercritical
615.60	8.8000	2.1303	0.46941	45.276	49.407	101.17	83.102	104.50	361.90	4.4315	undefined	undefined	supercritical
615.60	8.9000	2.1604	0.46288	45.241	49.361	101.02	83.377	105.09	361.30	4.4346	undefined	undefined	supercritical
615.60	9.0000	2.1906	0.45650	45.206	49.314	100.87	83.652	105.68	360.71	4.4378	undefined	undefined	supercritical
615.60	9.1000	2.2210	0.45025	45.170	49.267	100.72	83.927	106.29	360.12	4.4409	undefined	undefined	supercritical
615.60	9.2000	2.2515	0.44414	45.134	49.220	100.57	84.201	106.90	359.53	4.4439	undefined	undefined	supercritical
615.60	9.3000	2.2823	0.43816	45.097	49.172	100.42	84.474	107.52	358.95	4.4468	undefined	undefined	supercritical
615.60	9.4000	2.3132	0.43230	45.060	49.124	100.27	84.747	108.14	358.37	4.4496	undefined	undefined	supercritical
615.60	9.5000	2.3443	0.42657	45.023	49.076	100.13	85.020	108.77	357.80	4.4522	undefined	undefined	supercritical
615.60	9.6000	2.3756	0.42095	44.986	49.027	99.979	85.292	109.40	357.23	4.4545	undefined	undefined	supercritical
615.60	9.7000	2.4070	0.41545	44.949	48.978	99.832	85.564	110.04	356.67	4.4565	undefined	undefined	supercritical
615.60	9.8000	2.4387	0.41006	44.911	48.929	99.685	85.835	110.69	356.13	4.4581	undefined	undefined	supercritical
615.60	9.9000	2.4705	0.40478	44.872	48.880	99.538	86.105	111.34	355.59	4.4593	undefined	undefined	supercritical
615.60	10.000	2.5025	0.39960	44.834	48.830	99.392	86.374	111.99	355.06	4.4600	undefined	undefined	supercritical
615.60	10.100	2.5347	0.39452	44.795	48.780	99.246	86.643	112.65	354.54	4.4601	undefined	undefined	supercritical
615.60	10.200	2.5671	0.38955	44.756	48.729	99.100	86.911	113.32	354.04	4.4597	undefined	undefined	supercritical
615.60	10.300	2.5996	0.38467	44.717	48.679	98.955	87.178	113.99	353.55	4.4586	undefined	undefined	supercritical
615.60	10.400	2.6324	0.37989	44.677	48.628	98.810	87.444	114.66	353.08	4.4568	undefined	undefined	supercritical
615.60	10.500	2.6653	0.37520	44.637	48.577	98.666	87.710	115.34	352.62	4.4543	undefined	undefined	supercritical
615.60	10.600	2.6984	0.37059	44.597	48.525	98.521	87.974	116.02	352.18	4.4509	undefined	undefined	supercritical
615.60	10.700	2.7316	0.36608	44.556	48.473	98.378	88.237	116.70	351.75	4.4467	undefined	undefined	supercritical
615.60	10.800	2.7651	0.36165	44.515	48.421	98.234	88.499	117.38	351.35	4.4417	undefined	undefined	supercritical
615.60	10.900	2.7987	0.35731	44.474	48.369	98.091	88.760	118.06	350.96	4.4358	undefined	undefined	supercritical
615.60	11.000	2.8325	0.35305	44.433	48.316	97.948	89.019	118.75	350.60	4.4290	undefined	undefined	supercritical
615.60	11.100	2.8664	0.34886	44.391	48.264	97.805	89.277	119.43	350.26	4.4212	undefined	undefined	supercritical
615.60	11.200	2.9006	0.34476	44.350	48.211	97.663	89.533	120.12	349.93	4.4126	undefined	undefined	supercritical
615.60	11.300	2.9348	0.34074	44.307	48.158	97.521	89.789	120.81	349.63	4.4031	undefined	undefined	supercritical
615.60	11.400	2.9693	0.33678	44.265	48.104	97.379	90.042	121.49	349.34	4.3927	undefined	undefined	supercritical
615.60	11.500	3.0038	0.33291	44.223	48.051	97.238	90.294	122.18	349.08	4.3815	undefined	undefined	supercritical
615.60	11.600	3.0386	0.32910	44.180	47.997	97.097	90.544	122.86	348.83	4.3695	undefined	undefined	supercritical
615.60	11.700	3.0734	0.32537	44.137	47.944	96.957	90.792	123.54	348.61	4.3568	undefined	undefined	supercritical
615.60	11.800	3.1085	0.32170	44.094	47.890	96.817	91.039	124.23	348.40	4.3435	undefined	undefined	supercritical
615.60	11.900	3.1436	0.31811	44.050	47.836	96.677	91.284	124.91	348.20	4.3296	undefined	undefined	supercritical
615.60	12.000	3.1789	0.31457	44.007	47.782	96.538	91.527	125.59	348.02	4.3152	undefined	undefined	supercritical
615.60	12.100	3.2143	0.31111	43.963	47.727	96.399	91.768	126.27	347.85	4.3004	undefined	undefined	supercritical
615.60	12.200	3.2499	0.30770	43.919	47.673	96.260	92.007	126.95	347.68	4.2853	undefined	undefined	supercritical
615.60	12.300	3.2856	0.30436	43.875	47.619	96.122	92.244	127.62	347.53	4.2700	undefined	undefined	supercritical
615.60	12.400	3.3214	0.30108	43.831	47.564	95.984	92.479	128.31	347.38	4.2547	undefined	undefined	supercritical
615.60	12.500	3.3573	0.29786	43.786	47.509	95.847	92.712	128.99	347.23	4.2394	undefined	undefined	supercritical
615.60	12.600	3.3934	0.29469	43.742	47.455	95.710	92.943	129.67	347.08	4.2242	undefined	undefined	supercritical
615.60	12.700	3.4296	0.29158	43.697	47.400	95.573	93.172	130.36	346.92	4.2093	undefined	undefined	supercritical
615.60	12.800	3.4660	0.28852	43.652	47.345	95.437	93.399	131.05	346.76	4.1948	undefined	undefined	supercritical
615.60	12.900	3.5025	0.28551	43.607	47.290	95.301	93.624	131.75	346.59	4.1808	undefined	undefined	supercritical
615.60	13.000	3.5391	0.28256	43.562	47.235	95.165	93.846	132.45	346.41	4.1673	undefined	undefined	supercritical
615.60	13.100	3.5759	0.27965	43.516	47.180	95.030	94.067	133.16	346.21	4.1545	undefined	undefined	supercritical
615.60	13.200	3.6128	0.27679	43.470	47.124	94.894	94.286	133.88	346.00	4.1425	undefined	undefined	supercritical
615.60	13.300	3.6499	0.27398	43.425	47.069	94.760	94.503	134.60	345.77	4.1313	undefined	undefined	supercritical
615.60	13.400	3.6872	0.27121	43.379	47.013	94.625	94.717	135.34	345.51	4.1209	undefined	undefined	supercritical
615.60	13.500	3.7246	0.26848	43.332	46.957	94.490	94.930	136.09	345.24	4.1115	undefined	undefined	supercritical
615.60	13.600	3.7622	0.26580	43.286	46.901	94.356	95.141	136.85	344.94	4.1031	undefined	undefined	supercritical
615.60	13.700	3.8001	0.26315	43.240	46.845	94.221	95.350	137.63	344.62	4.0955	undefined	undefined	supercritical
615.60	13.800	3.8381	0.26054	43.193	46.788	94.087	95.557	138.42	344.27	4.0890	undefined	undefined	supercritical
615.60	13.900	3.8764	0.25797	43.146	46.732	93.953	95.762	139.22	343.90	4.0834	undefined	undefined	supercritical
615.60	14.000	3.9148	0.25544	43.098	46.675	93.819	95.965	140.04	343.51	4.0787	undefined	undefined	supercritical
615.60	14.100	3.9536	0.25294	43.051	46.617	93.684	96.166	140.88	343.09	4.0748	undefined	undefined	supercritical
615.60	14.200	3.9925	0.25047	43.003	46.560	93.550	96.366	141.73	342.66	4.0717	undefined	undefined	supercritical
615.60	14.300	4.0317	0.24803	42.955	46.502	93.415	96.563	142.60	342.20	4.0693	undefined	undefined	supercritical
615.60	14.400	4.0712	0.24563	42.907	46.444	93.281	96.759	143.48	341.73	4.0676	undefined	undefined	supercritical
615.60	14.500	4.1110	0.24325	42.858	46.385	93.146	96.953	144.38	341.25	4.0663	undefined	undefined	supercritical
615.60	14.600	4.1511	0.24090	42.809	46.326	93.011	97.145	145.29	340.75	4.0654	undefined	undefined	supercritical
615.60	14.700	4.1914	0.23858	42.760	46.267	92.876	97.336	146.22	340.25	4.0647	undefined	undefined	supercritical
615.60	14.800	4.2321	0.23629	42.710	46.207	92.740	97.524	147.17	339.74	4.0641	undefined	undefined	supercritical
615.60	14.900	4.2730	0.23403	42.660	46.147	92.605	97.711	148.12	339.23	4.0635	undefined	undefined	supercritical
615.60	15.000	4.3143	0.23179	42.610	46.087	92.469	97.895	149.09	338.72	4.0628	undefined	undefined	supercritical
615.60	15.100	4.3559	0.22958	42.560	46.026	92.333	98.078	150.07	338.22	4.0617	undefined	undefined	supercritical
615.60	15.200	4.3978	0.22739	42.509	45.965	92.196	98.259	151.05	337.73	4.0603	undefined	undefined	supercritical
615.60	15.300	4.4400	0.22523	42.458	45.904	92.060	98.438	152.04	337.25	4.0583	undefined	undefined	supercritical
615.60	15.400	4.4825	0.22309	42.406	45.842	91.923	98.615	153.03	336.79	4.0556	undefined	undefined	supercritical
615.60	15.500	4.5254	0.22098	42.354	45.779	91.785	98.789	154.03	336.34	4.0523	undefined	undefined	supercritical
615.60	15.600	4.5686	0.21889	42.302	45.717	91.648	98.962	155.03	335.92	4.0481	undefined	undefined	supercritical
615.60	15.700	4.6120	0.21682	42.250	45.654	91.510	99.132	156.03	335.51	4.0430	undefined	undefined	supercritical
615.60	15.800	4.6558	0.21478	42.197	45.591	91.373	99.301	157.02	335.13	4.0370	undefined	undefined	supercritical
615.60	15.900	4.6999	0.21277	42.144	45.527	91.235	99.467	158.01	334.77	4.0302	undefined	undefined	supercritical
615.60	16.000	4.7443	0.21078	42.091	45.463	91.097	99.630	159.00	334.44	4.0223	undefined	undefined	supercritical
615.60	16.100	4.7890	0.20881	42.037	45.399	90.958	99.791	159.98	334.12	4.0136	undefined	undefined	supercritical
615.60	16.200	4.8339	0.20687	41.984	45.335	90.820	99.950	160.95	333.84	4.0039	undefined	undefined	supercritical
615.60	16.300	4.8792	0.20495	41.930	45.270	90.682	100.11	161.92	333.57	3.9935	undefined	undefined	supercritical
615.60	16.400	4.9247	0.20306	41.875	45.206	90.544	100.26	162.88	333.32	3.9822	undefined	undefined	supercritical
615.60	16.500	4.9704	0.20119	41.821	45.141	90.405	100.41	163.83	333.10	3.9701	undefined	undefined	supercritical
615.60	16.600	5.0165	0.19934	41.766	45.076	90.267	100.56	164.78	332.89	3.9574	undefined	undefined	supercritical
615.60	16.700	5.0627	0.19752	41.712	45.010	90.129	100.71	165.71	332.69	3.9441	undefined	undefined	supercritical
615.60	16.800	5.1092	0.19572	41.657	44.945	89.990	100.85	166.64	332.52	3.9302	undefined	undefined	supercritical
615.60	16.900	5.1560	0.19395	41.602	44.879	89.852	100.99	167.56	332.35	3.9159	undefined	undefined	supercritical
615.60	17.000	5.2030	0.19220	41.546	44.814	89.714	101.13	168.48	332.20	3.9011	undefined	undefined	supercritical
615.60	17.100	5.2502	0.19047	41.491	44.748	89.576	101.26	169.39	332.06	3.8860	undefined	undefined	supercritical
615.60	17.200	5.2977	0.18876	41.435	44.682	89.438	101.40	170.29	331.92	3.8706	undefined	undefined	supercritical
615.60	17.300	5.3454	0.18708	41.380	44.616	89.301	101.53	171.19	331.79	3.8549	undefined	undefined	supercritical
615.60	17.400	5.3933	0.18542	41.324	44.550	89.163	101.66	172.08	331.67	3.8391	undefined	undefined	supercritical
615.60	17.500	5.4414	0.18378	41.268	44.484	89.026	101.78	172.97	331.55	3.8231	undefined	undefined	supercritical
615.60	17.600	5.4898	0.18216	41.212	44.418	88.889	101.90	173.85	331.44	3.8070	undefined	undefined	supercritical
615.60	17.700	5.5384	0.18056	41.156	44.351	88.752	102.02	174.74	331.33	3.7908	undefined	undefined	supercritical
615.60	17.800	5.5872	0.17898	41.099	44.285	88.615	102.14	175.61	331.22	3.7746	undefined	undefined	supercritical
615.60	17.900	5.6362	0.17742	41.043	44.219	88.478	102.25	176.49	331.11	3.7583	undefined	undefined	supercritical
615.60	18.000	5.6854	0.17589	40.987	44.153	88.342	102.36	177.36	331.01	3.7420	undefined	undefined	supercritical
615.60	18.100	5.7349	0.17437	40.930	44.086	88.205	102.47	178.23	330.90	3.7257	undefined	undefined	supercritical
615.60	18.200	5.7846	0.17287	40.873	44.020	88.069	102.58	179.10	330.80	3.7095	undefined	undefined	supercritical
615.60	18.300	5.8345	0.17139	40.817	43.953	87.933	102.68	179.96	330.70	3.6932	undefined	undefined	supercritical
615.60	18.400	5.8846	0.16993	40.760	43.887	87.798	102.79	180.82	330.59	3.6770	undefined	undefined	supercritical
615.60	18.500	5.9350	0.16849	40.703	43.820	87.662	102.88	181.68	330.49	3.6607	undefined	undefined	supercritical
615.60	18.600	5.9855	0.16707	40.646	43.754	87.527	102.98	182.54	330.39	3.6445	undefined	undefined	supercritical
615.60	18.700	6.0363	0.16566	40.589	43.687	87.392	103.07	183.39	330.29	3.6283	undefined	undefined	supercritical
615.60	18.800	6.0873	0.16428	40.532	43.621	87.257	103.16	184.24	330.20	3.6121	undefined	undefined	supercritical
615.60	18.900	6.1386	0.16290	40.475	43.554	87.122	103.25	185.08	330.10	3.5959	undefined	undefined	supercritical
615.60	19.000	6.1900	0.16155	40.418	43.488	86.988	103.34	185.92	330.02	3.5796	undefined	undefined	supercritical
615.60	19.100	6.2417	0.16021	40.361	43.421	86.854	103.42	186.76	329.93	3.5632	undefined	undefined	supercritical
615.60	19.200	6.2935	0.15889	40.304	43.355	86.720	103.50	187.59	329.85	3.5468	undefined	undefined	supercritical
615.60	19.300	6.3456	0.15759	40.247	43.288	86.586	103.58	188.40	329.78	3.5302	undefined	undefined	supercritical
615.60	19.400	6.3979	0.15630	40.189	43.222	86.452	103.66	189.21	329.72	3.5135	undefined	undefined	supercritical
615.60	19.500	6.4504	0.15503	40.132	43.155	86.319	103.73	190.01	329.67	3.4966	undefined	undefined	supercritical
615.60	19.600	6.5031	0.15377	40.075	43.089	86.186	103.80	190.80	329.63	3.4794	undefined	undefined	supercritical
615.60	19.700	6.5560	0.15253	40.017	43.022	86.053	103.87	191.57	329.60	3.4620	undefined	undefined	supercritical
615.60	19.800	6.6091	0.15131	39.960	42.956	85.921	103.94	192.33	329.59	3.4444	undefined	undefined	supercritical
615.60	19.900	6.6623	0.15010	39.903	42.890	85.789	104.01	193.07	329.60	3.4263	undefined	undefined	supercritical
615.60	20.000	6.7157	0.14890	39.846	42.824	85.657	104.07	193.78	329.62	3.4080	undefined	undefined	supercritical
615.60	20.100	6.7693	0.14773	39.788	42.758	85.526	104.13	194.48	329.67	3.3892	undefined	undefined	supercritical
615.60	20.200	6.8230	0.14656	39.731	42.692	85.395	104.19	195.15	329.73	3.3699	undefined	undefined	supercritical
615.60	20.300	6.8768	0.14542	39.674	42.626	85.265	104.24	195.80	329.82	3.3503	undefined	undefined	supercritical
615.60	20.400	6.9308	0.14428	39.617	42.561	85.135	104.30	196.41	329.94	3.3301	undefined	undefined	supercritical
615.60	20.500	6.9848	0.14317	39.560	42.495	85.005	104.35	197.00	330.08	3.3094	undefined	undefined	supercritical
615.60	20.600	7.0389	0.14207	39.504	42.430	84.877	104.40	197.55	330.25	3.2881	undefined	undefined	supercritical
615.60	20.700	7.0931	0.14098	39.447	42.366	84.748	104.44	198.06	330.46	3.2664	undefined	undefined	supercritical
615.60	20.800	7.1473	0.13991	39.391	42.301	84.621	104.49	198.54	330.69	3.2440	undefined	undefined	supercritical
615.60	20.900	7.2015	0.13886	39.335	42.237	84.494	104.53	198.99	330.96	3.2211	undefined	undefined	supercritical
615.60	21.000	7.2558	0.13782	39.279	42.173	84.367	104.57	199.39	331.26	3.1976	undefined	undefined	supercritical
615.60	21.100	7.3100	0.13680	39.223	42.109	84.242	104.61	199.75	331.59	3.1736	undefined	undefined	supercritical
615.60	21.200	7.3642	0.13579	39.167	42.046	84.117	104.65	200.07	331.96	3.1490	undefined	undefined	supercritical
615.60	21.300	7.4183	0.13480	39.112	41.983	83.993	104.69	200.35	332.37	3.1239	undefined	undefined	supercritical
615.60	21.400	7.4723	0.13383	39.057	41.921	83.870	104.72	200.59	332.81	3.0983	undefined	undefined	supercritical
615.60	21.500	7.5262	0.13287	39.002	41.859	83.747	104.75	200.79	333.28	3.0723	undefined	undefined	supercritical
615.60	21.600	7.5800	0.13193	38.948	41.797	83.626	104.78	200.95	333.79	3.0458	undefined	undefined	supercritical
615.60	21.700	7.6336	0.13100	38.894	41.737	83.506	104.81	201.06	334.33	3.0189	undefined	undefined	supercritical
615.60	21.800	7.6871	0.13009	38.840	41.676	83.386	104.84	201.14	334.90	2.9917	undefined	undefined	supercritical
615.60	21.900	7.7404	0.12919	38.787	41.616	83.268	104.86	201.18	335.51	2.9641	undefined	undefined	supercritical
615.60	22.000	7.7935	0.12831	38.734	41.557	83.151	104.89	201.19	336.15	2.9363	undefined	undefined	supercritical
615.60	22.100	7.8464	0.12745	38.681	41.498	83.034	104.91	201.16	336.82	2.9083	undefined	undefined	supercritical
615.60	22.200	7.8990	0.12660	38.629	41.440	82.919	104.93	201.10	337.52	2.8802	undefined	undefined	supercritical
615.60	22.300	7.9514	0.12576	38.578	41.382	82.805	104.95	201.01	338.24	2.8519	undefined	undefined	supercritical
615.60	22.400	8.0035	0.12495	38.526	41.325	82.692	104.97	200.89	338.99	2.8236	undefined	undefined	supercritical
615.60	22.500	8.0553	0.12414	38.476	41.269	82.580	104.99	200.75	339.77	2.7952	undefined	undefined	supercritical
615.60	22.600	8.1068	0.12335	38.425	41.213	82.469	105.01	200.59	340.57	2.7669	undefined	undefined	supercritical
615.60	22.700	8.1581	0.12258	38.375	41.158	82.360	105.02	200.40	341.39	2.7386	undefined	undefined	supercritical
615.60	22.800	8.2090	0.12182	38.326	41.103	82.251	105.04	200.20	342.22	2.7105	undefined	undefined	supercritical
615.60	22.900	8.2597	0.12107	38.277	41.049	82.144	105.05	199.98	343.08	2.6825	undefined	undefined	supercritical
615.60	23.000	8.3100	0.12034	38.228	40.996	82.038	105.07	199.74	343.95	2.6547	undefined	undefined	supercritical
615.60	23.100	8.3600	0.11962	38.180	40.943	81.933	105.08	199.50	344.84	2.6272	undefined	undefined	supercritical
615.60	23.200	8.4096	0.11891	38.132	40.891	81.829	105.09	199.24	345.75	2.5998	undefined	undefined	supercritical
615.60	23.300	8.4590	0.11822	38.085	40.840	81.726	105.10	198.98	346.66	2.5728	undefined	undefined	supercritical
615.60	23.400	8.5080	0.11754	38.038	40.789	81.624	105.11	198.71	347.58	2.5461	undefined	undefined	supercritical
