Temperature (K)	Pressure (MPa)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
555.00	0.90000	0.21147	4.7289	59.400	63.656	141.62	203.60	215.83	221.71	6.9764	undefined	undefined	vapor
555.00	0.93333	0.22004	4.5447	59.364	63.606	141.25	203.70	216.13	221.01	7.0259	undefined	undefined	vapor
555.00	0.96667	0.22867	4.3731	59.328	63.555	140.89	203.80	216.44	220.30	7.0760	undefined	undefined	vapor
555.00	1.0000	0.23737	4.2128	59.291	63.504	140.54	203.90	216.75	219.59	7.1265	undefined	undefined	vapor
555.00	1.0333	0.24614	4.0628	59.254	63.452	140.20	204.01	217.08	218.87	7.1776	undefined	undefined	vapor
555.00	1.0667	0.25497	3.9221	59.216	63.400	139.87	204.12	217.41	218.15	7.2293	undefined	undefined	vapor
555.00	1.1000	0.26386	3.7898	59.179	63.347	139.54	204.23	217.75	217.42	7.2815	undefined	undefined	vapor
555.00	1.1333	0.27283	3.6652	59.140	63.294	139.22	204.34	218.10	216.69	7.3343	undefined	undefined	vapor
555.00	1.1667	0.28187	3.5477	59.102	63.241	138.91	204.45	218.46	215.95	7.3876	undefined	undefined	vapor
555.00	1.2000	0.29098	3.4366	59.063	63.187	138.60	204.57	218.83	215.20	7.4416	undefined	undefined	vapor
555.00	1.2333	0.30017	3.3315	59.023	63.132	138.30	204.69	219.21	214.45	7.4962	undefined	undefined	vapor
555.00	1.2667	0.30943	3.2318	58.984	63.077	138.00	204.81	219.60	213.69	7.5514	undefined	undefined	vapor
555.00	1.3000	0.31877	3.1371	58.943	63.022	137.71	204.94	220.00	212.93	7.6072	undefined	undefined	vapor
555.00	1.3333	0.32819	3.0471	58.903	62.965	137.43	205.07	220.41	212.16	7.6637	undefined	undefined	vapor
555.00	1.3667	0.33768	2.9614	58.862	62.909	137.14	205.20	220.83	211.38	7.7209	undefined	undefined	vapor
555.00	1.4000	0.34726	2.8796	58.820	62.852	136.87	205.33	221.26	210.60	7.7787	undefined	undefined	vapor
555.00	1.4333	0.35693	2.8017	58.778	62.794	136.59	205.47	221.70	209.81	7.8373	undefined	undefined	vapor
555.00	1.4667	0.36668	2.7272	58.736	62.736	136.32	205.60	222.16	209.01	7.8966	undefined	undefined	vapor
555.00	1.5000	0.37652	2.6559	58.693	62.677	136.05	205.74	222.63	208.20	7.9566	undefined	undefined	vapor
555.00	1.5333	0.38646	2.5876	58.650	62.618	135.79	205.89	223.10	207.39	8.0174	undefined	undefined	vapor
555.00	1.5667	0.39648	2.5222	58.607	62.558	135.53	206.03	223.60	206.57	8.0790	undefined	undefined	vapor
555.00	1.6000	0.40660	2.4594	58.562	62.497	135.27	206.18	224.10	205.74	8.1413	undefined	undefined	vapor
555.00	1.6333	0.41682	2.3991	58.518	62.436	135.01	206.34	224.62	204.91	8.2045	undefined	undefined	vapor
555.00	1.6667	0.42714	2.3411	58.473	62.375	134.76	206.49	225.15	204.06	8.2685	undefined	undefined	vapor
555.00	1.7000	0.43757	2.2854	58.427	62.312	134.51	206.65	225.70	203.21	8.3334	undefined	undefined	vapor
555.00	1.7333	0.44810	2.2317	58.381	62.249	134.26	206.81	226.27	202.35	8.3992	undefined	undefined	vapor
555.00	1.7667	0.45873	2.1799	58.334	62.186	134.01	206.97	226.85	201.48	8.4659	undefined	undefined	vapor
555.00	1.8000	0.46948	2.1300	58.287	62.121	133.77	207.14	227.44	200.60	8.5336	undefined	undefined	vapor
555.00	1.8333	0.48035	2.0818	58.239	62.056	133.52	207.31	228.05	199.72	8.6022	undefined	undefined	vapor
555.00	1.8667	0.49133	2.0353	58.191	61.990	133.28	207.48	228.68	198.82	8.6718	undefined	undefined	vapor
555.00	1.9000	0.50244	1.9903	58.142	61.924	133.04	207.66	229.33	197.92	8.7425	undefined	undefined	vapor
555.00	1.9333	0.51367	1.9468	58.093	61.857	132.80	207.84	230.00	197.00	8.8142	undefined	undefined	vapor
555.00	1.9667	0.52502	1.9047	58.043	61.789	132.56	208.02	230.68	196.08	8.8870	undefined	undefined	vapor
555.00	2.0000	0.53652	1.8639	57.992	61.720	132.33	208.20	231.39	195.14	8.9609	undefined	undefined	vapor
555.00	2.0333	0.54814	1.8243	57.941	61.651	132.09	208.39	232.12	194.20	9.0360	undefined	undefined	vapor
555.00	2.0667	0.55991	1.7860	57.889	61.580	131.85	208.58	232.87	193.24	9.1124	undefined	undefined	vapor
555.00	2.1000	0.57183	1.7488	57.837	61.509	131.62	208.78	233.64	192.27	9.1899	undefined	undefined	vapor
555.00	2.1333	0.58389	1.7126	57.783	61.437	131.39	208.98	234.44	191.29	9.2688	undefined	undefined	vapor
555.00	2.1667	0.59611	1.6775	57.730	61.364	131.15	209.18	235.26	190.30	9.3489	undefined	undefined	vapor
555.00	2.2000	0.60850	1.6434	57.675	61.290	130.92	209.38	236.10	189.30	9.4305	undefined	undefined	vapor
555.00	2.2333	0.62104	1.6102	57.620	61.216	130.69	209.59	236.98	188.29	9.5135	undefined	undefined	vapor
555.00	2.2667	0.63376	1.5779	57.564	61.140	130.46	209.80	237.88	187.26	9.5979	undefined	undefined	vapor
555.00	2.3000	0.64666	1.5464	57.507	61.064	130.22	210.02	238.81	186.22	9.6839	undefined	undefined	vapor
555.00	2.3333	0.65974	1.5158	57.449	60.986	129.99	210.23	239.78	185.17	9.7715	undefined	undefined	vapor
555.00	2.3667	0.67301	1.4859	57.391	60.907	129.76	210.46	240.77	184.10	9.8607	undefined	undefined	vapor
555.00	2.4000	0.68648	1.4567	57.332	60.828	129.53	210.68	241.80	183.02	9.9517	undefined	undefined	vapor
555.00	2.4333	0.70015	1.4283	57.271	60.747	129.30	210.91	242.87	181.92	10.044	undefined	undefined	vapor
555.00	2.4667	0.71404	1.4005	57.210	60.665	129.06	211.14	243.97	180.81	10.139	undefined	undefined	vapor
555.00	2.5000	0.72815	1.3733	57.149	60.582	128.83	211.38	245.12	179.69	10.235	undefined	undefined	vapor
555.00	2.5333	0.74250	1.3468	57.086	60.498	128.60	211.62	246.30	178.54	10.334	undefined	undefined	vapor
555.00	2.5667	0.75708	1.3209	57.022	60.412	128.36	211.86	247.53	177.38	10.435	undefined	undefined	vapor
555.00	2.6000	0.77191	1.2955	56.957	60.326	128.13	212.11	248.81	176.21	10.537	undefined	undefined	vapor
555.00	2.6333	0.78701	1.2706	56.891	60.237	127.89	212.36	250.13	175.01	10.642	undefined	undefined	vapor
555.00	2.6667	0.80238	1.2463	56.825	60.148	127.66	212.61	251.51	173.80	10.750	undefined	undefined	vapor
555.00	2.7000	0.81804	1.2224	56.757	60.057	127.42	212.87	252.94	172.57	10.860	undefined	undefined	vapor
555.00	2.7333	0.83399	1.1991	56.687	59.965	127.18	213.13	254.43	171.32	10.972	undefined	undefined	vapor
555.00	2.7667	0.85026	1.1761	56.617	59.871	126.94	213.40	255.98	170.05	11.087	undefined	undefined	vapor
555.00	2.8000	0.86686	1.1536	56.546	59.776	126.70	213.67	257.60	168.76	11.205	undefined	undefined	vapor
555.00	2.8333	0.88380	1.1315	56.473	59.679	126.45	213.94	259.29	167.44	11.326	undefined	undefined	vapor
555.00	2.8667	0.90110	1.1098	56.399	59.580	126.21	214.22	261.06	166.11	11.450	undefined	undefined	vapor
555.00	2.9000	0.91879	1.0884	56.323	59.479	125.96	214.50	262.90	164.75	11.578	undefined	undefined	vapor
555.00	2.9333	0.93688	1.0674	56.246	59.377	125.71	214.78	264.84	163.36	11.709	undefined	undefined	vapor
555.00	2.9667	0.95540	1.0467	56.167	59.273	125.46	215.07	266.86	161.95	11.843	undefined	undefined	vapor
555.00	3.0000	0.97436	1.0263	56.087	59.166	125.21	215.37	268.99	160.52	11.981	undefined	undefined	vapor
555.00	3.0333	0.99381	1.0062	56.005	59.058	124.95	215.66	271.22	159.05	12.123	undefined	undefined	vapor
555.00	3.0667	1.0138	0.98643	55.922	58.947	124.69	215.96	273.57	157.56	12.269	undefined	undefined	vapor
555.00	3.1000	1.0342	0.96690	55.836	58.834	124.43	216.27	276.04	156.04	12.420	undefined	undefined	vapor
555.00	3.1333	1.0553	0.94761	55.749	58.718	124.16	216.57	278.65	154.48	12.575	undefined	undefined	vapor
555.00	3.1667	1.0770	0.92854	55.660	58.600	123.89	216.88	281.41	152.90	12.736	undefined	undefined	vapor
555.00	3.2000	1.0993	0.90969	55.568	58.479	123.62	217.20	284.33	151.28	12.901	undefined	undefined	vapor
555.00	3.2333	1.1223	0.89104	55.475	58.356	123.34	217.51	287.43	149.62	13.072	undefined	undefined	vapor
555.00	3.2667	1.1460	0.87257	55.378	58.229	123.06	217.83	290.72	147.93	13.248	undefined	undefined	vapor
555.00	3.3000	1.1706	0.85425	55.280	58.099	122.78	218.16	294.22	146.20	13.431	undefined	undefined	vapor
555.00	3.3333	1.1960	0.83609	55.178	57.965	122.49	218.48	297.96	144.43	13.619	undefined	undefined	vapor
555.00	3.3667	1.2224	0.81805	55.074	57.828	122.19	218.81	301.96	142.62	13.815	undefined	undefined	vapor
555.00	3.4000	1.2498	0.80012	54.967	57.687	121.89	219.14	306.25	140.77	14.017	undefined	undefined	vapor
555.00	3.4333	1.2783	0.78228	54.856	57.542	121.58	219.46	310.86	138.87	14.227	undefined	undefined	vapor
555.00	3.4667	1.3080	0.76451	54.742	57.392	121.26	219.79	315.82	136.92	14.444	undefined	undefined	vapor
555.00	3.5000	1.3391	0.74678	54.624	57.238	120.94	220.12	321.20	134.93	14.669	undefined	undefined	vapor
555.00	3.5333	1.3716	0.72909	54.502	57.078	120.60	220.45	327.03	132.88	14.902	undefined	undefined	vapor
555.00	3.5667	1.4057	0.71140	54.375	56.913	120.26	220.77	333.37	130.78	15.144	undefined	undefined	vapor
555.00	3.6000	1.4416	0.69369	54.244	56.741	119.91	221.09	340.31	128.63	15.394	undefined	undefined	vapor
555.00	3.6333	1.4794	0.67593	54.107	56.563	119.55	221.41	347.92	126.42	15.653	undefined	undefined	vapor
555.00	3.6667	1.5195	0.65809	53.965	56.378	119.18	221.71	356.31	124.16	15.920	undefined	undefined	vapor
555.00	3.7000	1.5621	0.64015	53.816	56.185	118.79	222.01	365.61	121.84	16.196	undefined	undefined	vapor
555.00	3.7333	1.6075	0.62207	53.660	55.983	118.39	222.29	375.98	119.46	16.480	undefined	undefined	vapor
555.00	3.7667	1.6562	0.60381	53.497	55.771	117.97	222.55	387.61	117.02	16.771	undefined	undefined	vapor
555.00	3.8000	1.7085	0.58533	53.325	55.549	117.53	222.79	400.78	114.54	17.069	undefined	undefined	vapor
555.00	3.8333	1.7650	0.56657	53.143	55.315	117.08	223.00	415.85	111.99	17.373	undefined	undefined	vapor
555.00	3.8667	1.8265	0.54750	52.950	55.067	116.60	223.17	433.34	109.40	17.682	undefined	undefined	vapor
555.00	3.9000	1.8939	0.52802	52.744	54.803	116.09	223.30	454.05	106.75	17.999	undefined	undefined	vapor
555.00	3.9333	1.9683	0.50805	52.523	54.521	115.55	223.38	479.29	104.05	18.325	undefined	undefined	vapor
555.00	3.9667	2.0515	0.48744	52.282	54.216	114.97	223.40	511.42	101.29	18.669	undefined	undefined	vapor
555.00	4.0000	2.1461	0.46595	52.018	53.882	114.34	223.33	555.05	98.450	19.042	undefined	undefined	vapor
555.00	4.0333	2.2566	0.44314	51.719	53.506	113.64	223.18	620.53	95.504	19.469	undefined	undefined	vapor
555.00	4.0667	2.3919	0.41808	51.364	53.064	112.81	222.91	736.08	92.410	19.979	undefined	undefined	vapor
555.00	4.1000	2.5756	0.38826	50.898	52.490	111.75	222.47	1012.7	89.208	20.549	undefined	undefined	vapor
555.00	4.1000	2.5756	0.38826	50.898	52.490	111.75	222.47	1012.7	89.208	20.549	undefined	undefined	supercritical
555.00	4.1000	2.5756	0.38826	50.898	52.490	111.75	222.47	1012.7	89.208	20.549	undefined	undefined	supercritical
555.00	4.1333	2.9241	0.34198	50.042	51.456	109.87	221.69	2567.7	87.240	20.303	undefined	undefined	supercritical
555.00	4.1667	3.7086	0.26965	48.217	49.341	106.04	219.39	2125.4	97.196	14.277	undefined	undefined	supercritical
555.00	4.2000	3.9546	0.25287	47.683	48.745	104.95	217.94	1017.6	106.54	11.325	undefined	undefined	supercritical
555.00	4.2333	4.0860	0.24474	47.403	48.439	104.38	217.02	769.13	113.64	9.7407	undefined	undefined	supercritical
555.00	4.2667	4.1815	0.23915	47.201	48.221	103.98	216.30	661.30	119.45	8.7067	undefined	undefined	supercritical
555.00	4.3000	4.2590	0.23480	47.037	48.047	103.65	215.70	600.48	124.48	7.9579	undefined	undefined	supercritical
555.00	4.3333	4.3253	0.23120	46.897	47.899	103.37	215.18	560.77	129.00	7.3767	undefined	undefined	supercritical
555.00	4.3667	4.3838	0.22811	46.773	47.769	103.12	214.71	532.17	133.19	6.9022	undefined	undefined	supercritical
555.00	4.4000	4.4364	0.22541	46.661	47.653	102.90	214.30	510.04	137.16	6.5000	undefined	undefined	supercritical
555.00	4.4333	4.4844	0.22300	46.559	47.548	102.69	213.93	491.97	140.97	6.1494	undefined	undefined	supercritical
555.00	4.4667	4.5283	0.22083	46.464	47.451	102.51	213.59	476.64	144.67	5.8375	undefined	undefined	supercritical
555.00	4.5000	4.5690	0.21887	46.377	47.362	102.33	213.28	463.27	148.29	5.5561	undefined	undefined	supercritical
555.00	4.5333	4.6067	0.21707	46.295	47.279	102.17	213.00	451.38	151.85	5.2996	undefined	undefined	supercritical
555.00	4.5667	4.6419	0.21543	46.218	47.202	102.02	212.75	440.69	155.33	5.0644	undefined	undefined	supercritical
555.00	4.6000	4.6748	0.21391	46.146	47.130	101.88	212.51	431.00	158.76	4.8477	undefined	undefined	supercritical
555.00	4.6333	4.7057	0.21251	46.078	47.062	101.74	212.29	422.15	162.13	4.6472	undefined	undefined	supercritical
555.00	4.6667	4.7348	0.21120	46.013	46.999	101.62	212.09	414.05	165.44	4.4615	undefined	undefined	supercritical
555.00	4.7000	4.7623	0.20998	45.952	46.939	101.50	211.91	406.61	168.69	4.2889	undefined	undefined	supercritical
555.00	4.7333	4.7883	0.20884	45.894	46.883	101.38	211.73	399.76	171.87	4.1284	undefined	undefined	supercritical
555.00	4.7667	4.8129	0.20777	45.839	46.829	101.27	211.57	393.44	175.00	3.9788	undefined	undefined	supercritical
555.00	4.8000	4.8364	0.20677	45.786	46.778	101.17	211.42	387.60	178.05	3.8391	undefined	undefined	supercritical
555.00	4.8333	4.8588	0.20581	45.735	46.730	101.07	211.28	382.19	181.05	3.7085	undefined	undefined	supercritical
555.00	4.8667	4.8801	0.20491	45.686	46.684	100.97	211.14	377.17	183.99	3.5863	undefined	undefined	supercritical
555.00	4.9000	4.9006	0.20406	45.640	46.640	100.88	211.02	372.51	186.86	3.4716	undefined	undefined	supercritical
555.00	4.9333	4.9202	0.20324	45.595	46.597	100.79	210.90	368.16	189.68	3.3640	undefined	undefined	supercritical
555.00	4.9667	4.9391	0.20247	45.551	46.557	100.71	210.79	364.10	192.43	3.2627	undefined	undefined	supercritical
555.00	5.0000	4.9572	0.20173	45.510	46.518	100.63	210.68	360.31	195.13	3.1673	undefined	undefined	supercritical
555.00	5.0333	4.9746	0.20102	45.469	46.481	100.55	210.58	356.76	197.78	3.0773	undefined	undefined	supercritical
555.00	5.0667	4.9915	0.20034	45.430	46.445	100.47	210.49	353.43	200.37	2.9923	undefined	undefined	supercritical
555.00	5.1000	5.0078	0.19969	45.392	46.410	100.39	210.40	350.30	202.91	2.9118	undefined	undefined	supercritical
555.00	5.1333	5.0235	0.19906	45.355	46.377	100.32	210.31	347.35	205.40	2.8356	undefined	undefined	supercritical
555.00	5.1667	5.0388	0.19846	45.319	46.345	100.25	210.23	344.57	207.84	2.7634	undefined	undefined	supercritical
555.00	5.2000	5.0536	0.19788	45.284	46.313	100.18	210.15	341.94	210.24	2.6947	undefined	undefined	supercritical
555.00	5.2333	5.0680	0.19732	45.251	46.283	100.12	210.07	339.46	212.59	2.6294	undefined	undefined	supercritical
555.00	5.2667	5.0819	0.19677	45.218	46.254	100.05	210.00	337.11	214.89	2.5672	undefined	undefined	supercritical
555.00	5.3000	5.0955	0.19625	45.185	46.225	99.990	209.93	334.88	217.16	2.5080	undefined	undefined	supercritical
555.00	5.3333	5.1088	0.19574	45.154	46.198	99.929	209.86	332.76	219.38	2.4514	undefined	undefined	supercritical
555.00	5.3667	5.1216	0.19525	45.123	46.171	99.869	209.79	330.75	221.57	2.3974	undefined	undefined	supercritical
555.00	5.4000	5.1342	0.19477	45.093	46.145	99.810	209.73	328.83	223.72	2.3457	undefined	undefined	supercritical
555.00	5.4333	5.1465	0.19431	45.064	46.120	99.753	209.67	327.00	225.83	2.2962	undefined	undefined	supercritical
555.00	5.4667	5.1584	0.19386	45.035	46.095	99.697	209.61	325.25	227.91	2.2488	undefined	undefined	supercritical
555.00	5.5000	5.1701	0.19342	45.007	46.071	99.642	209.55	323.58	229.95	2.2033	undefined	undefined	supercritical
555.00	5.5333	5.1816	0.19299	44.980	46.047	99.588	209.50	321.99	231.96	2.1596	undefined	undefined	supercritical
555.00	5.5667	5.1928	0.19258	44.952	46.025	99.535	209.45	320.46	233.95	2.1177	undefined	undefined	supercritical
555.00	5.6000	5.2037	0.19217	44.926	46.002	99.483	209.39	319.00	235.90	2.0773	undefined	undefined	supercritical
555.00	5.6333	5.2144	0.19178	44.900	45.980	99.432	209.34	317.59	237.82	2.0385	undefined	undefined	supercritical
555.00	5.6667	5.2250	0.19139	44.874	45.959	99.382	209.30	316.24	239.71	2.0010	undefined	undefined	supercritical
555.00	5.7000	5.2353	0.19101	44.849	45.938	99.333	209.25	314.95	241.58	1.9650	undefined	undefined	supercritical
555.00	5.7333	5.2454	0.19064	44.825	45.918	99.285	209.20	313.70	243.42	1.9302	undefined	undefined	supercritical
555.00	5.7667	5.2553	0.19028	44.800	45.898	99.238	209.16	312.50	245.23	1.8965	undefined	undefined	supercritical
555.00	5.8000	5.2651	0.18993	44.777	45.878	99.191	209.12	311.34	247.02	1.8641	undefined	undefined	supercritical
555.00	5.8333	5.2747	0.18959	44.753	45.859	99.145	209.07	310.22	248.79	1.8327	undefined	undefined	supercritical
555.00	5.8667	5.2841	0.18925	44.730	45.840	99.100	209.03	309.15	250.53	1.8023	undefined	undefined	supercritical
555.00	5.9000	5.2933	0.18892	44.707	45.822	99.055	208.99	308.11	252.25	1.7730	undefined	undefined	supercritical
555.00	5.9333	5.3024	0.18859	44.685	45.804	99.012	208.95	307.10	253.95	1.7445	undefined	undefined	supercritical
555.00	5.9667	5.3114	0.18828	44.663	45.786	98.968	208.91	306.13	255.62	1.7169	undefined	undefined	supercritical
555.00	6.0000	5.3202	0.18796	44.641	45.769	98.926	208.88	305.19	257.28	1.6902	undefined	undefined	supercritical
555.00	6.0333	5.3289	0.18766	44.620	45.752	98.884	208.84	304.28	258.92	1.6642	undefined	undefined	supercritical
555.00	6.0667	5.3374	0.18736	44.598	45.735	98.842	208.80	303.40	260.53	1.6391	undefined	undefined	supercritical
555.00	6.1000	5.3458	0.18706	44.578	45.719	98.802	208.77	302.55	262.13	1.6146	undefined	undefined	supercritical
555.00	6.1333	5.3541	0.18677	44.557	45.702	98.761	208.74	301.72	263.71	1.5909	undefined	undefined	supercritical
555.00	6.1667	5.3623	0.18649	44.537	45.687	98.722	208.70	300.91	265.28	1.5678	undefined	undefined	supercritical
555.00	6.2000	5.3703	0.18621	44.517	45.671	98.682	208.67	300.13	266.82	1.5453	undefined	undefined	supercritical
555.00	6.2333	5.3783	0.18593	44.497	45.656	98.643	208.64	299.37	268.35	1.5234	undefined	undefined	supercritical
555.00	6.2667	5.3861	0.18566	44.477	45.641	98.605	208.61	298.64	269.86	1.5022	undefined	undefined	supercritical
555.00	6.3000	5.3939	0.18540	44.458	45.626	98.567	208.58	297.92	271.36	1.4815	undefined	undefined	supercritical
555.00	6.3333	5.4015	0.18513	44.439	45.611	98.530	208.55	297.22	272.84	1.4613	undefined	undefined	supercritical
555.00	6.3667	5.4090	0.18488	44.420	45.597	98.493	208.52	296.54	274.31	1.4416	undefined	undefined	supercritical
555.00	6.4000	5.4165	0.18462	44.401	45.583	98.456	208.49	295.88	275.76	1.4224	undefined	undefined	supercritical
555.00	6.4333	5.4238	0.18437	44.383	45.569	98.420	208.46	295.24	277.20	1.4037	undefined	undefined	supercritical
555.00	6.4667	5.4311	0.18413	44.364	45.555	98.384	208.43	294.61	278.62	1.3855	undefined	undefined	supercritical
555.00	6.5000	5.4382	0.18388	44.346	45.542	98.349	208.40	294.00	280.03	1.3677	undefined	undefined	supercritical
555.00	6.5333	5.4453	0.18364	44.328	45.528	98.314	208.38	293.41	281.43	1.3503	undefined	undefined	supercritical
555.00	6.5667	5.4523	0.18341	44.311	45.515	98.279	208.35	292.83	282.81	1.3333	undefined	undefined	supercritical
555.00	6.6000	5.4592	0.18318	44.293	45.502	98.245	208.32	292.26	284.18	1.3167	undefined	undefined	supercritical
555.00	6.6333	5.4661	0.18295	44.276	45.489	98.211	208.30	291.70	285.54	1.3005	undefined	undefined	supercritical
555.00	6.6667	5.4728	0.18272	44.259	45.477	98.177	208.27	291.16	286.89	1.2846	undefined	undefined	supercritical
555.00	6.7000	5.4795	0.18250	44.242	45.465	98.144	208.25	290.63	288.22	1.2691	undefined	undefined	supercritical
555.00	6.7333	5.4862	0.18228	44.225	45.452	98.111	208.22	290.12	289.55	1.2540	undefined	undefined	supercritical
555.00	6.7667	5.4927	0.18206	44.208	45.440	98.079	208.20	289.61	290.86	1.2391	undefined	undefined	supercritical
555.00	6.8000	5.4992	0.18185	44.192	45.428	98.046	208.18	289.12	292.16	1.2246	undefined	undefined	supercritical
555.00	6.8333	5.5056	0.18163	44.176	45.417	98.014	208.15	288.64	293.45	1.2104	undefined	undefined	supercritical
555.00	6.8667	5.5119	0.18142	44.159	45.405	97.982	208.13	288.16	294.73	1.1964	undefined	undefined	supercritical
555.00	6.9000	5.5182	0.18122	44.143	45.394	97.951	208.11	287.70	296.00	1.1828	undefined	undefined	supercritical
555.00	6.9333	5.5244	0.18101	44.127	45.382	97.920	208.09	287.25	297.26	1.1694	undefined	undefined	supercritical
555.00	6.9667	5.5306	0.18081	44.112	45.371	97.889	208.07	286.81	298.51	1.1563	undefined	undefined	supercritical
555.00	7.0000	5.5367	0.18061	44.096	45.360	97.858	208.04	286.37	299.75	1.1435	undefined	undefined	supercritical
555.00	7.0333	5.5427	0.18042	44.081	45.349	97.828	208.02	285.95	300.98	1.1309	undefined	undefined	supercritical
555.00	7.0667	5.5487	0.18022	44.065	45.339	97.798	208.00	285.53	302.20	1.1185	undefined	undefined	supercritical
555.00	7.1000	5.5546	0.18003	44.050	45.328	97.768	207.98	285.12	303.42	1.1064	undefined	undefined	supercritical
555.00	7.1333	5.5605	0.17984	44.035	45.318	97.738	207.96	284.72	304.62	1.0945	undefined	undefined	supercritical
555.00	7.1667	5.5663	0.17965	44.020	45.307	97.709	207.94	284.32	305.82	1.0828	undefined	undefined	supercritical
555.00	7.2000	5.5721	0.17947	44.005	45.297	97.680	207.92	283.94	307.00	1.0714	undefined	undefined	supercritical
555.00	7.2333	5.5778	0.17928	43.990	45.287	97.651	207.90	283.56	308.18	1.0601	undefined	undefined	supercritical
555.00	7.2667	5.5835	0.17910	43.976	45.277	97.622	207.88	283.19	309.35	1.0491	undefined	undefined	supercritical
555.00	7.3000	5.5891	0.17892	43.961	45.267	97.594	207.86	282.82	310.51	1.0382	undefined	undefined	supercritical
555.00	7.3333	5.5946	0.17874	43.947	45.258	97.565	207.85	282.47	311.67	1.0276	undefined	undefined	supercritical
555.00	7.3667	5.6002	0.17857	43.933	45.248	97.537	207.83	282.11	312.81	1.0171	undefined	undefined	supercritical
555.00	7.4000	5.6056	0.17839	43.918	45.238	97.509	207.81	281.77	313.95	1.0068	undefined	undefined	supercritical
555.00	7.4333	5.6111	0.17822	43.904	45.229	97.482	207.79	281.43	315.08	0.99668	undefined	undefined	supercritical
555.00	7.4667	5.6164	0.17805	43.890	45.220	97.454	207.77	281.10	316.21	0.98673	undefined	undefined	supercritical
555.00	7.5000	5.6218	0.17788	43.876	45.211	97.427	207.76	280.77	317.32	0.97695	undefined	undefined	supercritical
