Temperature (K)	Pressure (MPa)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
664.80	12.800	4.0549	0.24661	72.587	75.743	145.75	240.98	308.01	250.40	1.8298	undefined	undefined	supercritical
664.80	12.900	4.0789	0.24516	72.525	75.687	145.63	240.94	307.49	252.49	1.7892	undefined	undefined	supercritical
664.80	13.000	4.1025	0.24375	72.464	75.633	145.51	240.89	306.96	254.59	1.7496	undefined	undefined	supercritical
664.80	13.100	4.1257	0.24239	72.405	75.580	145.39	240.85	306.44	256.70	1.7109	undefined	undefined	supercritical
664.80	13.200	4.1484	0.24106	72.346	75.528	145.28	240.80	305.92	258.80	1.6733	undefined	undefined	supercritical
664.80	13.300	4.1707	0.23977	72.289	75.478	145.17	240.76	305.41	260.90	1.6368	undefined	undefined	supercritical
664.80	13.400	4.1927	0.23851	72.232	75.428	145.06	240.72	304.90	262.99	1.6013	undefined	undefined	supercritical
664.80	13.500	4.2143	0.23729	72.177	75.380	144.95	240.68	304.40	265.08	1.5669	undefined	undefined	supercritical
664.80	13.600	4.2355	0.23610	72.122	75.333	144.84	240.64	303.91	267.16	1.5335	undefined	undefined	supercritical
664.80	13.700	4.2563	0.23495	72.068	75.287	144.74	240.60	303.44	269.23	1.5012	undefined	undefined	supercritical
664.80	13.800	4.2768	0.23382	72.015	75.242	144.63	240.56	302.97	271.28	1.4700	undefined	undefined	supercritical
664.80	13.900	4.2970	0.23272	71.963	75.198	144.53	240.52	302.51	273.32	1.4397	undefined	undefined	supercritical
664.80	14.000	4.3168	0.23165	71.912	75.155	144.43	240.48	302.07	275.35	1.4104	undefined	undefined	supercritical
664.80	14.100	4.3364	0.23061	71.861	75.112	144.33	240.44	301.64	277.36	1.3820	undefined	undefined	supercritical
664.80	14.200	4.3556	0.22959	71.811	75.071	144.24	240.40	301.21	279.36	1.3545	undefined	undefined	supercritical
664.80	14.300	4.3745	0.22860	71.762	75.031	144.14	240.37	300.80	281.34	1.3279	undefined	undefined	supercritical
664.80	14.400	4.3932	0.22763	71.714	74.991	144.05	240.33	300.40	283.30	1.3022	undefined	undefined	supercritical
664.80	14.500	4.4115	0.22668	71.666	74.953	143.96	240.29	300.02	285.26	1.2772	undefined	undefined	supercritical
664.80	14.600	4.4296	0.22575	71.619	74.915	143.86	240.26	299.64	287.19	1.2530	undefined	undefined	supercritical
664.80	14.700	4.4475	0.22485	71.572	74.878	143.77	240.23	299.27	289.11	1.2295	undefined	undefined	supercritical
664.80	14.800	4.4650	0.22396	71.526	74.841	143.69	240.19	298.91	291.02	1.2068	undefined	undefined	supercritical
664.80	14.900	4.4824	0.22310	71.481	74.805	143.60	240.16	298.56	292.91	1.1847	undefined	undefined	supercritical
664.80	15.000	4.4995	0.22225	71.437	74.770	143.51	240.13	298.22	294.79	1.1632	undefined	undefined	supercritical
664.80	15.100	4.5163	0.22142	71.393	74.736	143.43	240.09	297.89	296.66	1.1424	undefined	undefined	supercritical
664.80	15.200	4.5330	0.22061	71.349	74.702	143.34	240.06	297.56	298.51	1.1221	undefined	undefined	supercritical
664.80	15.300	4.5494	0.21981	71.306	74.669	143.26	240.03	297.24	300.35	1.1024	undefined	undefined	supercritical
664.80	15.400	4.5656	0.21903	71.264	74.637	143.18	240.00	296.93	302.18	1.0832	undefined	undefined	supercritical
664.80	15.500	4.5816	0.21826	71.222	74.605	143.10	239.97	296.63	304.00	1.0645	undefined	undefined	supercritical
664.80	15.600	4.5974	0.21751	71.180	74.574	143.02	239.94	296.33	305.81	1.0463	undefined	undefined	supercritical
664.80	15.700	4.6130	0.21678	71.139	74.543	142.94	239.91	296.04	307.61	1.0285	undefined	undefined	supercritical
664.80	15.800	4.6284	0.21606	71.099	74.513	142.86	239.88	295.76	309.39	1.0112	undefined	undefined	supercritical
664.80	15.900	4.6436	0.21535	71.059	74.483	142.78	239.86	295.48	311.17	0.99429	undefined	undefined	supercritical
664.80	16.000	4.6586	0.21466	71.019	74.454	142.71	239.83	295.20	312.94	0.97779	undefined	undefined	supercritical
664.80	16.100	4.6735	0.21397	70.980	74.425	142.63	239.80	294.93	314.70	0.96167	undefined	undefined	supercritical
664.80	16.200	4.6881	0.21330	70.942	74.397	142.56	239.78	294.67	316.45	0.94593	undefined	undefined	supercritical
664.80	16.300	4.7026	0.21265	70.903	74.370	142.49	239.75	294.41	318.19	0.93053	undefined	undefined	supercritical
664.80	16.400	4.7170	0.21200	70.866	74.342	142.41	239.73	294.15	319.93	0.91547	undefined	undefined	supercritical
664.80	16.500	4.7311	0.21137	70.828	74.316	142.34	239.70	293.90	321.66	0.90073	undefined	undefined	supercritical
664.80	16.600	4.7451	0.21074	70.791	74.289	142.27	239.68	293.65	323.38	0.88631	undefined	undefined	supercritical
664.80	16.700	4.7590	0.21013	70.754	74.264	142.20	239.65	293.40	325.09	0.87219	undefined	undefined	supercritical
664.80	16.800	4.7726	0.20953	70.718	74.238	142.13	239.63	293.16	326.80	0.85835	undefined	undefined	supercritical
664.80	16.900	4.7862	0.20893	70.682	74.213	142.06	239.61	292.93	328.50	0.84480	undefined	undefined	supercritical
664.80	17.000	4.7996	0.20835	70.647	74.189	141.99	239.58	292.69	330.19	0.83151	undefined	undefined	supercritical
664.80	17.100	4.8128	0.20778	70.612	74.165	141.92	239.56	292.46	331.88	0.81849	undefined	undefined	supercritical
664.80	17.200	4.8259	0.20721	70.577	74.141	141.86	239.54	292.23	333.56	0.80571	undefined	undefined	supercritical
664.80	17.300	4.8389	0.20666	70.542	74.118	141.79	239.52	292.00	335.23	0.79318	undefined	undefined	supercritical
664.80	17.400	4.8517	0.20611	70.508	74.095	141.73	239.50	291.78	336.91	0.78088	undefined	undefined	supercritical
664.80	17.500	4.8644	0.20558	70.474	74.072	141.66	239.48	291.56	338.57	0.76882	undefined	undefined	supercritical
664.80	17.600	4.8769	0.20505	70.441	74.050	141.60	239.46	291.34	340.23	0.75697	undefined	undefined	supercritical
664.80	17.700	4.8894	0.20453	70.408	74.028	141.53	239.44	291.13	341.88	0.74533	undefined	undefined	supercritical
664.80	17.800	4.9017	0.20401	70.375	74.006	141.47	239.42	290.91	343.53	0.73391	undefined	undefined	supercritical
664.80	17.900	4.9138	0.20351	70.342	73.985	141.41	239.40	290.70	345.17	0.72269	undefined	undefined	supercritical
664.80	18.000	4.9259	0.20301	70.310	73.964	141.34	239.38	290.49	346.81	0.71166	undefined	undefined	supercritical
664.80	18.100	4.9378	0.20252	70.278	73.944	141.28	239.36	290.29	348.45	0.70082	undefined	undefined	supercritical
664.80	18.200	4.9496	0.20204	70.247	73.924	141.22	239.34	290.08	350.07	0.69018	undefined	undefined	supercritical
664.80	18.300	4.9613	0.20156	70.215	73.904	141.16	239.32	289.88	351.70	0.67971	undefined	undefined	supercritical
664.80	18.400	4.9729	0.20109	70.184	73.884	141.10	239.31	289.68	353.32	0.66942	undefined	undefined	supercritical
664.80	18.500	4.9844	0.20063	70.153	73.865	141.04	239.29	289.48	354.93	0.65930	undefined	undefined	supercritical
664.80	18.600	4.9957	0.20017	70.123	73.846	140.98	239.27	289.29	356.54	0.64935	undefined	undefined	supercritical
664.80	18.700	5.0070	0.19972	70.093	73.827	140.93	239.26	289.09	358.14	0.63957	undefined	undefined	supercritical
664.80	18.800	5.0181	0.19928	70.063	73.809	140.87	239.24	288.90	359.74	0.62994	undefined	undefined	supercritical
664.80	18.900	5.0291	0.19884	70.033	73.791	140.81	239.22	288.71	361.34	0.62047	undefined	undefined	supercritical
664.80	19.000	5.0401	0.19841	70.003	73.773	140.76	239.21	288.52	362.93	0.61116	undefined	undefined	supercritical
664.80	19.100	5.0509	0.19798	69.974	73.756	140.70	239.19	288.34	364.51	0.60199	undefined	undefined	supercritical
664.80	19.200	5.0616	0.19757	69.945	73.739	140.64	239.18	288.15	366.09	0.59297	undefined	undefined	supercritical
664.80	19.300	5.0723	0.19715	69.917	73.722	140.59	239.16	287.97	367.67	0.58409	undefined	undefined	supercritical
664.80	19.400	5.0828	0.19674	69.888	73.705	140.53	239.15	287.79	369.24	0.57535	undefined	undefined	supercritical
664.80	19.500	5.0932	0.19634	69.860	73.688	140.48	239.13	287.61	370.80	0.56675	undefined	undefined	supercritical
664.80	19.600	5.1036	0.19594	69.832	73.672	140.43	239.12	287.44	372.36	0.55829	undefined	undefined	supercritical
664.80	19.700	5.1138	0.19555	69.804	73.656	140.37	239.11	287.26	373.92	0.54995	undefined	undefined	supercritical
664.80	19.800	5.1240	0.19516	69.777	73.641	140.32	239.09	287.09	375.47	0.54174	undefined	undefined	supercritical
664.80	19.900	5.1341	0.19478	69.749	73.625	140.27	239.08	286.92	377.02	0.53366	undefined	undefined	supercritical
664.80	20.000	5.1441	0.19440	69.722	73.610	140.21	239.07	286.75	378.56	0.52570	undefined	undefined	supercritical
664.80	20.100	5.1540	0.19403	69.695	73.595	140.16	239.05	286.58	380.10	0.51786	undefined	undefined	supercritical
664.80	20.200	5.1638	0.19366	69.669	73.580	140.11	239.04	286.41	381.64	0.51014	undefined	undefined	supercritical
664.80	20.300	5.1735	0.19329	69.642	73.566	140.06	239.03	286.25	383.16	0.50254	undefined	undefined	supercritical
664.80	20.400	5.1832	0.19293	69.616	73.552	140.01	239.02	286.08	384.69	0.49505	undefined	undefined	supercritical
