Temperature (K)	Pressure (MPa)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
563.00	1.4678	0.35196	2.8412	51.862	56.032	121.64	145.30	158.73	226.91	7.7598	undefined	undefined	vapor
563.00	1.5094	0.36332	2.7524	51.827	55.981	121.34	145.40	159.06	226.12	7.8052	undefined	undefined	vapor
563.00	1.5511	0.37478	2.6683	51.790	55.929	121.05	145.51	159.39	225.33	7.8513	undefined	undefined	vapor
563.00	1.5927	0.38633	2.5885	51.754	55.877	120.76	145.62	159.73	224.54	7.8982	undefined	undefined	vapor
563.00	1.6344	0.39798	2.5127	51.717	55.824	120.48	145.74	160.08	223.74	7.9458	undefined	undefined	vapor
563.00	1.6760	0.40973	2.4406	51.680	55.771	120.20	145.85	160.44	222.93	7.9941	undefined	undefined	vapor
563.00	1.7177	0.42158	2.3720	51.643	55.717	119.93	145.97	160.81	222.12	8.0432	undefined	undefined	vapor
563.00	1.7593	0.43354	2.3066	51.605	55.663	119.66	146.09	161.18	221.31	8.0932	undefined	undefined	vapor
563.00	1.8010	0.44561	2.2441	51.567	55.608	119.39	146.21	161.57	220.48	8.1439	undefined	undefined	vapor
563.00	1.8426	0.45779	2.1844	51.528	55.553	119.13	146.33	161.96	219.66	8.1955	undefined	undefined	vapor
563.00	1.8843	0.47007	2.1273	51.489	55.498	118.87	146.45	162.36	218.82	8.2480	undefined	undefined	vapor
563.00	1.9259	0.48248	2.0726	51.450	55.442	118.62	146.58	162.78	217.98	8.3013	undefined	undefined	vapor
563.00	1.9676	0.49500	2.0202	51.410	55.385	118.36	146.71	163.20	217.13	8.3556	undefined	undefined	vapor
563.00	2.0092	0.50764	1.9699	51.370	55.328	118.12	146.84	163.64	216.28	8.4107	undefined	undefined	vapor
563.00	2.0509	0.52041	1.9216	51.330	55.271	117.87	146.97	164.09	215.42	8.4669	undefined	undefined	vapor
563.00	2.0925	0.53330	1.8751	51.289	55.213	117.63	147.10	164.55	214.55	8.5240	undefined	undefined	vapor
563.00	2.1342	0.54633	1.8304	51.247	55.154	117.38	147.24	165.02	213.68	8.5822	undefined	undefined	vapor
563.00	2.1758	0.55948	1.7874	51.206	55.095	117.15	147.38	165.51	212.80	8.6414	undefined	undefined	vapor
563.00	2.2175	0.57277	1.7459	51.163	55.035	116.91	147.52	166.01	211.91	8.7017	undefined	undefined	vapor
563.00	2.2591	0.58621	1.7059	51.120	54.974	116.67	147.66	166.52	211.02	8.7631	undefined	undefined	vapor
563.00	2.3008	0.59979	1.6673	51.077	54.913	116.44	147.81	167.05	210.11	8.8256	undefined	undefined	vapor
563.00	2.3424	0.61351	1.6300	51.033	54.851	116.21	147.95	167.59	209.20	8.8893	undefined	undefined	vapor
563.00	2.3841	0.62739	1.5939	50.989	54.789	115.98	148.10	168.15	208.28	8.9542	undefined	undefined	vapor
563.00	2.4257	0.64142	1.5590	50.944	54.726	115.75	148.26	168.73	207.36	9.0204	undefined	undefined	vapor
563.00	2.4674	0.65562	1.5253	50.899	54.662	115.52	148.41	169.32	206.42	9.0879	undefined	undefined	vapor
563.00	2.5090	0.66998	1.4926	50.853	54.598	115.30	148.57	169.94	205.48	9.1567	undefined	undefined	vapor
563.00	2.5507	0.68451	1.4609	50.806	54.533	115.07	148.73	170.57	204.53	9.2269	undefined	undefined	vapor
563.00	2.5923	0.69922	1.4302	50.759	54.467	114.85	148.90	171.22	203.56	9.2985	undefined	undefined	vapor
563.00	2.6340	0.71411	1.4003	50.712	54.400	114.62	149.06	171.90	202.59	9.3715	undefined	undefined	vapor
563.00	2.6756	0.72919	1.3714	50.663	54.332	114.40	149.23	172.59	201.61	9.4461	undefined	undefined	vapor
563.00	2.7173	0.74446	1.3433	50.614	54.264	114.18	149.41	173.31	200.62	9.5223	undefined	undefined	vapor
563.00	2.7589	0.75992	1.3159	50.565	54.195	113.96	149.58	174.06	199.62	9.6001	undefined	undefined	vapor
563.00	2.8006	0.77560	1.2893	50.514	54.125	113.74	149.76	174.83	198.61	9.6795	undefined	undefined	vapor
563.00	2.8422	0.79149	1.2634	50.463	54.054	113.52	149.95	175.63	197.59	9.7608	undefined	undefined	vapor
563.00	2.8839	0.80760	1.2382	50.411	53.982	113.30	150.13	176.46	196.56	9.8438	undefined	undefined	vapor
563.00	2.9255	0.82394	1.2137	50.359	53.909	113.08	150.32	177.32	195.52	9.9287	undefined	undefined	vapor
563.00	2.9672	0.84051	1.1898	50.305	53.835	112.86	150.52	178.22	194.46	10.015	undefined	undefined	vapor
563.00	3.0088	0.85733	1.1664	50.251	53.761	112.64	150.71	179.14	193.40	10.104	undefined	undefined	vapor
563.00	3.0505	0.87440	1.1436	50.196	53.685	112.42	150.92	180.11	192.32	10.195	undefined	undefined	vapor
563.00	3.0921	0.89174	1.1214	50.140	53.608	112.20	151.12	181.11	191.23	10.288	undefined	undefined	vapor
563.00	3.1338	0.90936	1.0997	50.083	53.529	111.98	151.33	182.16	190.12	10.384	undefined	undefined	vapor
563.00	3.1754	0.92726	1.0784	50.026	53.450	111.75	151.55	183.25	189.00	10.482	undefined	undefined	vapor
563.00	3.2171	0.94546	1.0577	49.967	53.369	111.53	151.77	184.38	187.87	10.582	undefined	undefined	vapor
563.00	3.2587	0.96398	1.0374	49.907	53.288	111.31	151.99	185.57	186.73	10.685	undefined	undefined	vapor
563.00	3.3004	0.98281	1.0175	49.846	53.204	111.08	152.22	186.81	185.57	10.790	undefined	undefined	vapor
563.00	3.3420	1.0020	0.99801	49.784	53.120	110.86	152.45	188.11	184.39	10.898	undefined	undefined	vapor
563.00	3.3837	1.0215	0.97893	49.721	53.033	110.63	152.69	189.47	183.20	11.009	undefined	undefined	vapor
563.00	3.4253	1.0414	0.96022	49.657	52.946	110.41	152.94	190.90	181.99	11.124	undefined	undefined	vapor
563.00	3.4670	1.0617	0.94187	49.591	52.857	110.18	153.19	192.41	180.76	11.241	undefined	undefined	vapor
563.00	3.5086	1.0824	0.92385	49.524	52.766	109.95	153.45	193.98	179.52	11.362	undefined	undefined	vapor
563.00	3.5503	1.1036	0.90615	49.456	52.673	109.71	153.71	195.65	178.25	11.486	undefined	undefined	vapor
563.00	3.5919	1.1252	0.88876	49.386	52.578	109.48	153.98	197.41	176.97	11.614	undefined	undefined	vapor
563.00	3.6336	1.1472	0.87166	49.315	52.482	109.24	154.26	199.26	175.67	11.745	undefined	undefined	vapor
563.00	3.6752	1.1698	0.85484	49.242	52.383	109.01	154.54	201.23	174.35	11.881	undefined	undefined	vapor
563.00	3.7169	1.1929	0.83828	49.167	52.283	108.76	154.83	203.31	173.00	12.021	undefined	undefined	vapor
563.00	3.7585	1.2166	0.82196	49.090	52.180	108.52	155.13	205.53	171.63	12.166	undefined	undefined	vapor
563.00	3.8002	1.2409	0.80586	49.012	52.074	108.27	155.44	207.89	170.24	12.315	undefined	undefined	vapor
563.00	3.8418	1.2658	0.78999	48.931	51.966	108.02	155.76	210.41	168.82	12.469	undefined	undefined	vapor
563.00	3.8835	1.2915	0.77431	48.849	51.856	107.77	156.08	213.11	167.38	12.629	undefined	undefined	vapor
563.00	3.9251	1.3178	0.75882	48.764	51.742	107.51	156.42	216.00	165.90	12.794	undefined	undefined	vapor
563.00	3.9668	1.3450	0.74350	48.676	51.626	107.25	156.77	219.12	164.40	12.965	undefined	undefined	vapor
563.00	4.0084	1.3730	0.72833	48.586	51.506	106.98	157.13	222.48	162.87	13.142	undefined	undefined	vapor
563.00	4.0501	1.4019	0.71330	48.493	51.382	106.71	157.50	226.12	161.30	13.326	undefined	undefined	vapor
563.00	4.0917	1.4319	0.69838	48.397	51.254	106.43	157.88	230.08	159.70	13.517	undefined	undefined	vapor
563.00	4.1334	1.4629	0.68357	48.297	51.123	106.14	158.28	234.40	158.06	13.715	undefined	undefined	vapor
563.00	4.1750	1.4951	0.66883	48.194	50.986	105.85	158.69	239.15	156.38	13.922	undefined	undefined	vapor
563.00	4.2167	1.5287	0.65416	48.087	50.845	105.55	159.12	244.37	154.66	14.137	undefined	undefined	vapor
563.00	4.2583	1.5637	0.63952	47.975	50.699	105.24	159.57	250.16	152.89	14.361	undefined	undefined	vapor
563.00	4.3000	1.6003	0.62490	47.859	50.546	104.92	160.04	256.62	151.07	14.595	undefined	undefined	vapor
563.00	4.3416	1.6387	0.61025	47.737	50.386	104.59	160.52	263.88	149.20	14.840	undefined	undefined	vapor
563.00	4.3833	1.6791	0.59556	47.609	50.219	104.25	161.03	272.09	147.28	15.096	undefined	undefined	vapor
563.00	4.4249	1.7218	0.58077	47.474	50.044	103.90	161.57	281.48	145.28	15.363	undefined	undefined	vapor
563.00	4.4666	1.7672	0.56585	47.331	49.859	103.53	162.14	292.33	143.22	15.644	undefined	undefined	vapor
563.00	4.5082	1.8157	0.55074	47.179	49.662	103.14	162.74	305.02	141.08	15.938	undefined	undefined	vapor
563.00	4.5499	1.8679	0.53537	47.017	49.453	102.72	163.38	320.08	138.86	16.246	undefined	undefined	vapor
563.00	4.5915	1.9244	0.51965	46.842	49.228	102.29	164.06	338.30	136.53	16.569	undefined	undefined	vapor
563.00	4.6332	1.9862	0.50347	46.652	48.985	101.82	164.79	360.84	134.09	16.908	undefined	undefined	vapor
563.00	4.6748	2.0548	0.48667	46.443	48.718	101.31	165.59	389.51	131.53	17.260	undefined	undefined	vapor
563.00	4.7165	2.1321	0.46903	46.210	48.422	100.74	166.46	427.38	128.80	17.626	undefined	undefined	vapor
563.00	4.7581	2.2211	0.45022	45.944	48.087	100.11	167.44	480.00	125.88	17.998	undefined	undefined	vapor
563.00	4.7998	2.3273	0.42969	45.633	47.695	99.387	168.54	558.64	122.72	18.365	undefined	undefined	vapor
563.00	4.8414	2.4605	0.40643	45.250	47.218	98.508	169.84	690.53	119.22	18.696	undefined	undefined	vapor
563.00	4.8830	2.6443	0.37818	44.739	46.585	97.355	171.44	962.67	115.21	18.903	undefined	undefined	vapor
563.00	4.9247	2.9626	0.33755	43.900	45.562	95.512	173.62	1882.0	110.22	18.621	undefined	undefined	vapor
563.00	4.9247	2.9626	0.33755	43.900	45.562	95.512	173.62	1882.0	110.22	18.621	undefined	undefined	supercritical
563.00	4.9247	2.9626	0.33755	43.900	45.562	95.512	173.62	1882.0	110.22	18.621	undefined	undefined	supercritical
563.00	4.9663	4.1953	0.23836	41.222	42.406	89.883	174.20	6232.3	104.35	14.449	undefined	undefined	supercritical
563.00	5.0080	4.8588	0.20581	40.045	41.076	87.504	170.03	1257.9	116.53	10.531	undefined	undefined	supercritical
563.00	5.0496	5.0700	0.19724	39.683	40.679	86.786	168.30	804.56	126.41	8.8360	undefined	undefined	supercritical
563.00	5.0913	5.2030	0.19220	39.455	40.434	86.335	167.14	638.66	134.59	7.7569	undefined	undefined	supercritical
563.00	5.1329	5.3021	0.18860	39.285	40.253	86.000	166.25	550.78	141.73	6.9791	undefined	undefined	supercritical
563.00	5.1746	5.3819	0.18581	39.146	40.108	85.728	165.52	495.61	148.13	6.3804	undefined	undefined	supercritical
563.00	5.2162	5.4492	0.18351	39.029	39.986	85.499	164.90	457.38	153.98	5.8997	undefined	undefined	supercritical
563.00	5.2579	5.5076	0.18157	38.927	39.881	85.299	164.36	429.12	159.39	5.5021	undefined	undefined	supercritical
563.00	5.2995	5.5594	0.17988	38.835	39.789	85.121	163.88	407.27	164.45	5.1660	undefined	undefined	supercritical
563.00	5.3412	5.6060	0.17838	38.753	39.705	84.960	163.45	389.79	169.21	4.8768	undefined	undefined	supercritical
563.00	5.3828	5.6485	0.17704	38.677	39.630	84.812	163.06	375.44	173.72	4.6246	undefined	undefined	supercritical
563.00	5.4245	5.6876	0.17582	38.607	39.560	84.676	162.69	363.41	178.01	4.4021	undefined	undefined	supercritical
563.00	5.4661	5.7238	0.17471	38.541	39.496	84.549	162.36	353.16	182.11	4.2039	undefined	undefined	supercritical
563.00	5.5078	5.7577	0.17368	38.480	39.436	84.430	162.04	344.30	186.03	4.0258	undefined	undefined	supercritical
563.00	5.5494	5.7894	0.17273	38.422	39.380	84.318	161.75	336.54	189.81	3.8648	undefined	undefined	supercritical
563.00	5.5911	5.8193	0.17184	38.367	39.328	84.212	161.47	329.69	193.45	3.7183	undefined	undefined	supercritical
563.00	5.6327	5.8477	0.17101	38.315	39.278	84.111	161.21	323.59	196.96	3.5842	undefined	undefined	supercritical
563.00	5.6744	5.8746	0.17023	38.265	39.231	84.015	160.96	318.11	200.36	3.4609	undefined	undefined	supercritical
563.00	5.7160	5.9002	0.16949	38.218	39.186	83.923	160.73	313.15	203.65	3.3471	undefined	undefined	supercritical
563.00	5.7577	5.9247	0.16878	38.172	39.144	83.834	160.50	308.64	206.85	3.2415	undefined	undefined	supercritical
563.00	5.7993	5.9482	0.16812	38.128	39.103	83.749	160.29	304.52	209.96	3.1433	undefined	undefined	supercritical
563.00	5.8410	5.9707	0.16748	38.086	39.064	83.668	160.08	300.74	212.98	3.0517	undefined	undefined	supercritical
563.00	5.8826	5.9924	0.16688	38.045	39.027	83.589	159.89	297.24	215.93	2.9660	undefined	undefined	supercritical
563.00	5.9243	6.0132	0.16630	38.005	38.991	83.512	159.70	294.01	218.81	2.8855	undefined	undefined	supercritical
563.00	5.9659	6.0334	0.16574	37.967	38.956	83.439	159.52	291.01	221.62	2.8097	undefined	undefined	supercritical
563.00	6.0076	6.0529	0.16521	37.930	38.922	83.367	159.34	288.20	224.37	2.7383	undefined	undefined	supercritical
563.00	6.0492	6.0717	0.16470	37.894	38.890	83.297	159.17	285.58	227.05	2.6708	undefined	undefined	supercritical
563.00	6.0909	6.0900	0.16420	37.859	38.859	83.230	159.01	283.13	229.69	2.6069	undefined	undefined	supercritical
563.00	6.1325	6.1077	0.16373	37.825	38.829	83.164	158.85	280.82	232.26	2.5463	undefined	undefined	supercritical
563.00	6.1742	6.1250	0.16327	37.791	38.799	83.100	158.70	278.64	234.79	2.4887	undefined	undefined	supercritical
563.00	6.2158	6.1417	0.16282	37.759	38.771	83.037	158.55	276.59	237.27	2.4339	undefined	undefined	supercritical
563.00	6.2575	6.1580	0.16239	37.727	38.743	82.976	158.41	274.64	239.70	2.3817	undefined	undefined	supercritical
563.00	6.2991	6.1739	0.16197	37.696	38.716	82.916	158.27	272.80	242.09	2.3318	undefined	undefined	supercritical
563.00	6.3408	6.1894	0.16157	37.666	38.690	82.858	158.13	271.05	244.44	2.2842	undefined	undefined	supercritical
563.00	6.3824	6.2045	0.16117	37.636	38.665	82.801	158.00	269.38	246.74	2.2385	undefined	undefined	supercritical
563.00	6.4241	6.2193	0.16079	37.607	38.640	82.745	157.87	267.79	249.01	2.1948	undefined	undefined	supercritical
563.00	6.4657	6.2337	0.16042	37.579	38.616	82.690	157.75	266.28	251.25	2.1529	undefined	undefined	supercritical
563.00	6.5074	6.2478	0.16006	37.551	38.592	82.636	157.63	264.83	253.45	2.1127	undefined	undefined	supercritical
563.00	6.5490	6.2616	0.15970	37.523	38.569	82.583	157.51	263.45	255.61	2.0740	undefined	undefined	supercritical
563.00	6.5907	6.2751	0.15936	37.496	38.547	82.532	157.39	262.12	257.75	2.0368	undefined	undefined	supercritical
563.00	6.6323	6.2883	0.15902	37.470	38.525	82.481	157.28	260.85	259.85	2.0009	undefined	undefined	supercritical
563.00	6.6740	6.3013	0.15870	37.444	38.503	82.431	157.17	259.63	261.92	1.9664	undefined	undefined	supercritical
563.00	6.7156	6.3140	0.15838	37.419	38.482	82.382	157.06	258.46	263.96	1.9330	undefined	undefined	supercritical
563.00	6.7573	6.3265	0.15807	37.393	38.462	82.333	156.96	257.33	265.98	1.9009	undefined	undefined	supercritical
563.00	6.7989	6.3387	0.15776	37.369	38.441	82.286	156.85	256.24	267.97	1.8698	undefined	undefined	supercritical
563.00	6.8406	6.3507	0.15746	37.344	38.422	82.239	156.75	255.19	269.93	1.8397	undefined	undefined	supercritical
563.00	6.8822	6.3626	0.15717	37.321	38.402	82.193	156.66	254.18	271.87	1.8106	undefined	undefined	supercritical
563.00	6.9239	6.3742	0.15688	37.297	38.383	82.148	156.56	253.20	273.79	1.7825	undefined	undefined	supercritical
563.00	6.9655	6.3856	0.15660	37.274	38.365	82.103	156.46	252.26	275.68	1.7552	undefined	undefined	supercritical
563.00	7.0072	6.3968	0.15633	37.251	38.346	82.059	156.37	251.35	277.54	1.7288	undefined	undefined	supercritical
563.00	7.0488	6.4078	0.15606	37.228	38.328	82.016	156.28	250.46	279.39	1.7031	undefined	undefined	supercritical
563.00	7.0905	6.4187	0.15580	37.206	38.311	81.973	156.19	249.61	281.22	1.6782	undefined	undefined	supercritical
563.00	7.1321	6.4294	0.15554	37.184	38.294	81.931	156.10	248.78	283.02	1.6540	undefined	undefined	supercritical
563.00	7.1738	6.4399	0.15528	37.163	38.277	81.889	156.02	247.98	284.80	1.6305	undefined	undefined	supercritical
563.00	7.2154	6.4503	0.15503	37.141	38.260	81.848	155.93	247.20	286.57	1.6077	undefined	undefined	supercritical
563.00	7.2571	6.4605	0.15479	37.120	38.243	81.807	155.85	246.44	288.31	1.5855	undefined	undefined	supercritical
563.00	7.2987	6.4706	0.15455	37.099	38.227	81.767	155.77	245.70	290.04	1.5639	undefined	undefined	supercritical
563.00	7.3404	6.4805	0.15431	37.079	38.211	81.728	155.69	244.99	291.75	1.5428	undefined	undefined	supercritical
563.00	7.3820	6.4903	0.15408	37.058	38.196	81.688	155.61	244.29	293.44	1.5223	undefined	undefined	supercritical
563.00	7.4237	6.4999	0.15385	37.038	38.180	81.650	155.53	243.62	295.12	1.5024	undefined	undefined	supercritical
563.00	7.4653	6.5095	0.15362	37.019	38.165	81.612	155.46	242.96	296.78	1.4829	undefined	undefined	supercritical
563.00	7.5070	6.5189	0.15340	36.999	38.150	81.574	155.38	242.31	298.42	1.4639	undefined	undefined	supercritical
563.00	7.5486	6.5281	0.15318	36.979	38.136	81.536	155.31	241.69	300.05	1.4454	undefined	undefined	supercritical
563.00	7.5903	6.5373	0.15297	36.960	38.121	81.499	155.24	241.08	301.66	1.4274	undefined	undefined	supercritical
563.00	7.6319	6.5463	0.15276	36.941	38.107	81.463	155.17	240.49	303.25	1.4097	undefined	undefined	supercritical
563.00	7.6736	6.5553	0.15255	36.923	38.093	81.427	155.10	239.91	304.83	1.3925	undefined	undefined	supercritical
563.00	7.7152	6.5641	0.15234	36.904	38.079	81.391	155.03	239.34	306.40	1.3757	undefined	undefined	supercritical
563.00	7.7569	6.5728	0.15214	36.886	38.066	81.355	154.96	238.79	307.96	1.3592	undefined	undefined	supercritical
563.00	7.7985	6.5814	0.15194	36.867	38.052	81.320	154.89	238.25	309.49	1.3431	undefined	undefined	supercritical
563.00	7.8402	6.5899	0.15175	36.849	38.039	81.286	154.83	237.72	311.02	1.3274	undefined	undefined	supercritical
563.00	7.8818	6.5984	0.15155	36.831	38.026	81.251	154.76	237.20	312.53	1.3120	undefined	undefined	supercritical
563.00	7.9235	6.6067	0.15136	36.814	38.013	81.217	154.70	236.70	314.03	1.2970	undefined	undefined	supercritical
563.00	7.9651	6.6149	0.15117	36.796	38.000	81.183	154.64	236.21	315.52	1.2822	undefined	undefined	supercritical
563.00	8.0068	6.6230	0.15099	36.779	37.988	81.150	154.57	235.72	317.00	1.2678	undefined	undefined	supercritical
563.00	8.0484	6.6311	0.15080	36.762	37.976	81.117	154.51	235.25	318.46	1.2537	undefined	undefined	supercritical
563.00	8.0901	6.6390	0.15062	36.745	37.963	81.084	154.45	234.79	319.91	1.2399	undefined	undefined	supercritical
563.00	8.1317	6.6469	0.15045	36.728	37.951	81.051	154.39	234.33	321.36	1.2263	undefined	undefined	supercritical
563.00	8.1734	6.6547	0.15027	36.711	37.939	81.019	154.34	233.89	322.78	1.2130	undefined	undefined	supercritical
563.00	8.2150	6.6624	0.15010	36.695	37.928	80.987	154.28	233.45	324.20	1.2000	undefined	undefined	supercritical
563.00	8.2567	6.6701	0.14992	36.678	37.916	80.955	154.22	233.03	325.61	1.1872	undefined	undefined	supercritical
563.00	8.2983	6.6776	0.14975	36.662	37.905	80.924	154.16	232.61	327.01	1.1747	undefined	undefined	supercritical
563.00	8.3400	6.6851	0.14959	36.646	37.893	80.893	154.11	232.20	328.39	1.1624	undefined	undefined	supercritical
563.00	8.3816	6.6925	0.14942	36.630	37.882	80.862	154.05	231.80	329.77	1.1503	undefined	undefined	supercritical
563.00	8.4233	6.6999	0.14926	36.614	37.871	80.831	154.00	231.40	331.14	1.1385	undefined	undefined	supercritical
563.00	8.4649	6.7072	0.14909	36.598	37.860	80.801	153.95	231.01	332.49	1.1268	undefined	undefined	supercritical
563.00	8.5066	6.7144	0.14893	36.582	37.849	80.771	153.89	230.63	333.84	1.1154	undefined	undefined	supercritical
563.00	8.5482	6.7215	0.14878	36.567	37.839	80.741	153.84	230.26	335.18	1.1042	undefined	undefined	supercritical
563.00	8.5899	6.7286	0.14862	36.552	37.828	80.711	153.79	229.89	336.51	1.0932	undefined	undefined	supercritical
563.00	8.6315	6.7356	0.14847	36.536	37.818	80.682	153.74	229.53	337.82	1.0824	undefined	undefined	supercritical
563.00	8.6732	6.7425	0.14831	36.521	37.807	80.652	153.69	229.18	339.13	1.0717	undefined	undefined	supercritical
563.00	8.7148	6.7494	0.14816	36.506	37.797	80.623	153.64	228.83	340.44	1.0613	undefined	undefined	supercritical
563.00	8.7565	6.7562	0.14801	36.491	37.787	80.595	153.59	228.49	341.73	1.0510	undefined	undefined	supercritical
563.00	8.7981	6.7630	0.14786	36.476	37.777	80.566	153.54	228.15	343.01	1.0409	undefined	undefined	supercritical
563.00	8.8398	6.7697	0.14772	36.462	37.767	80.538	153.49	227.82	344.29	1.0310	undefined	undefined	supercritical
563.00	8.8814	6.7763	0.14757	36.447	37.758	80.509	153.44	227.49	345.56	1.0212	undefined	undefined	supercritical
563.00	8.9231	6.7829	0.14743	36.433	37.748	80.481	153.40	227.17	346.81	1.0116	undefined	undefined	supercritical
563.00	8.9647	6.7895	0.14729	36.418	37.739	80.453	153.35	226.85	348.07	1.0021	undefined	undefined	supercritical
563.00	9.0064	6.7960	0.14715	36.404	37.729	80.426	153.30	226.54	349.31	0.99283	undefined	undefined	supercritical
563.00	9.0480	6.8024	0.14701	36.390	37.720	80.398	153.26	226.24	350.54	0.98366	undefined	undefined	supercritical
563.00	9.0897	6.8088	0.14687	36.376	37.711	80.371	153.21	225.94	351.77	0.97464	undefined	undefined	supercritical
563.00	9.1313	6.8151	0.14673	36.362	37.702	80.344	153.17	225.64	352.99	0.96576	undefined	undefined	supercritical
563.00	9.1730	6.8214	0.14660	36.348	37.692	80.317	153.13	225.35	354.21	0.95702	undefined	undefined	supercritical
563.00	9.2146	6.8276	0.14646	36.334	37.684	80.291	153.08	225.06	355.41	0.94840	undefined	undefined	supercritical
563.00	9.2563	6.8338	0.14633	36.320	37.675	80.264	153.04	224.78	356.61	0.93992	undefined	undefined	supercritical
563.00	9.2979	6.8399	0.14620	36.307	37.666	80.238	153.00	224.50	357.80	0.93156	undefined	undefined	supercritical
