Temperature (K)	Pressure (MPa)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
370.00	8.1096	8.8135	0.11346	20.109	21.030	79.853	87.293	151.93	423.64	0.96590	53.651	0.073794	supercritical
370.00	8.1463	8.8215	0.11336	20.101	21.024	79.827	87.280	151.67	424.88	0.95705	53.755	0.073857	supercritical
370.00	8.1829	8.8295	0.11326	20.092	21.019	79.802	87.267	151.41	426.12	0.94832	53.859	0.073919	supercritical
370.00	8.2196	8.8374	0.11316	20.084	21.014	79.777	87.254	151.16	427.36	0.93970	53.962	0.073981	supercritical
370.00	8.2562	8.8452	0.11306	20.075	21.009	79.751	87.241	150.91	428.58	0.93120	54.064	0.074043	supercritical
370.00	8.2929	8.8530	0.11296	20.067	21.003	79.726	87.229	150.66	429.80	0.92282	54.166	0.074104	supercritical
370.00	8.3295	8.8608	0.11286	20.058	20.998	79.701	87.217	150.42	431.01	0.91454	54.268	0.074166	supercritical
370.00	8.3662	8.8685	0.11276	20.050	20.993	79.677	87.204	150.18	432.22	0.90637	54.369	0.074227	supercritical
370.00	8.4028	8.8761	0.11266	20.042	20.988	79.652	87.192	149.95	433.42	0.89830	54.470	0.074287	supercritical
370.00	8.4395	8.8837	0.11257	20.033	20.983	79.628	87.181	149.72	434.62	0.89034	54.570	0.074348	supercritical
370.00	8.4761	8.8912	0.11247	20.025	20.979	79.603	87.169	149.49	435.80	0.88248	54.670	0.074408	supercritical
370.00	8.5128	8.8987	0.11238	20.017	20.974	79.579	87.158	149.26	436.98	0.87472	54.769	0.074468	supercritical
370.00	8.5494	8.9061	0.11228	20.009	20.969	79.555	87.146	149.04	438.16	0.86705	54.868	0.074527	supercritical
370.00	8.5861	8.9135	0.11219	20.001	20.964	79.531	87.135	148.82	439.33	0.85948	54.966	0.074587	supercritical
370.00	8.6227	8.9208	0.11210	19.993	20.960	79.508	87.124	148.60	440.49	0.85200	55.064	0.074646	supercritical
370.00	8.6594	8.9281	0.11201	19.985	20.955	79.484	87.114	148.39	441.65	0.84462	55.162	0.074705	supercritical
370.00	8.6960	8.9354	0.11191	19.977	20.950	79.461	87.103	148.18	442.80	0.83732	55.259	0.074764	supercritical
370.00	8.7327	8.9425	0.11182	19.969	20.946	79.437	87.092	147.97	443.95	0.83011	55.355	0.074822	supercritical
370.00	8.7693	8.9497	0.11174	19.962	20.941	79.414	87.082	147.76	445.09	0.82299	55.452	0.074881	supercritical
370.00	8.8060	8.9568	0.11165	19.954	20.937	79.391	87.072	147.56	446.23	0.81595	55.547	0.074939	supercritical
370.00	8.8426	8.9638	0.11156	19.946	20.933	79.368	87.062	147.36	447.36	0.80899	55.643	0.074996	supercritical
370.00	8.8793	8.9708	0.11147	19.938	20.928	79.345	87.052	147.16	448.48	0.80212	55.738	0.075054	supercritical
370.00	8.9159	8.9778	0.11139	19.931	20.924	79.323	87.042	146.97	449.60	0.79532	55.832	0.075111	supercritical
370.00	8.9526	8.9847	0.11130	19.923	20.920	79.300	87.033	146.77	450.71	0.78860	55.927	0.075169	supercritical
370.00	8.9892	8.9916	0.11121	19.916	20.915	79.278	87.023	146.58	451.82	0.78196	56.020	0.075226	supercritical
370.00	9.0259	8.9984	0.11113	19.908	20.911	79.255	87.014	146.39	452.93	0.77540	56.114	0.075282	supercritical
370.00	9.0625	9.0052	0.11105	19.901	20.907	79.233	87.004	146.21	454.03	0.76891	56.207	0.075339	supercritical
370.00	9.0992	9.0120	0.11096	19.893	20.903	79.211	86.995	146.02	455.12	0.76249	56.300	0.075395	supercritical
370.00	9.1358	9.0187	0.11088	19.886	20.899	79.189	86.986	145.84	456.21	0.75614	56.392	0.075451	supercritical
370.00	9.1725	9.0254	0.11080	19.879	20.895	79.167	86.977	145.66	457.29	0.74986	56.484	0.075507	supercritical
370.00	9.2091	9.0320	0.11072	19.871	20.891	79.146	86.969	145.48	458.37	0.74365	56.575	0.075563	supercritical
370.00	9.2458	9.0386	0.11064	19.864	20.887	79.124	86.960	145.31	459.45	0.73751	56.667	0.075619	supercritical
370.00	9.2824	9.0452	0.11056	19.857	20.883	79.103	86.952	145.13	460.52	0.73143	56.758	0.075674	supercritical
370.00	9.3191	9.0517	0.11048	19.850	20.879	79.081	86.943	144.96	461.58	0.72542	56.848	0.075729	supercritical
370.00	9.3557	9.0582	0.11040	19.843	20.875	79.060	86.935	144.79	462.64	0.71948	56.938	0.075784	supercritical
370.00	9.3924	9.0646	0.11032	19.835	20.872	79.039	86.927	144.62	463.70	0.71359	57.028	0.075839	supercritical
370.00	9.4290	9.0711	0.11024	19.828	20.868	79.017	86.919	144.46	464.75	0.70777	57.118	0.075893	supercritical
370.00	9.4657	9.0774	0.11016	19.821	20.864	78.996	86.911	144.29	465.80	0.70201	57.207	0.075948	supercritical
370.00	9.5023	9.0838	0.11009	19.814	20.860	78.976	86.903	144.13	466.84	0.69631	57.296	0.076002	supercritical
370.00	9.5390	9.0901	0.11001	19.807	20.857	78.955	86.895	143.97	467.88	0.69067	57.385	0.076056	supercritical
370.00	9.5756	9.0964	0.10993	19.800	20.853	78.934	86.887	143.81	468.91	0.68509	57.473	0.076110	supercritical
370.00	9.6123	9.1026	0.10986	19.794	20.850	78.913	86.880	143.66	469.94	0.67956	57.561	0.076163	supercritical
370.00	9.6489	9.1088	0.10978	19.787	20.846	78.893	86.872	143.50	470.97	0.67409	57.648	0.076217	supercritical
370.00	9.6856	9.1150	0.10971	19.780	20.842	78.873	86.865	143.35	471.99	0.66867	57.736	0.076270	supercritical
370.00	9.7222	9.1211	0.10964	19.773	20.839	78.852	86.858	143.19	473.00	0.66331	57.823	0.076323	supercritical
370.00	9.7589	9.1272	0.10956	19.766	20.836	78.832	86.850	143.04	474.02	0.65800	57.909	0.076376	supercritical
370.00	9.7955	9.1333	0.10949	19.760	20.832	78.812	86.843	142.89	475.03	0.65274	57.996	0.076429	supercritical
370.00	9.8322	9.1393	0.10942	19.753	20.829	78.792	86.836	142.75	476.03	0.64754	58.082	0.076482	supercritical
370.00	9.8688	9.1454	0.10935	19.746	20.825	78.772	86.829	142.60	477.03	0.64238	58.168	0.076534	supercritical
370.00	9.9055	9.1513	0.10927	19.740	20.822	78.752	86.823	142.46	478.03	0.63728	58.253	0.076587	supercritical
370.00	9.9421	9.1573	0.10920	19.733	20.819	78.732	86.816	142.31	479.02	0.63222	58.339	0.076639	supercritical
370.00	9.9788	9.1632	0.10913	19.726	20.815	78.713	86.809	142.17	480.01	0.62722	58.424	0.076691	supercritical
370.00	10.015	9.1691	0.10906	19.720	20.812	78.693	86.803	142.03	481.00	0.62226	58.509	0.076743	supercritical
370.00	10.052	9.1750	0.10899	19.713	20.809	78.673	86.796	141.89	481.98	0.61735	58.593	0.076794	supercritical
370.00	10.089	9.1808	0.10892	19.707	20.806	78.654	86.790	141.76	482.96	0.61248	58.677	0.076846	supercritical
370.00	10.125	9.1866	0.10885	19.700	20.803	78.635	86.783	141.62	483.94	0.60766	58.761	0.076897	supercritical
370.00	10.162	9.1924	0.10879	19.694	20.799	78.615	86.777	141.48	484.91	0.60288	58.845	0.076948	supercritical
370.00	10.199	9.1981	0.10872	19.687	20.796	78.596	86.771	141.35	485.87	0.59815	58.928	0.077000	supercritical
370.00	10.235	9.2039	0.10865	19.681	20.793	78.577	86.765	141.22	486.84	0.59347	59.011	0.077050	supercritical
370.00	10.272	9.2096	0.10858	19.675	20.790	78.558	86.759	141.09	487.80	0.58882	59.094	0.077101	supercritical
370.00	10.309	9.2152	0.10852	19.668	20.787	78.539	86.753	140.96	488.76	0.58422	59.177	0.077152	supercritical
370.00	10.345	9.2209	0.10845	19.662	20.784	78.520	86.747	140.83	489.71	0.57966	59.259	0.077202	supercritical
370.00	10.382	9.2265	0.10838	19.656	20.781	78.502	86.741	140.70	490.66	0.57514	59.341	0.077253	supercritical
370.00	10.419	9.2321	0.10832	19.650	20.778	78.483	86.735	140.58	491.61	0.57066	59.423	0.077303	supercritical
370.00	10.455	9.2376	0.10825	19.643	20.775	78.464	86.730	140.45	492.55	0.56622	59.505	0.077353	supercritical
370.00	10.492	9.2432	0.10819	19.637	20.772	78.446	86.724	140.33	493.49	0.56182	59.586	0.077403	supercritical
370.00	10.529	9.2487	0.10812	19.631	20.769	78.427	86.719	140.21	494.42	0.55746	59.667	0.077453	supercritical
370.00	10.565	9.2542	0.10806	19.625	20.767	78.409	86.713	140.08	495.36	0.55313	59.748	0.077502	supercritical
370.00	10.602	9.2596	0.10800	19.619	20.764	78.390	86.708	139.96	496.29	0.54885	59.829	0.077552	supercritical
370.00	10.638	9.2650	0.10793	19.613	20.761	78.372	86.703	139.84	497.22	0.54460	59.909	0.077601	supercritical
370.00	10.675	9.2705	0.10787	19.607	20.758	78.354	86.697	139.73	498.14	0.54039	59.989	0.077650	supercritical
370.00	10.712	9.2758	0.10781	19.601	20.755	78.336	86.692	139.61	499.06	0.53621	60.069	0.077700	supercritical
370.00	10.748	9.2812	0.10774	19.595	20.753	78.318	86.687	139.49	499.98	0.53207	60.149	0.077749	supercritical
370.00	10.785	9.2865	0.10768	19.589	20.750	78.300	86.682	139.38	500.89	0.52797	60.229	0.077797	supercritical
370.00	10.822	9.2919	0.10762	19.583	20.747	78.282	86.677	139.26	501.80	0.52390	60.308	0.077846	supercritical
370.00	10.858	9.2972	0.10756	19.577	20.745	78.264	86.672	139.15	502.71	0.51986	60.387	0.077895	supercritical
370.00	10.895	9.3024	0.10750	19.571	20.742	78.246	86.667	139.04	503.62	0.51586	60.466	0.077943	supercritical
370.00	10.932	9.3077	0.10744	19.565	20.739	78.228	86.662	138.93	504.52	0.51189	60.544	0.077991	supercritical
370.00	10.968	9.3129	0.10738	19.559	20.737	78.211	86.657	138.82	505.42	0.50795	60.623	0.078040	supercritical
370.00	11.005	9.3181	0.10732	19.553	20.734	78.193	86.653	138.71	506.31	0.50405	60.701	0.078088	supercritical
370.00	11.042	9.3233	0.10726	19.547	20.732	78.176	86.648	138.60	507.21	0.50018	60.779	0.078136	supercritical
370.00	11.078	9.3284	0.10720	19.542	20.729	78.158	86.643	138.49	508.10	0.49634	60.857	0.078184	supercritical
370.00	11.115	9.3336	0.10714	19.536	20.727	78.141	86.639	138.39	508.98	0.49253	60.934	0.078231	supercritical
370.00	11.152	9.3387	0.10708	19.530	20.724	78.123	86.634	138.28	509.87	0.48875	61.012	0.078279	supercritical
370.00	11.188	9.3438	0.10702	19.524	20.722	78.106	86.630	138.17	510.75	0.48500	61.089	0.078326	supercritical
370.00	11.225	9.3488	0.10697	19.519	20.719	78.089	86.626	138.07	511.63	0.48128	61.166	0.078374	supercritical
370.00	11.262	9.3539	0.10691	19.513	20.717	78.072	86.621	137.97	512.51	0.47759	61.243	0.078421	supercritical
370.00	11.298	9.3589	0.10685	19.507	20.714	78.055	86.617	137.87	513.38	0.47393	61.319	0.078468	supercritical
370.00	11.335	9.3639	0.10679	19.502	20.712	78.038	86.613	137.76	514.25	0.47030	61.396	0.078515	supercritical
370.00	11.371	9.3689	0.10674	19.496	20.710	78.021	86.609	137.66	515.12	0.46670	61.472	0.078562	supercritical
370.00	11.408	9.3739	0.10668	19.490	20.707	78.004	86.604	137.56	515.98	0.46313	61.548	0.078609	supercritical
370.00	11.445	9.3788	0.10662	19.485	20.705	77.987	86.600	137.46	516.85	0.45958	61.624	0.078655	supercritical
370.00	11.481	9.3838	0.10657	19.479	20.703	77.970	86.596	137.37	517.71	0.45606	61.699	0.078702	supercritical
370.00	11.518	9.3887	0.10651	19.474	20.700	77.954	86.592	137.27	518.56	0.45257	61.775	0.078748	supercritical
370.00	11.555	9.3936	0.10646	19.468	20.698	77.937	86.588	137.17	519.42	0.44911	61.850	0.078795	supercritical
370.00	11.591	9.3984	0.10640	19.463	20.696	77.920	86.585	137.08	520.27	0.44567	61.925	0.078841	supercritical
370.00	11.628	9.4033	0.10635	19.457	20.694	77.904	86.581	136.98	521.12	0.44225	62.000	0.078887	supercritical
370.00	11.665	9.4081	0.10629	19.452	20.691	77.887	86.577	136.89	521.97	0.43887	62.075	0.078933	supercritical
370.00	11.701	9.4129	0.10624	19.446	20.689	77.871	86.573	136.79	522.81	0.43551	62.149	0.078979	supercritical
370.00	11.738	9.4177	0.10618	19.441	20.687	77.854	86.569	136.70	523.65	0.43217	62.224	0.079025	supercritical
370.00	11.775	9.4225	0.10613	19.435	20.685	77.838	86.566	136.61	524.49	0.42886	62.298	0.079071	supercritical
370.00	11.811	9.4273	0.10608	19.430	20.683	77.822	86.562	136.52	525.33	0.42557	62.372	0.079116	supercritical
370.00	11.848	9.4320	0.10602	19.425	20.681	77.805	86.559	136.43	526.17	0.42231	62.445	0.079162	supercritical
370.00	11.885	9.4367	0.10597	19.419	20.679	77.789	86.555	136.34	527.00	0.41907	62.519	0.079207	supercritical
370.00	11.921	9.4414	0.10592	19.414	20.676	77.773	86.551	136.25	527.83	0.41585	62.593	0.079252	supercritical
370.00	11.958	9.4461	0.10586	19.408	20.674	77.757	86.548	136.16	528.66	0.41266	62.666	0.079298	supercritical
370.00	11.995	9.4508	0.10581	19.403	20.672	77.741	86.545	136.07	529.48	0.40949	62.739	0.079343	supercritical
370.00	12.031	9.4554	0.10576	19.398	20.670	77.725	86.541	135.98	530.30	0.40635	62.812	0.079388	supercritical
370.00	12.068	9.4601	0.10571	19.393	20.668	77.709	86.538	135.90	531.13	0.40323	62.885	0.079433	supercritical
370.00	12.104	9.4647	0.10566	19.387	20.666	77.693	86.535	135.81	531.94	0.40013	62.957	0.079477	supercritical
370.00	12.141	9.4693	0.10560	19.382	20.664	77.677	86.531	135.72	532.76	0.39705	63.030	0.079522	supercritical
370.00	12.178	9.4739	0.10555	19.377	20.662	77.662	86.528	135.64	533.57	0.39399	63.102	0.079567	supercritical
370.00	12.214	9.4784	0.10550	19.372	20.660	77.646	86.525	135.55	534.38	0.39096	63.174	0.079611	supercritical
370.00	12.251	9.4830	0.10545	19.367	20.658	77.630	86.522	135.47	535.19	0.38794	63.246	0.079656	supercritical
370.00	12.288	9.4875	0.10540	19.361	20.657	77.615	86.519	135.39	536.00	0.38495	63.318	0.079700	supercritical
370.00	12.324	9.4921	0.10535	19.356	20.655	77.599	86.516	135.30	536.80	0.38198	63.390	0.079744	supercritical
370.00	12.361	9.4966	0.10530	19.351	20.653	77.584	86.513	135.22	537.61	0.37903	63.461	0.079788	supercritical
370.00	12.398	9.5010	0.10525	19.346	20.651	77.568	86.510	135.14	538.41	0.37610	63.533	0.079832	supercritical
370.00	12.434	9.5055	0.10520	19.341	20.649	77.553	86.507	135.06	539.21	0.37319	63.604	0.079876	supercritical
370.00	12.471	9.5100	0.10515	19.336	20.647	77.537	86.504	134.98	540.00	0.37030	63.675	0.079920	supercritical
370.00	12.508	9.5144	0.10510	19.331	20.645	77.522	86.501	134.90	540.80	0.36743	63.746	0.079964	supercritical
370.00	12.544	9.5188	0.10505	19.326	20.644	77.507	86.498	134.82	541.59	0.36457	63.817	0.080008	supercritical
370.00	12.581	9.5232	0.10501	19.321	20.642	77.491	86.495	134.74	542.38	0.36174	63.887	0.080051	supercritical
370.00	12.618	9.5276	0.10496	19.316	20.640	77.476	86.492	134.66	543.16	0.35893	63.958	0.080095	supercritical
370.00	12.654	9.5320	0.10491	19.311	20.638	77.461	86.490	134.59	543.95	0.35614	64.028	0.080138	supercritical
370.00	12.691	9.5364	0.10486	19.306	20.636	77.446	86.487	134.51	544.73	0.35336	64.098	0.080182	supercritical
370.00	12.728	9.5407	0.10481	19.301	20.635	77.431	86.484	134.43	545.51	0.35060	64.168	0.080225	supercritical
370.00	12.764	9.5451	0.10477	19.296	20.633	77.416	86.482	134.36	546.29	0.34787	64.238	0.080268	supercritical
370.00	12.801	9.5494	0.10472	19.291	20.631	77.401	86.479	134.28	547.07	0.34515	64.308	0.080311	supercritical
370.00	12.837	9.5537	0.10467	19.286	20.630	77.386	86.476	134.21	547.85	0.34244	64.377	0.080354	supercritical
370.00	12.874	9.5580	0.10462	19.281	20.628	77.371	86.474	134.13	548.62	0.33976	64.447	0.080397	supercritical
370.00	12.911	9.5623	0.10458	19.276	20.626	77.356	86.471	134.06	549.39	0.33709	64.516	0.080440	supercritical
370.00	12.947	9.5665	0.10453	19.271	20.625	77.341	86.469	133.99	550.16	0.33444	64.585	0.080483	supercritical
370.00	12.984	9.5708	0.10448	19.266	20.623	77.326	86.466	133.91	550.93	0.33181	64.654	0.080525	supercritical
370.00	13.021	9.5750	0.10444	19.262	20.621	77.312	86.464	133.84	551.69	0.32920	64.723	0.080568	supercritical
370.00	13.057	9.5792	0.10439	19.257	20.620	77.297	86.462	133.77	552.46	0.32660	64.792	0.080610	supercritical
370.00	13.094	9.5834	0.10435	19.252	20.618	77.282	86.459	133.70	553.22	0.32402	64.860	0.080653	supercritical
370.00	13.131	9.5876	0.10430	19.247	20.617	77.268	86.457	133.63	553.98	0.32145	64.929	0.080695	supercritical
370.00	13.167	9.5918	0.10426	19.242	20.615	77.253	86.455	133.55	554.74	0.31890	64.997	0.080737	supercritical
370.00	13.204	9.5960	0.10421	19.237	20.613	77.239	86.452	133.48	555.49	0.31637	65.065	0.080779	supercritical
370.00	13.241	9.6001	0.10417	19.233	20.612	77.224	86.450	133.41	556.25	0.31385	65.134	0.080822	supercritical
370.00	13.277	9.6043	0.10412	19.228	20.610	77.210	86.448	133.35	557.00	0.31135	65.202	0.080864	supercritical
370.00	13.314	9.6084	0.10408	19.223	20.609	77.195	86.446	133.28	557.75	0.30887	65.269	0.080906	supercritical
370.00	13.351	9.6125	0.10403	19.219	20.607	77.181	86.443	133.21	558.50	0.30640	65.337	0.080947	supercritical
370.00	13.387	9.6166	0.10399	19.214	20.606	77.167	86.441	133.14	559.24	0.30394	65.405	0.080989	supercritical
370.00	13.424	9.6207	0.10394	19.209	20.604	77.152	86.439	133.07	559.99	0.30150	65.472	0.081031	supercritical
370.00	13.461	9.6248	0.10390	19.204	20.603	77.138	86.437	133.01	560.73	0.29908	65.539	0.081073	supercritical
370.00	13.497	9.6288	0.10385	19.200	20.602	77.124	86.435	132.94	561.47	0.29667	65.607	0.081114	supercritical
370.00	13.534	9.6329	0.10381	19.195	20.600	77.110	86.433	132.87	562.21	0.29428	65.674	0.081156	supercritical
370.00	13.570	9.6369	0.10377	19.190	20.599	77.096	86.431	132.81	562.95	0.29190	65.741	0.081197	supercritical
370.00	13.607	9.6409	0.10372	19.186	20.597	77.081	86.429	132.74	563.69	0.28953	65.807	0.081238	supercritical
370.00	13.644	9.6449	0.10368	19.181	20.596	77.067	86.427	132.68	564.42	0.28718	65.874	0.081280	supercritical
370.00	13.680	9.6489	0.10364	19.177	20.594	77.053	86.425	132.61	565.15	0.28485	65.941	0.081321	supercritical
370.00	13.717	9.6529	0.10360	19.172	20.593	77.039	86.423	132.55	565.88	0.28252	66.007	0.081362	supercritical
370.00	13.754	9.6569	0.10355	19.167	20.592	77.025	86.421	132.48	566.61	0.28022	66.073	0.081403	supercritical
370.00	13.790	9.6609	0.10351	19.163	20.590	77.012	86.419	132.42	567.34	0.27792	66.140	0.081444	supercritical
370.00	13.827	9.6648	0.10347	19.158	20.589	76.998	86.418	132.36	568.07	0.27564	66.206	0.081485	supercritical
370.00	13.864	9.6687	0.10343	19.154	20.588	76.984	86.416	132.29	568.79	0.27337	66.272	0.081526	supercritical
370.00	13.900	9.6727	0.10338	19.149	20.586	76.970	86.414	132.23	569.51	0.27112	66.338	0.081566	supercritical
370.00	13.937	9.6766	0.10334	19.145	20.585	76.956	86.412	132.17	570.23	0.26888	66.403	0.081607	supercritical
370.00	13.974	9.6805	0.10330	19.140	20.584	76.942	86.410	132.11	570.95	0.26665	66.469	0.081648	supercritical
370.00	14.010	9.6844	0.10326	19.136	20.582	76.929	86.409	132.05	571.67	0.26444	66.535	0.081688	supercritical
370.00	14.047	9.6883	0.10322	19.131	20.581	76.915	86.407	131.99	572.38	0.26223	66.600	0.081729	supercritical
370.00	14.084	9.6921	0.10318	19.127	20.580	76.901	86.405	131.93	573.10	0.26004	66.665	0.081769	supercritical
370.00	14.120	9.6960	0.10314	19.122	20.579	76.888	86.404	131.87	573.81	0.25787	66.730	0.081810	supercritical
370.00	14.157	9.6998	0.10309	19.118	20.577	76.874	86.402	131.81	574.52	0.25571	66.796	0.081850	supercritical
370.00	14.194	9.7037	0.10305	19.113	20.576	76.861	86.400	131.75	575.23	0.25355	66.861	0.081890	supercritical
370.00	14.230	9.7075	0.10301	19.109	20.575	76.847	86.399	131.69	575.94	0.25142	66.925	0.081930	supercritical
370.00	14.267	9.7113	0.10297	19.105	20.574	76.834	86.397	131.63	576.65	0.24929	66.990	0.081970	supercritical
370.00	14.303	9.7151	0.10293	19.100	20.573	76.820	86.396	131.57	577.35	0.24717	67.055	0.082010	supercritical
370.00	14.340	9.7189	0.10289	19.096	20.571	76.807	86.394	131.51	578.05	0.24507	67.119	0.082050	supercritical
370.00	14.377	9.7227	0.10285	19.092	20.570	76.794	86.393	131.45	578.76	0.24298	67.184	0.082090	supercritical
370.00	14.413	9.7265	0.10281	19.087	20.569	76.780	86.391	131.40	579.46	0.24090	67.248	0.082130	supercritical
370.00	14.450	9.7302	0.10277	19.083	20.568	76.767	86.390	131.34	580.15	0.23884	67.312	0.082170	supercritical
370.00	14.487	9.7340	0.10273	19.078	20.567	76.754	86.388	131.28	580.85	0.23678	67.376	0.082209	supercritical
370.00	14.523	9.7377	0.10269	19.074	20.566	76.740	86.387	131.23	581.55	0.23474	67.440	0.082249	supercritical
370.00	14.560	9.7414	0.10265	19.070	20.564	76.727	86.386	131.17	582.24	0.23270	67.504	0.082289	supercritical
370.00	14.597	9.7452	0.10262	19.066	20.563	76.714	86.384	131.11	582.93	0.23068	67.568	0.082328	supercritical
370.00	14.633	9.7489	0.10258	19.061	20.562	76.701	86.383	131.06	583.62	0.22867	67.632	0.082368	supercritical
370.00	14.670	9.7526	0.10254	19.057	20.561	76.688	86.381	131.00	584.31	0.22667	67.695	0.082407	supercritical
370.00	14.707	9.7562	0.10250	19.053	20.560	76.675	86.380	130.95	585.00	0.22469	67.759	0.082446	supercritical
370.00	14.743	9.7599	0.10246	19.048	20.559	76.662	86.379	130.89	585.69	0.22271	67.822	0.082485	supercritical
370.00	14.780	9.7636	0.10242	19.044	20.558	76.649	86.378	130.84	586.37	0.22074	67.885	0.082525	supercritical
370.00	14.817	9.7672	0.10238	19.040	20.557	76.636	86.376	130.78	587.06	0.21879	67.949	0.082564	supercritical
370.00	14.853	9.7709	0.10234	19.036	20.556	76.623	86.375	130.73	587.74	0.21684	68.012	0.082603	supercritical
370.00	14.890	9.7745	0.10231	19.031	20.555	76.610	86.374	130.68	588.42	0.21491	68.075	0.082642	supercritical
370.00	14.927	9.7782	0.10227	19.027	20.554	76.597	86.373	130.62	589.10	0.21298	68.138	0.082681	supercritical
370.00	14.963	9.7818	0.10223	19.023	20.553	76.584	86.371	130.57	589.78	0.21107	68.200	0.082720	supercritical
370.00	15.000	9.7854	0.10219	19.019	20.552	76.571	86.370	130.52	590.45	0.20917	68.263	0.082759	supercritical
370.00	15.036	9.7890	0.10216	19.015	20.551	76.558	86.369	130.47	591.13	0.20727	68.326	0.082797	supercritical
370.00	15.073	9.7926	0.10212	19.011	20.550	76.546	86.368	130.41	591.80	0.20539	68.388	0.082836	supercritical
370.00	15.110	9.7961	0.10208	19.006	20.549	76.533	86.367	130.36	592.48	0.20352	68.450	0.082875	supercritical
370.00	15.146	9.7997	0.10204	19.002	20.548	76.520	86.366	130.31	593.15	0.20165	68.513	0.082913	supercritical
370.00	15.183	9.8033	0.10201	18.998	20.547	76.507	86.365	130.26	593.82	0.19980	68.575	0.082952	supercritical
370.00	15.220	9.8068	0.10197	18.994	20.546	76.495	86.364	130.21	594.49	0.19796	68.637	0.082990	supercritical
370.00	15.256	9.8104	0.10193	18.990	20.545	76.482	86.363	130.16	595.15	0.19612	68.699	0.083029	supercritical
370.00	15.293	9.8139	0.10190	18.986	20.544	76.469	86.361	130.11	595.82	0.19430	68.761	0.083067	supercritical
370.00	15.330	9.8174	0.10186	18.982	20.543	76.457	86.360	130.06	596.48	0.19248	68.823	0.083105	supercritical
370.00	15.366	9.8209	0.10182	18.978	20.542	76.444	86.359	130.01	597.15	0.19068	68.885	0.083144	supercritical
370.00	15.403	9.8244	0.10179	18.974	20.541	76.432	86.358	129.96	597.81	0.18888	68.946	0.083182	supercritical
370.00	15.440	9.8279	0.10175	18.969	20.540	76.419	86.358	129.91	598.47	0.18710	69.008	0.083220	supercritical
370.00	15.476	9.8314	0.10171	18.965	20.540	76.407	86.357	129.86	599.13	0.18532	69.069	0.083258	supercritical
370.00	15.513	9.8349	0.10168	18.961	20.539	76.394	86.356	129.81	599.78	0.18355	69.131	0.083296	supercritical
370.00	15.550	9.8384	0.10164	18.957	20.538	76.382	86.355	129.76	600.44	0.18179	69.192	0.083334	supercritical
370.00	15.586	9.8418	0.10161	18.953	20.537	76.370	86.354	129.71	601.10	0.18004	69.253	0.083372	supercritical
370.00	15.623	9.8453	0.10157	18.949	20.536	76.357	86.353	129.66	601.75	0.17830	69.314	0.083410	supercritical
370.00	15.660	9.8487	0.10154	18.945	20.535	76.345	86.352	129.62	602.40	0.17657	69.375	0.083448	supercritical
370.00	15.696	9.8521	0.10150	18.941	20.534	76.333	86.351	129.57	603.05	0.17484	69.436	0.083486	supercritical
370.00	15.733	9.8556	0.10147	18.937	20.534	76.320	86.350	129.52	603.70	0.17313	69.497	0.083523	supercritical
370.00	15.769	9.8590	0.10143	18.933	20.533	76.308	86.350	129.47	604.35	0.17142	69.558	0.083561	supercritical
370.00	15.806	9.8624	0.10140	18.929	20.532	76.296	86.349	129.43	605.00	0.16972	69.619	0.083599	supercritical
370.00	15.843	9.8658	0.10136	18.925	20.531	76.284	86.348	129.38	605.65	0.16803	69.679	0.083636	supercritical
370.00	15.879	9.8692	0.10133	18.921	20.530	76.271	86.347	129.33	606.29	0.16635	69.740	0.083674	supercritical
370.00	15.916	9.8726	0.10129	18.917	20.530	76.259	86.346	129.29	606.94	0.16468	69.800	0.083711	supercritical
370.00	15.953	9.8759	0.10126	18.913	20.529	76.247	86.346	129.24	607.58	0.16301	69.861	0.083749	supercritical
370.00	15.989	9.8793	0.10122	18.910	20.528	76.235	86.345	129.20	608.22	0.16136	69.921	0.083786	supercritical
370.00	16.026	9.8827	0.10119	18.906	20.527	76.223	86.344	129.15	608.86	0.15971	69.981	0.083823	supercritical
370.00	16.063	9.8860	0.10115	18.902	20.527	76.211	86.343	129.11	609.50	0.15807	70.041	0.083860	supercritical
370.00	16.099	9.8894	0.10112	18.898	20.526	76.199	86.343	129.06	610.14	0.15644	70.101	0.083898	supercritical
370.00	16.136	9.8927	0.10108	18.894	20.525	76.187	86.342	129.02	610.77	0.15481	70.161	0.083935	supercritical
370.00	16.173	9.8960	0.10105	18.890	20.524	76.175	86.341	128.97	611.41	0.15320	70.221	0.083972	supercritical
370.00	16.209	9.8993	0.10102	18.886	20.524	76.163	86.341	128.93	612.04	0.15159	70.281	0.084009	supercritical
370.00	16.246	9.9026	0.10098	18.882	20.523	76.151	86.340	128.88	612.68	0.14999	70.340	0.084046	supercritical
370.00	16.283	9.9059	0.10095	18.878	20.522	76.139	86.339	128.84	613.31	0.14840	70.400	0.084083	supercritical
370.00	16.319	9.9092	0.10092	18.875	20.521	76.127	86.339	128.79	613.94	0.14681	70.459	0.084120	supercritical
