Temperature (K)	Pressure (MPa)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
370.00	3.2352	1.5946	0.62712	28.107	30.135	107.03	87.378	134.63	199.85	13.559	11.906	0.033117	vapor
370.00	3.2719	1.6271	0.61460	28.057	30.068	106.78	87.572	136.63	198.54	13.660	11.968	0.033322	vapor
370.00	3.3085	1.6604	0.60226	28.006	29.999	106.53	87.773	138.77	197.20	13.762	12.034	0.033538	vapor
370.00	3.3452	1.6947	0.59009	27.954	29.928	106.28	87.981	141.06	195.85	13.867	12.102	0.033765	vapor
370.00	3.3818	1.7299	0.57806	27.900	29.855	106.03	88.198	143.52	194.47	13.973	12.173	0.034004	vapor
370.00	3.4185	1.7662	0.56618	27.845	29.781	105.77	88.424	146.17	193.07	14.082	12.247	0.034256	vapor
370.00	3.4551	1.8037	0.55443	27.789	29.704	105.51	88.660	149.03	191.64	14.193	12.324	0.034523	vapor
370.00	3.4918	1.8423	0.54279	27.730	29.626	105.24	88.907	152.13	190.19	14.306	12.406	0.034806	vapor
370.00	3.5284	1.8823	0.53125	27.670	29.545	104.97	89.167	155.51	188.71	14.421	12.491	0.035107	vapor
370.00	3.5651	1.9238	0.51981	27.608	29.461	104.69	89.439	159.20	187.20	14.539	12.580	0.035428	vapor
370.00	3.6017	1.9668	0.50843	27.544	29.375	104.41	89.727	163.25	185.65	14.658	12.674	0.035771	vapor
370.00	3.6384	2.0116	0.49712	27.477	29.286	104.12	90.032	167.72	184.08	14.780	12.774	0.036140	vapor
370.00	3.6750	2.0583	0.48584	27.408	29.193	103.82	90.356	172.69	182.47	14.903	12.879	0.036537	vapor
370.00	3.7117	2.1071	0.47459	27.335	29.097	103.51	90.702	178.24	180.82	15.029	12.991	0.036967	vapor
370.00	3.7483	2.1583	0.46333	27.260	28.997	103.19	91.072	184.49	179.12	15.156	13.110	0.037435	vapor
370.00	3.7850	2.2122	0.45205	27.181	28.892	102.87	91.472	191.59	177.38	15.285	13.237	0.037948	vapor
370.00	3.8216	2.2691	0.44071	27.098	28.782	102.52	91.904	199.73	175.59	15.414	13.374	0.038512	vapor
370.00	3.8583	2.3295	0.42928	27.010	28.666	102.17	92.377	209.19	173.74	15.544	13.522	0.039139	vapor
370.00	3.8949	2.3940	0.41771	26.916	28.543	101.79	92.896	220.31	171.83	15.674	13.682	0.039841	vapor
370.00	3.9316	2.4633	0.40596	26.816	28.412	101.40	93.472	233.62	169.85	15.802	13.858	0.040637	vapor
370.00	3.9682	2.5384	0.39395	26.709	28.272	100.98	94.119	249.86	167.77	15.927	14.052	0.041551	vapor
370.00	4.0049	2.6206	0.38159	26.591	28.120	100.53	94.854	270.20	165.60	16.046	14.270	0.042619	vapor
370.00	4.0415	2.7118	0.36876	26.462	27.953	100.04	95.704	296.51	163.31	16.156	14.516	0.043894	vapor
370.00	4.0782	2.8148	0.35526	26.318	27.767	99.504	96.706	332.09	160.86	16.249	14.802	0.045463	vapor
370.00	4.1148	2.9343	0.34079	26.152	27.554	98.895	97.924	383.32	158.21	16.316	15.144	0.047474	vapor
370.00	4.1515	3.0785	0.32483	25.954	27.303	98.182	99.464	464.47	155.27	16.335	15.569	0.050225	vapor
370.00	4.1881	3.2649	0.30629	25.702	26.985	97.293	101.55	616.40	151.85	16.260	16.142	0.054427	vapor
370.00	4.2248	3.5458	0.28203	25.333	26.524	96.018	104.76	1030.1	147.43	15.953	17.055	0.062653	vapor
370.00	4.2614	5.0712	0.19719	23.604	24.444	90.371	112.31	38602.	134.05	12.691	23.233	0.17965	vapor
370.00	4.2614	5.0712	0.19719	23.604	24.444	90.371	112.31	38602.	134.05	12.691	23.233	0.17965	supercritical
370.00	4.2614	5.0712	0.19719	23.604	24.444	90.371	112.31	38602.	134.05	12.691	23.233	0.17965	supercritical
370.00	4.2981	6.3156	0.15834	22.498	23.179	86.934	100.79	993.23	158.91	8.4586	30.281	0.072587	supercritical
370.00	4.3347	6.5548	0.15256	22.292	22.953	86.309	98.385	645.25	172.20	7.2959	31.909	0.068886	supercritical
370.00	4.3714	6.7099	0.14903	22.157	22.808	85.902	96.950	514.50	182.40	6.5580	33.019	0.067394	supercritical
370.00	4.4080	6.8276	0.14646	22.053	22.698	85.591	95.935	443.30	190.96	6.0192	33.892	0.066636	supercritical
370.00	4.4447	6.9238	0.14443	21.967	22.609	85.336	95.157	397.58	198.45	5.5973	34.625	0.066221	supercritical
370.00	4.4813	7.0057	0.14274	21.894	22.534	85.117	94.531	365.32	205.16	5.2527	35.264	0.065992	supercritical
370.00	4.5180	7.0775	0.14129	21.829	22.468	84.925	94.010	341.11	211.30	4.9627	35.835	0.065874	supercritical
370.00	4.5546	7.1415	0.14003	21.771	22.409	84.752	93.566	322.15	216.97	4.7135	36.354	0.065827	supercritical
370.00	4.5913	7.1995	0.13890	21.718	22.356	84.595	93.181	306.81	222.26	4.4957	36.832	0.065826	supercritical
370.00	4.6279	7.2526	0.13788	21.669	22.308	84.450	92.842	294.09	227.24	4.3029	37.276	0.065858	supercritical
370.00	4.6646	7.3017	0.13695	21.624	22.263	84.316	92.541	283.33	231.94	4.1304	37.692	0.065912	supercritical
370.00	4.7012	7.3474	0.13610	21.582	22.222	84.191	92.271	274.10	236.42	3.9748	38.084	0.065981	supercritical
370.00	4.7379	7.3902	0.13531	21.542	22.183	84.073	92.026	266.06	240.68	3.8332	38.455	0.066063	supercritical
370.00	4.7745	7.4305	0.13458	21.504	22.147	83.962	91.802	258.98	244.77	3.7037	38.809	0.066152	supercritical
370.00	4.8111	7.4686	0.13389	21.468	22.113	83.856	91.597	252.69	248.70	3.5845	39.147	0.066248	supercritical
370.00	4.8478	7.5047	0.13325	21.434	22.080	83.756	91.409	247.06	252.48	3.4742	39.470	0.066348	supercritical
370.00	4.8844	7.5391	0.13264	21.402	22.050	83.659	91.234	241.98	256.13	3.3718	39.782	0.066451	supercritical
370.00	4.9211	7.5720	0.13207	21.371	22.020	83.567	91.071	237.36	259.65	3.2764	40.081	0.066557	supercritical
370.00	4.9577	7.6034	0.13152	21.341	21.993	83.479	90.920	233.15	263.07	3.1871	40.371	0.066664	supercritical
370.00	4.9944	7.6336	0.13100	21.312	21.966	83.394	90.778	229.29	266.39	3.1033	40.651	0.066772	supercritical
370.00	5.0310	7.6626	0.13050	21.284	21.940	83.312	90.645	225.73	269.62	3.0244	40.923	0.066880	supercritical
370.00	5.0677	7.6906	0.13003	21.257	21.916	83.233	90.519	222.43	272.76	2.9501	41.186	0.066989	supercritical
370.00	5.1043	7.7176	0.12957	21.231	21.892	83.156	90.401	219.37	275.81	2.8797	41.443	0.067098	supercritical
370.00	5.1410	7.7436	0.12914	21.206	21.870	83.082	90.289	216.52	278.80	2.8131	41.692	0.067206	supercritical
370.00	5.1776	7.7689	0.12872	21.181	21.848	83.010	90.183	213.86	281.71	2.7498	41.935	0.067314	supercritical
370.00	5.2143	7.7933	0.12832	21.157	21.826	82.940	90.082	211.36	284.56	2.6895	42.172	0.067422	supercritical
370.00	5.2509	7.8170	0.12793	21.134	21.806	82.872	89.986	209.01	287.34	2.6322	42.404	0.067528	supercritical
370.00	5.2876	7.8401	0.12755	21.112	21.786	82.806	89.895	206.80	290.07	2.5774	42.631	0.067635	supercritical
370.00	5.3242	7.8625	0.12719	21.090	21.767	82.741	89.807	204.72	292.74	2.5251	42.852	0.067740	supercritical
370.00	5.3609	7.8843	0.12683	21.068	21.748	82.678	89.724	202.74	295.36	2.4750	43.069	0.067845	supercritical
370.00	5.3975	7.9056	0.12649	21.047	21.730	82.616	89.644	200.87	297.93	2.4269	43.282	0.067949	supercritical
370.00	5.4342	7.9263	0.12616	21.027	21.712	82.556	89.568	199.10	300.45	2.3809	43.490	0.068052	supercritical
370.00	5.4708	7.9465	0.12584	21.007	21.695	82.498	89.494	197.41	302.92	2.3366	43.695	0.068154	supercritical
370.00	5.5075	7.9663	0.12553	20.987	21.679	82.440	89.424	195.80	305.36	2.2940	43.896	0.068255	supercritical
370.00	5.5441	7.9856	0.12523	20.968	21.662	82.384	89.356	194.27	307.75	2.2530	44.093	0.068355	supercritical
370.00	5.5808	8.0044	0.12493	20.949	21.646	82.328	89.291	192.80	310.11	2.2135	44.287	0.068455	supercritical
370.00	5.6174	8.0229	0.12464	20.931	21.631	82.274	89.228	191.40	312.42	2.1755	44.478	0.068554	supercritical
370.00	5.6541	8.0410	0.12436	20.913	21.616	82.221	89.168	190.06	314.70	2.1387	44.666	0.068651	supercritical
370.00	5.6907	8.0587	0.12409	20.895	21.601	82.169	89.109	188.77	316.95	2.1032	44.851	0.068748	supercritical
370.00	5.7274	8.0760	0.12382	20.878	21.587	82.118	89.053	187.54	319.16	2.0688	45.033	0.068844	supercritical
370.00	5.7640	8.0930	0.12356	20.861	21.573	82.068	88.998	186.35	321.34	2.0356	45.212	0.068940	supercritical
370.00	5.8007	8.1097	0.12331	20.844	21.559	82.018	88.945	185.21	323.50	2.0034	45.389	0.069034	supercritical
370.00	5.8373	8.1261	0.12306	20.827	21.546	81.970	88.894	184.11	325.62	1.9722	45.564	0.069127	supercritical
370.00	5.8740	8.1422	0.12282	20.811	21.532	81.922	88.845	183.06	327.71	1.9419	45.736	0.069220	supercritical
370.00	5.9106	8.1580	0.12258	20.795	21.520	81.875	88.797	182.04	329.78	1.9126	45.905	0.069312	supercritical
370.00	5.9473	8.1736	0.12235	20.779	21.507	81.829	88.750	181.05	331.82	1.8841	46.073	0.069403	supercritical
370.00	5.9839	8.1888	0.12212	20.764	21.495	81.783	88.705	180.10	333.83	1.8564	46.238	0.069494	supercritical
370.00	6.0206	8.2038	0.12189	20.749	21.482	81.738	88.661	179.18	335.82	1.8295	46.401	0.069583	supercritical
370.00	6.0572	8.2186	0.12168	20.733	21.470	81.694	88.619	178.29	337.78	1.8034	46.563	0.069672	supercritical
370.00	6.0939	8.2332	0.12146	20.719	21.459	81.651	88.577	177.43	339.73	1.7779	46.722	0.069760	supercritical
370.00	6.1305	8.2475	0.12125	20.704	21.447	81.608	88.537	176.60	341.65	1.7531	46.880	0.069848	supercritical
370.00	6.1672	8.2616	0.12104	20.690	21.436	81.565	88.498	175.79	343.54	1.7290	47.036	0.069935	supercritical
370.00	6.2038	8.2754	0.12084	20.675	21.425	81.523	88.460	175.00	345.42	1.7055	47.190	0.070021	supercritical
370.00	6.2405	8.2891	0.12064	20.661	21.414	81.482	88.423	174.24	347.28	1.6826	47.342	0.070106	supercritical
370.00	6.2771	8.3026	0.12044	20.648	21.404	81.441	88.386	173.50	349.11	1.6602	47.493	0.070191	supercritical
370.00	6.3138	8.3159	0.12025	20.634	21.393	81.401	88.351	172.79	350.93	1.6384	47.642	0.070275	supercritical
370.00	6.3504	8.3290	0.12006	20.620	21.383	81.361	88.317	172.09	352.73	1.6171	47.790	0.070358	supercritical
370.00	6.3871	8.3419	0.11988	20.607	21.373	81.322	88.283	171.41	354.51	1.5964	47.936	0.070441	supercritical
370.00	6.4237	8.3547	0.11969	20.594	21.363	81.284	88.251	170.75	356.27	1.5761	48.080	0.070523	supercritical
370.00	6.4604	8.3673	0.11951	20.581	21.353	81.245	88.219	170.11	358.02	1.5563	48.224	0.070605	supercritical
370.00	6.4970	8.3797	0.11934	20.568	21.343	81.207	88.188	169.48	359.75	1.5369	48.366	0.070686	supercritical
370.00	6.5337	8.3920	0.11916	20.555	21.334	81.170	88.157	168.87	361.46	1.5179	48.506	0.070766	supercritical
370.00	6.5703	8.4041	0.11899	20.543	21.325	81.133	88.128	168.28	363.15	1.4994	48.646	0.070846	supercritical
370.00	6.6070	8.4160	0.11882	20.530	21.315	81.096	88.098	167.70	364.83	1.4813	48.784	0.070925	supercritical
370.00	6.6436	8.4278	0.11865	20.518	21.306	81.060	88.070	167.13	366.50	1.4635	48.921	0.071004	supercritical
370.00	6.6803	8.4395	0.11849	20.506	21.297	81.024	88.042	166.58	368.15	1.4462	49.056	0.071082	supercritical
370.00	6.7169	8.4511	0.11833	20.494	21.289	80.989	88.015	166.04	369.78	1.4291	49.191	0.071160	supercritical
370.00	6.7536	8.4625	0.11817	20.482	21.280	80.954	87.989	165.51	371.40	1.4125	49.324	0.071237	supercritical
370.00	6.7902	8.4737	0.11801	20.470	21.272	80.919	87.963	165.00	373.01	1.3962	49.456	0.071314	supercritical
370.00	6.8269	8.4849	0.11786	20.459	21.263	80.885	87.937	164.50	374.61	1.3802	49.588	0.071390	supercritical
370.00	6.8635	8.4959	0.11770	20.447	21.255	80.851	87.912	164.01	376.19	1.3645	49.718	0.071465	supercritical
370.00	6.9002	8.5068	0.11755	20.436	21.247	80.817	87.888	163.53	377.75	1.3491	49.847	0.071540	supercritical
370.00	6.9368	8.5176	0.11740	20.424	21.239	80.784	87.864	163.06	379.31	1.3340	49.975	0.071615	supercritical
370.00	6.9735	8.5282	0.11726	20.413	21.231	80.751	87.841	162.60	380.85	1.3192	50.102	0.071689	supercritical
370.00	7.0101	8.5388	0.11711	20.402	21.223	80.718	87.818	162.15	382.38	1.3047	50.228	0.071763	supercritical
370.00	7.0468	8.5492	0.11697	20.391	21.215	80.686	87.795	161.71	383.90	1.2904	50.353	0.071836	supercritical
370.00	7.0834	8.5596	0.11683	20.380	21.208	80.654	87.773	161.27	385.41	1.2765	50.478	0.071909	supercritical
370.00	7.1201	8.5698	0.11669	20.369	21.200	80.622	87.751	160.85	386.90	1.2627	50.601	0.071982	supercritical
370.00	7.1567	8.5799	0.11655	20.359	21.193	80.590	87.730	160.44	388.39	1.2492	50.724	0.072054	supercritical
370.00	7.1934	8.5899	0.11642	20.348	21.186	80.559	87.709	160.03	389.86	1.2360	50.845	0.072125	supercritical
370.00	7.2300	8.5999	0.11628	20.338	21.178	80.528	87.689	159.63	391.32	1.2229	50.966	0.072196	supercritical
370.00	7.2667	8.6097	0.11615	20.327	21.171	80.497	87.669	159.24	392.77	1.2101	51.086	0.072267	supercritical
370.00	7.3033	8.6194	0.11602	20.317	21.164	80.467	87.649	158.86	394.21	1.1976	51.205	0.072337	supercritical
370.00	7.3400	8.6291	0.11589	20.307	21.157	80.437	87.630	158.48	395.64	1.1852	51.324	0.072407	supercritical
370.00	7.3766	8.6386	0.11576	20.297	21.150	80.407	87.611	158.11	397.07	1.1730	51.441	0.072477	supercritical
370.00	7.4133	8.6481	0.11563	20.286	21.144	80.377	87.592	157.75	398.48	1.1611	51.558	0.072546	supercritical
370.00	7.4499	8.6575	0.11551	20.277	21.137	80.348	87.574	157.39	399.88	1.1493	51.674	0.072615	supercritical
370.00	7.4866	8.6668	0.11538	20.267	21.130	80.318	87.556	157.05	401.27	1.1377	51.790	0.072683	supercritical
370.00	7.5232	8.6760	0.11526	20.257	21.124	80.289	87.539	156.70	402.65	1.1263	51.904	0.072751	supercritical
370.00	7.5599	8.6852	0.11514	20.247	21.118	80.261	87.521	156.37	404.03	1.1151	52.018	0.072819	supercritical
370.00	7.5965	8.6942	0.11502	20.237	21.111	80.232	87.504	156.03	405.39	1.1041	52.132	0.072886	supercritical
370.00	7.6332	8.7032	0.11490	20.228	21.105	80.204	87.487	155.71	406.75	1.0933	52.244	0.072953	supercritical
370.00	7.6698	8.7121	0.11478	20.218	21.099	80.175	87.471	155.39	408.10	1.0826	52.356	0.073020	supercritical
370.00	7.7065	8.7209	0.11467	20.209	21.093	80.148	87.455	155.07	409.43	1.0720	52.467	0.073086	supercritical
370.00	7.7431	8.7297	0.11455	20.200	21.086	80.120	87.439	154.76	410.76	1.0617	52.578	0.073152	supercritical
370.00	7.7798	8.7384	0.11444	20.190	21.081	80.092	87.423	154.46	412.09	1.0514	52.688	0.073218	supercritical
370.00	7.8164	8.7470	0.11433	20.181	21.075	80.065	87.408	154.16	413.40	1.0414	52.797	0.073283	supercritical
370.00	7.8531	8.7555	0.11421	20.172	21.069	80.038	87.393	153.87	414.71	1.0315	52.906	0.073348	supercritical
370.00	7.8897	8.7640	0.11410	20.163	21.063	80.011	87.378	153.58	416.01	1.0217	53.014	0.073413	supercritical
370.00	7.9264	8.7724	0.11399	20.154	21.057	79.984	87.363	153.29	417.30	1.0121	53.122	0.073477	supercritical
370.00	7.9630	8.7807	0.11389	20.145	21.052	79.958	87.349	153.01	418.58	1.0026	53.229	0.073541	supercritical
370.00	7.9997	8.7890	0.11378	20.136	21.046	79.931	87.335	152.73	419.85	0.99321	53.335	0.073605	supercritical
370.00	8.0363	8.7972	0.11367	20.127	21.040	79.905	87.321	152.46	421.12	0.98398	53.441	0.073668	supercritical
370.00	8.0730	8.8054	0.11357	20.118	21.035	79.879	87.307	152.19	422.38	0.97488	53.546	0.073731	supercritical
