Temperature (K)	Pressure (MPa)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
507.60	1.0428	0.28387	3.5228	55.255	58.929	137.68	215.55	231.94	198.22	9.5092	11.894	0.037659	vapor
507.60	1.0761	0.29452	3.3954	55.201	58.855	137.31	215.70	232.51	197.19	9.5883	11.925	0.037721	vapor
507.60	1.1095	0.30530	3.2755	55.146	58.780	136.95	215.85	233.09	196.16	9.6690	11.957	0.037783	vapor
507.60	1.1428	0.31622	3.1624	55.091	58.704	136.59	216.00	233.69	195.12	9.7516	11.990	0.037846	vapor
507.60	1.1761	0.32728	3.0555	55.035	58.628	136.23	216.15	234.31	194.06	9.8360	12.023	0.037911	vapor
507.60	1.2094	0.33848	2.9544	54.978	58.551	135.88	216.31	234.94	192.99	9.9222	12.057	0.037976	vapor
507.60	1.2427	0.34983	2.8586	54.920	58.473	135.54	216.47	235.60	191.91	10.011	12.092	0.038042	vapor
507.60	1.2760	0.36133	2.7675	54.862	58.394	135.20	216.63	236.28	190.81	10.101	12.127	0.038109	vapor
507.60	1.3094	0.37299	2.6810	54.803	58.314	134.86	216.79	236.99	189.70	10.193	12.163	0.038177	vapor
507.60	1.3427	0.38482	2.5986	54.744	58.233	134.53	216.95	237.71	188.58	10.288	12.201	0.038247	vapor
507.60	1.3760	0.39682	2.5200	54.683	58.151	134.20	217.12	238.47	187.44	10.385	12.238	0.038317	vapor
507.60	1.4093	0.40899	2.4450	54.622	58.068	133.87	217.28	239.25	186.29	10.484	12.277	0.038389	vapor
507.60	1.4426	0.42135	2.3733	54.560	57.984	133.55	217.45	240.05	185.13	10.586	12.317	0.038462	vapor
507.60	1.4759	0.43390	2.3047	54.497	57.898	133.23	217.62	240.89	183.95	10.691	12.358	0.038536	vapor
507.60	1.5092	0.44665	2.2389	54.433	57.812	132.91	217.80	241.76	182.76	10.798	12.399	0.038612	vapor
507.60	1.5426	0.45960	2.1758	54.368	57.724	132.59	217.97	242.67	181.54	10.908	12.442	0.038689	vapor
507.60	1.5759	0.47277	2.1152	54.302	57.636	132.27	218.15	243.61	180.32	11.022	12.486	0.038767	vapor
507.60	1.6092	0.48616	2.0569	54.235	57.545	131.96	218.34	244.59	179.07	11.138	12.531	0.038848	vapor
507.60	1.6425	0.49979	2.0009	54.168	57.454	131.65	218.52	245.61	177.81	11.258	12.577	0.038929	vapor
507.60	1.6758	0.51365	1.9468	54.099	57.361	131.33	218.71	246.68	176.53	11.381	12.624	0.039013	vapor
507.60	1.7091	0.52778	1.8947	54.029	57.267	131.02	218.90	247.79	175.24	11.507	12.672	0.039098	vapor
507.60	1.7425	0.54216	1.8445	53.957	57.171	130.71	219.09	248.96	173.92	11.638	12.722	0.039185	vapor
507.60	1.7758	0.55683	1.7959	53.885	57.074	130.40	219.29	250.17	172.58	11.772	12.774	0.039274	vapor
507.60	1.8091	0.57178	1.7489	53.811	56.975	130.09	219.48	251.45	171.23	11.910	12.827	0.039365	vapor
507.60	1.8424	0.58705	1.7034	53.736	56.874	129.78	219.69	252.79	169.85	12.053	12.881	0.039459	vapor
507.60	1.8757	0.60263	1.6594	53.659	56.772	129.46	219.89	254.19	168.45	12.201	12.937	0.039554	vapor
507.60	1.9090	0.61855	1.6167	53.581	56.668	129.15	220.10	255.67	167.03	12.353	12.995	0.039652	vapor
507.60	1.9424	0.63483	1.5752	53.502	56.561	128.84	220.32	257.23	165.58	12.511	13.054	0.039753	vapor
507.60	1.9757	0.65149	1.5349	53.421	56.453	128.52	220.53	258.88	164.11	12.674	13.116	0.039857	vapor
507.60	2.0090	0.66854	1.4958	53.338	56.343	128.20	220.76	260.62	162.62	12.843	13.180	0.039963	vapor
507.60	2.0423	0.68602	1.4577	53.253	56.230	127.89	220.98	262.46	161.10	13.018	13.246	0.040072	vapor
507.60	2.0756	0.70394	1.4206	53.166	56.115	127.57	221.21	264.42	159.55	13.199	13.314	0.040185	vapor
507.60	2.1089	0.72233	1.3844	53.078	55.997	127.24	221.45	266.50	157.98	13.387	13.385	0.040301	vapor
507.60	2.1423	0.74123	1.3491	52.987	55.877	126.91	221.69	268.72	156.37	13.583	13.458	0.040421	vapor
507.60	2.1756	0.76067	1.3146	52.894	55.754	126.59	221.94	271.08	154.74	13.786	13.535	0.040546	vapor
507.60	2.2089	0.78069	1.2809	52.799	55.628	126.25	222.19	273.62	153.07	13.998	13.614	0.040674	vapor
507.60	2.2422	0.80133	1.2479	52.701	55.499	125.91	222.45	276.34	151.36	14.219	13.697	0.040807	vapor
507.60	2.2755	0.82263	1.2156	52.600	55.366	125.57	222.72	279.28	149.63	14.449	13.784	0.040945	vapor
507.60	2.3088	0.84466	1.1839	52.496	55.230	125.22	222.99	282.44	147.85	14.690	13.874	0.041089	vapor
507.60	2.3422	0.86746	1.1528	52.390	55.090	124.87	223.27	285.88	146.04	14.942	13.969	0.041239	vapor
507.60	2.3755	0.89110	1.1222	52.279	54.945	124.51	223.56	289.62	144.18	15.205	14.069	0.041395	vapor
507.60	2.4088	0.91567	1.0921	52.166	54.796	124.15	223.86	293.70	142.28	15.482	14.173	0.041559	vapor
507.60	2.4421	0.94125	1.0624	52.048	54.642	123.77	224.17	298.19	140.33	15.773	14.284	0.041730	vapor
507.60	2.4754	0.96794	1.0331	51.925	54.483	123.39	224.49	303.14	138.33	16.079	14.401	0.041910	vapor
507.60	2.5087	0.99586	1.0042	51.798	54.317	123.00	224.82	308.64	136.28	16.401	14.525	0.042100	vapor
507.60	2.5421	1.0251	0.97547	51.665	54.145	122.59	225.17	314.78	134.16	16.742	14.657	0.042301	vapor
507.60	2.5754	1.0560	0.94700	51.527	53.966	122.18	225.52	321.68	131.99	17.104	14.798	0.042514	vapor
507.60	2.6087	1.0885	0.91867	51.382	53.778	121.74	225.90	329.52	129.75	17.487	14.950	0.042741	vapor
507.60	2.6420	1.1231	0.89042	51.229	53.581	121.30	226.29	338.50	127.43	17.895	15.114	0.042984	vapor
507.60	2.6753	1.1599	0.86217	51.067	53.374	120.83	226.70	348.90	125.03	18.331	15.291	0.043245	vapor
507.60	2.7086	1.1993	0.83380	50.896	53.155	120.34	227.14	361.11	122.54	18.797	15.485	0.043529	vapor
507.60	2.7420	1.2419	0.80520	50.713	52.921	119.83	227.60	375.69	119.94	19.299	15.698	0.043838	vapor
507.60	2.7753	1.2883	0.77622	50.516	52.670	119.28	228.10	393.42	117.22	19.841	15.936	0.044179	vapor
507.60	2.8086	1.3393	0.74665	50.302	52.399	118.70	228.63	415.54	114.36	20.428	16.204	0.044560	vapor
507.60	2.8419	1.3962	0.71621	50.067	52.103	118.07	229.21	444.05	111.34	21.069	16.511	0.044990	vapor
507.60	2.8752	1.4609	0.68450	49.805	51.773	117.37	229.85	482.44	108.11	21.773	16.870	0.045487	vapor
507.60	2.9085	1.5364	0.65088	49.505	51.398	116.59	230.57	537.52	104.61	22.553	17.303	0.046078	vapor
507.60	2.9419	1.6281	0.61422	49.149	50.956	115.68	231.41	624.74	100.75	23.422	17.852	0.046810	vapor
507.60	2.9752	1.7479	0.57213	48.698	50.400	114.54	232.42	789.83	96.330	24.394	18.605	0.047792	vapor
507.60	3.0085	1.9331	0.51729	48.033	49.589	112.91	233.80	1274.0	90.820	25.427	19.858	0.049365	vapor
507.60	3.0333	2.3822	0.41977	46.574	47.847	109.45	undefined	undefined	undefined	24.869	23.390	undefined	vapor
507.60	3.0333	2.8120	0.35562	45.361	46.440	106.68	undefined	undefined	undefined	20.978	27.540	undefined	liquid
507.60	3.0418	3.1473	0.31773	44.511	45.478	104.78	undefined	undefined	undefined	undefined	31.409	undefined	liquid
507.60	3.0751	3.4793	0.28742	43.717	44.601	103.03	232.18	1189.4	100.68	12.657	35.886	0.064548	liquid
507.60	3.1084	3.6287	0.27558	43.364	44.221	102.27	230.96	848.45	110.11	10.457	38.140	0.066172	liquid
507.60	3.1418	3.7276	0.26827	43.129	43.972	101.76	230.13	701.37	118.20	9.0297	39.721	0.067261	liquid
507.60	3.1751	3.8021	0.26301	42.951	43.786	101.38	229.51	618.48	125.35	8.0045	40.962	0.068091	liquid
507.60	3.2084	3.8623	0.25891	42.806	43.637	101.06	229.01	564.83	131.81	7.2231	41.997	0.068767	liquid
507.60	3.2417	3.9131	0.25555	42.683	43.511	100.80	228.59	527.04	137.73	6.6029	42.891	0.069340	liquid
507.60	3.2750	3.9570	0.25272	42.576	43.403	100.57	228.24	498.82	143.21	6.0958	43.684	0.069839	liquid
507.60	3.3083	3.9959	0.25026	42.480	43.308	100.37	227.93	476.86	148.34	5.6718	44.399	0.070284	liquid
507.60	3.3417	4.0309	0.24809	42.393	43.222	100.18	227.65	459.22	153.16	5.3107	45.053	0.070685	liquid
507.60	3.3750	4.0626	0.24615	42.314	43.145	100.01	227.41	444.70	157.72	4.9988	45.656	0.071052	liquid
507.60	3.4083	4.0918	0.24439	42.241	43.074	99.855	227.19	432.51	162.05	4.7260	46.219	0.071390	liquid
507.60	3.4416	4.1188	0.24279	42.173	43.008	99.710	226.98	422.10	166.18	4.4849	46.747	0.071704	liquid
507.60	3.4749	4.1440	0.24131	42.109	42.947	99.575	226.80	413.10	170.14	4.2701	47.244	0.071999	liquid
507.60	3.5082	4.1675	0.23995	42.049	42.890	99.447	226.63	405.23	173.93	4.0771	47.716	0.072275	liquid
507.60	3.5416	4.1897	0.23868	41.992	42.837	99.326	226.47	398.27	177.59	3.9026	48.165	0.072536	liquid
507.60	3.5749	4.2107	0.23749	41.938	42.787	99.211	226.32	392.06	181.11	3.7439	48.593	0.072784	liquid
507.60	3.6082	4.2306	0.23637	41.886	42.739	99.102	226.18	386.49	184.51	3.5988	49.004	0.073020	liquid
507.60	3.6415	4.2496	0.23532	41.837	42.694	98.997	226.05	381.46	187.81	3.4655	49.398	0.073246	liquid
507.60	3.6748	4.2676	0.23432	41.790	42.651	98.897	225.93	376.89	191.01	3.3426	49.778	0.073461	liquid
507.60	3.7081	4.2849	0.23338	41.745	42.610	98.801	225.81	372.71	194.11	3.2288	50.144	0.073669	liquid
507.60	3.7415	4.3015	0.23248	41.701	42.571	98.709	225.70	368.87	197.13	3.1230	50.498	0.073868	liquid
507.60	3.7748	4.3175	0.23162	41.659	42.533	98.619	225.60	365.33	200.07	3.0245	50.841	0.074060	liquid
507.60	3.8081	4.3328	0.23080	41.618	42.497	98.533	225.50	362.05	202.93	2.9323	51.174	0.074245	liquid
507.60	3.8414	4.3476	0.23001	41.579	42.462	98.449	225.41	359.01	205.72	2.8460	51.497	0.074425	liquid
507.60	3.8747	4.3619	0.22926	41.541	42.429	98.369	225.32	356.17	208.45	2.7648	51.812	0.074598	liquid
507.60	3.9080	4.3758	0.22853	41.504	42.397	98.290	225.23	353.53	211.11	2.6884	52.118	0.074767	liquid
507.60	3.9414	4.3892	0.22783	41.468	42.366	98.214	225.15	351.04	213.72	2.6163	52.416	0.074930	liquid
507.60	3.9747	4.4022	0.22716	41.433	42.335	98.140	225.07	348.71	216.27	2.5481	52.708	0.075089	liquid
507.60	4.0080	4.4148	0.22651	41.398	42.306	98.067	225.00	346.52	218.77	2.4835	52.992	0.075244	liquid
507.60	4.0413	4.4271	0.22588	41.365	42.278	97.997	224.92	344.44	221.22	2.4222	53.270	0.075395	liquid
507.60	4.0746	4.4390	0.22528	41.333	42.251	97.928	224.85	342.48	223.62	2.3640	53.542	0.075542	liquid
507.60	4.1079	4.4506	0.22469	41.301	42.224	97.861	224.79	340.63	225.98	2.3085	53.809	0.075686	liquid
507.60	4.1413	4.4620	0.22412	41.270	42.198	97.795	224.72	338.87	228.30	2.2556	54.070	0.075826	liquid
507.60	4.1746	4.4730	0.22356	41.240	42.173	97.731	224.66	337.19	230.57	2.2052	54.326	0.075963	liquid
507.60	4.2079	4.4838	0.22303	41.210	42.149	97.668	224.60	335.60	232.81	2.1569	54.577	0.076098	liquid
507.60	4.2412	4.4943	0.22250	41.181	42.125	97.607	224.54	334.08	235.00	2.1108	54.824	0.076229	liquid
507.60	4.2745	4.5046	0.22199	41.153	42.102	97.547	224.48	332.63	237.17	2.0665	55.066	0.076358	liquid
507.60	4.3078	4.5147	0.22150	41.125	42.079	97.487	224.43	331.24	239.29	2.0241	55.305	0.076484	liquid
507.60	4.3412	4.5246	0.22102	41.098	42.057	97.429	224.38	329.91	241.39	1.9834	55.539	0.076608	liquid
507.60	4.3745	4.5342	0.22055	41.071	42.036	97.372	224.32	328.64	243.45	1.9442	55.769	0.076729	liquid
507.60	4.4078	4.5437	0.22009	41.044	42.014	97.317	224.27	327.41	245.49	1.9066	55.996	0.076848	liquid
507.60	4.4411	4.5529	0.21964	41.018	41.994	97.262	224.23	326.24	247.49	1.8703	56.219	0.076965	liquid
507.60	4.4744	4.5620	0.21920	40.993	41.974	97.208	224.18	325.11	249.47	1.8354	56.439	0.077081	liquid
507.60	4.5077	4.5710	0.21877	40.968	41.954	97.155	224.13	324.03	251.42	1.8017	56.656	0.077194	liquid
507.60	4.5411	4.5797	0.21835	40.943	41.935	97.102	224.09	322.98	253.34	1.7691	56.870	0.077305	liquid
507.60	4.5744	4.5883	0.21794	40.919	41.916	97.051	224.05	321.98	255.24	1.7377	57.081	0.077415	liquid
507.60	4.6077	4.5968	0.21754	40.895	41.898	97.000	224.00	321.00	257.11	1.7074	57.289	0.077523	liquid
507.60	4.6410	4.6051	0.21715	40.872	41.880	96.950	223.96	320.06	258.96	1.6780	57.494	0.077629	liquid
507.60	4.6743	4.6133	0.21677	40.849	41.862	96.901	223.92	319.16	260.78	1.6496	57.696	0.077734	liquid
507.60	4.7076	4.6213	0.21639	40.826	41.844	96.853	223.88	318.28	262.59	1.6220	57.896	0.077837	liquid
507.60	4.7410	4.6292	0.21602	40.803	41.827	96.805	223.85	317.43	264.37	1.5954	58.094	0.077938	liquid
507.60	4.7743	4.6370	0.21566	40.781	41.811	96.758	223.81	316.61	266.13	1.5695	58.289	0.078039	liquid
507.60	4.8076	4.6447	0.21530	40.759	41.794	96.711	223.77	315.81	267.87	1.5444	58.482	0.078138	liquid
507.60	4.8409	4.6522	0.21495	40.738	41.778	96.666	223.74	315.04	269.60	1.5200	58.672	0.078235	liquid
507.60	4.8742	4.6596	0.21461	40.716	41.762	96.620	223.70	314.29	271.30	1.4964	58.861	0.078331	liquid
507.60	4.9075	4.6670	0.21427	40.695	41.747	96.576	223.67	313.56	272.98	1.4734	59.047	0.078426	liquid
507.60	4.9409	4.6742	0.21394	40.675	41.732	96.532	223.64	312.85	274.65	1.4510	59.231	0.078520	liquid
507.60	4.9742	4.6813	0.21362	40.654	41.717	96.488	223.61	312.17	276.30	1.4293	59.413	0.078613	liquid
507.60	5.0075	4.6883	0.21330	40.634	41.702	96.445	223.57	311.50	277.93	1.4081	59.594	0.078705	liquid
507.60	5.0408	4.6953	0.21298	40.614	41.687	96.402	223.54	310.85	279.55	1.3875	59.772	0.078795	liquid
507.60	5.0741	4.7021	0.21267	40.594	41.673	96.360	223.51	310.22	281.14	1.3674	59.949	0.078885	liquid
507.60	5.1074	4.7088	0.21237	40.574	41.659	96.319	223.48	309.60	282.73	1.3479	60.124	0.078973	liquid
507.60	5.1408	4.7155	0.21207	40.555	41.645	96.278	223.45	309.00	284.30	1.3288	60.297	0.079061	liquid
507.60	5.1741	4.7221	0.21177	40.536	41.632	96.237	223.43	308.42	285.85	1.3102	60.469	0.079147	liquid
507.60	5.2074	4.7286	0.21148	40.517	41.618	96.197	223.40	307.85	287.39	1.2921	60.639	0.079233	liquid
507.60	5.2407	4.7350	0.21119	40.498	41.605	96.157	223.37	307.29	288.91	1.2744	60.807	0.079317	liquid
507.60	5.2740	4.7413	0.21091	40.480	41.592	96.118	223.35	306.75	290.42	1.2571	60.974	0.079401	liquid
507.60	5.3073	4.7476	0.21063	40.462	41.580	96.079	223.32	306.22	291.92	1.2403	61.140	0.079484	liquid
507.60	5.3407	4.7537	0.21036	40.444	41.567	96.040	223.29	305.70	293.40	1.2238	61.303	0.079566	liquid
507.60	5.3740	4.7599	0.21009	40.426	41.555	96.002	223.27	305.20	294.87	1.2077	61.466	0.079647	liquid
507.60	5.4073	4.7659	0.20982	40.408	41.542	95.964	223.24	304.70	296.33	1.1920	61.627	0.079728	liquid
507.60	5.4406	4.7719	0.20956	40.390	41.530	95.927	223.22	304.22	297.77	1.1766	61.787	0.079807	liquid
507.60	5.4739	4.7778	0.20930	40.373	41.519	95.890	223.20	303.75	299.21	1.1615	61.945	0.079886	liquid
507.60	5.5072	4.7836	0.20905	40.356	41.507	95.853	223.17	303.29	300.63	1.1468	62.102	0.079964	liquid
507.60	5.5406	4.7894	0.20879	40.339	41.495	95.817	223.15	302.84	302.04	1.1324	62.258	0.080042	liquid
507.60	5.5739	4.7951	0.20854	40.322	41.484	95.781	223.13	302.39	303.44	1.1183	62.413	0.080119	liquid
507.60	5.6072	4.8008	0.20830	40.305	41.473	95.745	223.11	301.96	304.82	1.1045	62.566	0.080195	liquid
507.60	5.6405	4.8064	0.20806	40.288	41.462	95.710	223.09	301.54	306.20	1.0909	62.719	0.080270	liquid
507.60	5.6738	4.8119	0.20782	40.272	41.451	95.674	223.06	301.12	307.57	1.0777	62.870	0.080345	liquid
507.60	5.7071	4.8174	0.20758	40.256	41.440	95.640	223.04	300.72	308.92	1.0647	63.020	0.080419	liquid
507.60	5.7405	4.8229	0.20735	40.239	41.430	95.605	223.02	300.32	310.27	1.0520	63.169	0.080493	liquid
507.60	5.7738	4.8282	0.20711	40.223	41.419	95.571	223.00	299.93	311.60	1.0395	63.316	0.080565	liquid
507.60	5.8071	4.8336	0.20689	40.207	41.409	95.537	222.98	299.54	312.93	1.0272	63.463	0.080638	liquid
507.60	5.8404	4.8389	0.20666	40.192	41.399	95.503	222.96	299.17	314.24	1.0152	63.609	0.080709	liquid
507.60	5.8737	4.8441	0.20644	40.176	41.389	95.470	222.94	298.80	315.55	1.0034	63.754	0.080781	liquid
507.60	5.9070	4.8493	0.20622	40.161	41.379	95.437	222.93	298.44	316.84	0.99188	63.897	0.080851	liquid
507.60	5.9404	4.8544	0.20600	40.145	41.369	95.404	222.91	298.08	318.13	0.98053	64.040	0.080921	liquid
507.60	5.9737	4.8595	0.20578	40.130	41.359	95.372	222.89	297.73	319.41	0.96939	64.182	0.080991	liquid
507.60	6.0070	4.8645	0.20557	40.115	41.350	95.339	222.87	297.39	320.68	0.95845	64.323	0.081060	liquid
507.60	6.0403	4.8695	0.20536	40.100	41.340	95.307	222.85	297.05	321.94	0.94771	64.462	0.081128	liquid
507.60	6.0736	4.8745	0.20515	40.085	41.331	95.275	222.84	296.72	323.19	0.93716	64.601	0.081196	liquid
507.60	6.1069	4.8794	0.20494	40.070	41.322	95.244	222.82	296.40	324.44	0.92679	64.739	0.081263	liquid
507.60	6.1403	4.8842	0.20474	40.055	41.313	95.212	222.80	296.08	325.67	0.91660	64.877	0.081330	liquid
507.60	6.1736	4.8891	0.20454	40.041	41.304	95.181	222.79	295.77	326.90	0.90659	65.013	0.081397	liquid
507.60	6.2069	4.8938	0.20434	40.026	41.295	95.150	222.77	295.46	328.12	0.89674	65.149	0.081463	liquid
507.60	6.2402	4.8986	0.20414	40.012	41.286	95.120	222.75	295.15	329.33	0.88707	65.283	0.081528	liquid
507.60	6.2735	4.9033	0.20394	39.998	41.277	95.089	222.74	294.86	330.54	0.87755	65.417	0.081594	liquid
507.60	6.3068	4.9080	0.20375	39.984	41.269	95.059	222.72	294.56	331.73	0.86819	65.550	0.081658	liquid
507.60	6.3402	4.9126	0.20356	39.970	41.260	95.029	222.71	294.27	332.92	0.85898	65.683	0.081722	liquid
507.60	6.3735	4.9172	0.20337	39.956	41.252	94.999	222.69	293.99	334.11	0.84992	65.814	0.081786	liquid
507.60	6.4068	4.9217	0.20318	39.942	41.244	94.969	222.68	293.71	335.28	0.84101	65.945	0.081850	liquid
507.60	6.4401	4.9262	0.20299	39.928	41.235	94.940	222.66	293.44	336.45	0.83224	66.075	0.081913	liquid
507.60	6.4734	4.9307	0.20281	39.914	41.227	94.911	222.65	293.16	337.61	0.82360	66.204	0.081975	liquid
507.60	6.5067	4.9352	0.20263	39.901	41.219	94.881	222.63	292.90	338.76	0.81510	66.333	0.082037	liquid
507.60	6.5401	4.9396	0.20245	39.887	41.211	94.853	222.62	292.63	339.91	0.80673	66.461	0.082099	liquid
507.60	6.5734	4.9440	0.20227	39.874	41.204	94.824	222.61	292.38	341.05	0.79849	66.588	0.082161	liquid
507.60	6.6067	4.9483	0.20209	39.861	41.196	94.795	222.59	292.12	342.19	0.79037	66.714	0.082222	liquid
507.60	6.6400	4.9526	0.20191	39.847	41.188	94.767	222.58	291.87	343.31	0.78238	66.840	0.082282	liquid
507.60	6.6733	4.9569	0.20174	39.834	41.181	94.739	222.56	291.62	344.43	0.77450	66.965	0.082343	liquid
507.60	6.7066	4.9612	0.20157	39.821	41.173	94.711	222.55	291.38	345.55	0.76674	67.090	0.082403	liquid
507.60	6.7400	4.9654	0.20139	39.808	41.166	94.683	222.54	291.14	346.66	0.75909	67.214	0.082462	liquid
507.60	6.7733	4.9696	0.20122	39.795	41.158	94.656	222.53	290.90	347.76	0.75156	67.337	0.082521	liquid
507.60	6.8066	4.9738	0.20106	39.783	41.151	94.628	222.51	290.67	348.86	0.74413	67.460	0.082580	liquid
507.60	6.8399	4.9779	0.20089	39.770	41.144	94.601	222.50	290.44	349.95	0.73681	67.582	0.082639	liquid
507.60	6.8732	4.9820	0.20072	39.757	41.137	94.574	222.49	290.21	351.03	0.72959	67.703	0.082697	liquid
507.60	6.9065	4.9861	0.20056	39.745	41.130	94.547	222.48	289.98	352.11	0.72247	67.824	0.082755	liquid
507.60	6.9399	4.9901	0.20040	39.732	41.123	94.520	222.46	289.76	353.19	0.71545	67.944	0.082813	liquid
507.60	6.9732	4.9942	0.20023	39.720	41.116	94.493	222.45	289.55	354.26	0.70852	68.063	0.082870	liquid
507.60	7.0065	4.9982	0.20007	39.707	41.109	94.467	222.44	289.33	355.32	0.70170	68.182	0.082927	liquid
507.60	7.0398	5.0021	0.19992	39.695	41.103	94.440	222.43	289.12	356.38	0.69496	68.301	0.082983	liquid
507.60	7.0731	5.0061	0.19976	39.683	41.096	94.414	222.42	288.91	357.43	0.68831	68.419	0.083040	liquid
507.60	7.1064	5.0100	0.19960	39.671	41.089	94.388	222.41	288.70	358.47	0.68176	68.536	0.083096	liquid
507.60	7.1398	5.0139	0.19945	39.659	41.083	94.362	222.40	288.50	359.52	0.67529	68.653	0.083152	liquid
507.60	7.1731	5.0177	0.19929	39.647	41.076	94.336	222.39	288.30	360.55	0.66890	68.769	0.083207	liquid
507.60	7.2064	5.0216	0.19914	39.635	41.070	94.310	222.37	288.10	361.58	0.66260	68.885	0.083262	liquid
507.60	7.2397	5.0254	0.19899	39.623	41.064	94.285	222.36	287.90	362.61	0.65638	69.000	0.083317	liquid
507.60	7.2730	5.0292	0.19884	39.611	41.057	94.259	222.35	287.71	363.63	0.65024	69.115	0.083372	liquid
507.60	7.3063	5.0330	0.19869	39.599	41.051	94.234	222.34	287.51	364.65	0.64417	69.229	0.083426	liquid
507.60	7.3397	5.0367	0.19854	39.588	41.045	94.209	222.33	287.32	365.66	0.63819	69.343	0.083480	liquid
507.60	7.3730	5.0404	0.19840	39.576	41.039	94.184	222.32	287.14	366.66	0.63228	69.456	0.083534	liquid
507.60	7.4063	5.0441	0.19825	39.565	41.033	94.159	222.31	286.95	367.67	0.62644	69.569	0.083588	liquid
