Temperature (K)	Pressure (MPa)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
210.00	8.1714	11.799	0.084755	6.5551	7.2476	42.403	31.626	141.98	370.80	3.5027	18.871	0.065027	supercritical
210.00	8.2098	11.876	0.084203	6.5375	7.2288	42.298	31.590	140.73	373.03	3.4482	19.003	0.065242	supercritical
210.00	8.2481	11.952	0.083670	6.5203	7.2105	42.195	31.554	139.48	375.25	3.3950	19.134	0.065453	supercritical
210.00	8.2864	12.026	0.083153	6.5035	7.1925	42.094	31.519	138.25	377.48	3.3430	19.264	0.065661	supercritical
210.00	8.3247	12.099	0.082653	6.4870	7.1750	41.996	31.484	137.03	379.70	3.2922	19.392	0.065866	supercritical
210.00	8.3630	12.170	0.082168	6.4708	7.1580	41.899	31.450	135.82	381.93	3.2426	19.519	0.066069	supercritical
210.00	8.4013	12.240	0.081698	6.4549	7.1413	41.805	31.416	134.63	384.15	3.1942	19.645	0.066269	supercritical
210.00	8.4397	12.309	0.081242	6.4393	7.1250	41.713	31.383	133.45	386.37	3.1469	19.769	0.066466	supercritical
210.00	8.4780	12.376	0.080800	6.4241	7.1091	41.622	31.350	132.29	388.59	3.1007	19.891	0.066661	supercritical
210.00	8.5163	12.442	0.080370	6.4091	7.0936	41.534	31.318	131.16	390.80	3.0556	20.013	0.066855	supercritical
210.00	8.5546	12.507	0.079953	6.3944	7.0784	41.447	31.287	130.04	393.00	3.0115	20.133	0.067046	supercritical
210.00	8.5929	12.571	0.079548	6.3800	7.0635	41.361	31.256	128.93	395.20	2.9684	20.251	0.067235	supercritical
210.00	8.6312	12.633	0.079155	6.3658	7.0490	41.278	31.226	127.85	397.39	2.9264	20.369	0.067422	supercritical
210.00	8.6696	12.695	0.078772	6.3519	7.0349	41.196	31.196	126.79	399.57	2.8853	20.485	0.067608	supercritical
210.00	8.7079	12.755	0.078400	6.3383	7.0210	41.116	31.167	125.75	401.75	2.8451	20.600	0.067792	supercritical
210.00	8.7462	12.814	0.078038	6.3249	7.0075	41.037	31.138	124.73	403.91	2.8058	20.713	0.067974	supercritical
210.00	8.7845	12.872	0.077686	6.3118	6.9942	40.959	31.110	123.73	406.07	2.7674	20.826	0.068155	supercritical
210.00	8.8228	12.929	0.077343	6.2988	6.9812	40.883	31.082	122.75	408.22	2.7299	20.937	0.068334	supercritical
210.00	8.8612	12.986	0.077008	6.2861	6.9685	40.809	31.055	121.79	410.36	2.6932	21.046	0.068512	supercritical
210.00	8.8995	13.041	0.076683	6.2736	6.9561	40.736	31.029	120.85	412.49	2.6573	21.155	0.068689	supercritical
210.00	8.9378	13.095	0.076365	6.2614	6.9439	40.664	31.003	119.93	414.62	2.6222	21.263	0.068864	supercritical
210.00	8.9761	13.148	0.076056	6.2493	6.9320	40.593	30.977	119.03	416.73	2.5878	21.369	0.069037	supercritical
210.00	9.0144	13.201	0.075754	6.2374	6.9203	40.524	30.952	118.14	418.83	2.5542	21.475	0.069210	supercritical
210.00	9.0527	13.252	0.075459	6.2257	6.9088	40.455	30.928	117.28	420.92	2.5213	21.579	0.069381	supercritical
210.00	9.0911	13.303	0.075172	6.2142	6.8976	40.388	30.904	116.43	423.00	2.4891	21.682	0.069551	supercritical
210.00	9.1294	13.353	0.074891	6.2029	6.8866	40.322	30.880	115.60	425.07	2.4575	21.784	0.069720	supercritical
210.00	9.1677	13.402	0.074617	6.1918	6.8758	40.257	30.857	114.79	427.13	2.4266	21.885	0.069888	supercritical
210.00	9.2060	13.450	0.074349	6.1808	6.8653	40.193	30.834	113.99	429.18	2.3964	21.985	0.070055	supercritical
210.00	9.2443	13.498	0.074087	6.1700	6.8549	40.130	30.812	113.21	431.22	2.3667	22.084	0.070220	supercritical
210.00	9.2826	13.545	0.073830	6.1594	6.8447	40.068	30.790	112.45	433.25	2.3377	22.182	0.070385	supercritical
210.00	9.3210	13.591	0.073580	6.1489	6.8348	40.007	30.769	111.70	435.27	2.3092	22.279	0.070548	supercritical
210.00	9.3593	13.636	0.073335	6.1386	6.8250	39.947	30.748	110.97	437.28	2.2813	22.375	0.070711	supercritical
210.00	9.3976	13.681	0.073095	6.1284	6.8154	39.888	30.727	110.26	439.27	2.2539	22.471	0.070872	supercritical
210.00	9.4359	13.725	0.072860	6.1184	6.8059	39.830	30.707	109.55	441.26	2.2271	22.565	0.071033	supercritical
210.00	9.4742	13.768	0.072630	6.1086	6.7967	39.773	30.687	108.87	443.24	2.2008	22.658	0.071192	supercritical
210.00	9.5125	13.811	0.072405	6.0988	6.7876	39.716	30.668	108.19	445.20	2.1750	22.751	0.071351	supercritical
210.00	9.5509	13.853	0.072184	6.0892	6.7786	39.660	30.649	107.54	447.16	2.1497	22.843	0.071508	supercritical
210.00	9.5892	13.895	0.071968	6.0797	6.7699	39.605	30.630	106.89	449.10	2.1248	22.934	0.071665	supercritical
210.00	9.6275	13.936	0.071756	6.0704	6.7612	39.551	30.612	106.26	451.04	2.1005	23.024	0.071821	supercritical
210.00	9.6658	13.977	0.071549	6.0612	6.7527	39.498	30.594	105.64	452.96	2.0765	23.113	0.071975	supercritical
210.00	9.7041	14.016	0.071345	6.0521	6.7444	39.445	30.576	105.03	454.88	2.0530	23.201	0.072129	supercritical
210.00	9.7424	14.056	0.071145	6.0431	6.7362	39.393	30.559	104.43	456.78	2.0300	23.289	0.072282	supercritical
210.00	9.7808	14.095	0.070949	6.0342	6.7282	39.342	30.542	103.85	458.67	2.0073	23.376	0.072435	supercritical
210.00	9.8191	14.133	0.070756	6.0255	6.7202	39.291	30.525	103.28	460.56	1.9851	23.462	0.072586	supercritical
210.00	9.8574	14.171	0.070567	6.0168	6.7125	39.241	30.509	102.72	462.43	1.9632	23.548	0.072736	supercritical
210.00	9.8957	14.208	0.070382	6.0083	6.7048	39.192	30.493	102.17	464.29	1.9418	23.632	0.072886	supercritical
210.00	9.9340	14.245	0.070199	5.9999	6.6972	39.143	30.477	101.63	466.15	1.9207	23.716	0.073035	supercritical
210.00	9.9723	14.282	0.070020	5.9916	6.6898	39.095	30.461	101.10	467.99	1.8999	23.800	0.073183	supercritical
210.00	10.011	14.318	0.069844	5.9833	6.6825	39.047	30.446	100.58	469.82	1.8796	23.882	0.073330	supercritical
210.00	10.049	14.353	0.069672	5.9752	6.6753	39.000	30.431	100.07	471.65	1.8595	23.964	0.073476	supercritical
210.00	10.087	14.388	0.069502	5.9672	6.6683	38.954	30.416	99.570	473.46	1.8398	24.046	0.073622	supercritical
210.00	10.126	14.423	0.069335	5.9592	6.6613	38.908	30.402	99.079	475.26	1.8205	24.126	0.073767	supercritical
210.00	10.164	14.457	0.069170	5.9514	6.6544	38.863	30.388	98.598	477.06	1.8014	24.206	0.073911	supercritical
210.00	10.202	14.491	0.069009	5.9436	6.6477	38.818	30.374	98.126	478.84	1.7827	24.286	0.074054	supercritical
210.00	10.241	14.524	0.068850	5.9360	6.6410	38.774	30.360	97.662	480.62	1.7643	24.365	0.074197	supercritical
210.00	10.279	14.557	0.068693	5.9284	6.6345	38.730	30.347	97.207	482.39	1.7462	24.443	0.074339	supercritical
210.00	10.317	14.590	0.068539	5.9209	6.6280	38.687	30.334	96.760	484.14	1.7283	24.520	0.074480	supercritical
210.00	10.356	14.622	0.068388	5.9135	6.6217	38.644	30.321	96.321	485.89	1.7108	24.597	0.074621	supercritical
210.00	10.394	14.654	0.068239	5.9061	6.6154	38.602	30.308	95.889	487.63	1.6935	24.674	0.074760	supercritical
210.00	10.432	14.686	0.068092	5.8989	6.6092	38.560	30.295	95.466	489.36	1.6765	24.750	0.074899	supercritical
210.00	10.470	14.717	0.067947	5.8917	6.6031	38.518	30.283	95.050	491.08	1.6597	24.825	0.075038	supercritical
210.00	10.509	14.748	0.067805	5.8846	6.5971	38.477	30.271	94.641	492.79	1.6433	24.900	0.075175	supercritical
210.00	10.547	14.779	0.067665	5.8776	6.5912	38.437	30.259	94.239	494.49	1.6270	24.974	0.075312	supercritical
210.00	10.585	14.809	0.067526	5.8706	6.5854	38.397	30.247	93.844	496.19	1.6110	25.048	0.075449	supercritical
210.00	10.624	14.839	0.067390	5.8637	6.5796	38.357	30.236	93.456	497.87	1.5953	25.121	0.075584	supercritical
210.00	10.662	14.869	0.067256	5.8569	6.5740	38.318	30.225	93.075	499.55	1.5798	25.194	0.075719	supercritical
210.00	10.700	14.898	0.067123	5.8501	6.5684	38.279	30.214	92.700	501.22	1.5645	25.266	0.075853	supercritical
210.00	10.739	14.927	0.066993	5.8434	6.5628	38.240	30.203	92.331	502.88	1.5494	25.338	0.075987	supercritical
210.00	10.777	14.956	0.066864	5.8368	6.5574	38.202	30.192	91.968	504.53	1.5346	25.409	0.076120	supercritical
210.00	10.815	14.984	0.066737	5.8302	6.5520	38.164	30.181	91.612	506.17	1.5200	25.480	0.076253	supercritical
210.00	10.854	15.012	0.066612	5.8237	6.5467	38.127	30.171	91.261	507.81	1.5056	25.550	0.076384	supercritical
210.00	10.892	15.040	0.066489	5.8173	6.5415	38.090	30.161	90.916	509.43	1.4914	25.620	0.076516	supercritical
210.00	10.930	15.068	0.066367	5.8109	6.5363	38.053	30.151	90.576	511.05	1.4774	25.690	0.076646	supercritical
210.00	10.969	15.095	0.066247	5.8046	6.5312	38.017	30.141	90.242	512.66	1.4636	25.759	0.076776	supercritical
210.00	11.007	15.122	0.066128	5.7983	6.5262	37.981	30.131	89.913	514.26	1.4500	25.827	0.076906	supercritical
210.00	11.045	15.149	0.066011	5.7921	6.5212	37.945	30.122	89.590	515.86	1.4365	25.895	0.077034	supercritical
210.00	11.084	15.176	0.065895	5.7860	6.5164	37.910	30.112	89.271	517.45	1.4233	25.963	0.077163	supercritical
210.00	11.122	15.202	0.065781	5.7799	6.5115	37.875	30.103	88.958	519.02	1.4102	26.030	0.077290	supercritical
210.00	11.160	15.228	0.065669	5.7739	6.5067	37.840	30.094	88.649	520.60	1.3974	26.097	0.077417	supercritical
210.00	11.198	15.254	0.065557	5.7679	6.5020	37.806	30.085	88.345	522.16	1.3846	26.163	0.077544	supercritical
210.00	11.237	15.279	0.065448	5.7619	6.4974	37.772	30.076	88.046	523.72	1.3721	26.230	0.077670	supercritical
210.00	11.275	15.305	0.065339	5.7561	6.4928	37.738	30.068	87.751	525.26	1.3597	26.295	0.077795	supercritical
210.00	11.313	15.330	0.065232	5.7502	6.4882	37.704	30.059	87.461	526.80	1.3475	26.360	0.077920	supercritical
210.00	11.352	15.355	0.065126	5.7444	6.4837	37.671	30.051	87.175	528.34	1.3355	26.425	0.078044	supercritical
210.00	11.390	15.380	0.065021	5.7387	6.4793	37.638	30.042	86.893	529.87	1.3236	26.490	0.078168	supercritical
210.00	11.428	15.404	0.064918	5.7330	6.4749	37.605	30.034	86.615	531.38	1.3119	26.554	0.078291	supercritical
210.00	11.467	15.428	0.064816	5.7274	6.4706	37.573	30.026	86.342	532.90	1.3003	26.618	0.078414	supercritical
210.00	11.505	15.452	0.064715	5.7218	6.4663	37.541	30.019	86.072	534.40	1.2888	26.681	0.078536	supercritical
210.00	11.543	15.476	0.064615	5.7162	6.4621	37.509	30.011	85.807	535.90	1.2775	26.744	0.078658	supercritical
210.00	11.582	15.500	0.064516	5.7107	6.4579	37.477	30.003	85.545	537.39	1.2664	26.807	0.078779	supercritical
210.00	11.620	15.523	0.064419	5.7052	6.4538	37.446	29.996	85.286	538.88	1.2554	26.869	0.078900	supercritical
210.00	11.658	15.547	0.064322	5.6998	6.4497	37.414	29.988	85.032	540.35	1.2445	26.931	0.079020	supercritical
210.00	11.697	15.570	0.064227	5.6944	6.4457	37.383	29.981	84.781	541.83	1.2338	26.993	0.079140	supercritical
210.00	11.735	15.593	0.064132	5.6891	6.4417	37.353	29.974	84.534	543.29	1.2232	27.055	0.079259	supercritical
210.00	11.773	15.616	0.064039	5.6838	6.4377	37.322	29.967	84.290	544.75	1.2127	27.116	0.079378	supercritical
210.00	11.812	15.638	0.063947	5.6785	6.4339	37.292	29.960	84.049	546.20	1.2023	27.176	0.079496	supercritical
210.00	11.850	15.660	0.063855	5.6733	6.4300	37.262	29.953	83.812	547.64	1.1921	27.237	0.079614	supercritical
210.00	11.888	15.683	0.063765	5.6682	6.4262	37.232	29.947	83.577	549.08	1.1820	27.297	0.079731	supercritical
210.00	11.926	15.705	0.063675	5.6630	6.4224	37.203	29.940	83.346	550.51	1.1720	27.357	0.079848	supercritical
210.00	11.965	15.727	0.063587	5.6579	6.4187	37.173	29.933	83.118	551.94	1.1621	27.416	0.079964	supercritical
210.00	12.003	15.748	0.063499	5.6528	6.4150	37.144	29.927	82.894	553.36	1.1524	27.475	0.080080	supercritical
210.00	12.041	15.770	0.063413	5.6478	6.4114	37.115	29.921	82.672	554.77	1.1427	27.534	0.080196	supercritical
210.00	12.080	15.791	0.063327	5.6428	6.4078	37.087	29.915	82.453	556.18	1.1332	27.593	0.080311	supercritical
210.00	12.118	15.812	0.063242	5.6379	6.4042	37.058	29.909	82.237	557.58	1.1238	27.651	0.080425	supercritical
210.00	12.156	15.833	0.063158	5.6329	6.4007	37.030	29.903	82.023	558.97	1.1145	27.709	0.080540	supercritical
210.00	12.195	15.854	0.063075	5.6280	6.3972	37.002	29.897	81.813	560.36	1.1053	27.767	0.080653	supercritical
210.00	12.233	15.875	0.062992	5.6232	6.3938	36.974	29.891	81.605	561.74	1.0962	27.824	0.080767	supercritical
210.00	12.271	15.896	0.062911	5.6184	6.3904	36.946	29.885	81.399	563.12	1.0872	27.882	0.080880	supercritical
210.00	12.310	15.916	0.062830	5.6136	6.3870	36.919	29.879	81.197	564.49	1.0783	27.939	0.080992	supercritical
210.00	12.348	15.936	0.062750	5.6088	6.3837	36.891	29.874	80.996	565.86	1.0695	27.995	0.081104	supercritical
210.00	12.386	15.956	0.062671	5.6041	6.3804	36.864	29.868	80.799	567.22	1.0607	28.052	0.081216	supercritical
210.00	12.425	15.976	0.062592	5.5994	6.3771	36.837	29.863	80.604	568.57	1.0521	28.108	0.081327	supercritical
210.00	12.463	15.996	0.062514	5.5947	6.3739	36.810	29.858	80.411	569.92	1.0436	28.164	0.081438	supercritical
210.00	12.501	16.016	0.062437	5.5901	6.3707	36.784	29.853	80.220	571.26	1.0352	28.219	0.081548	supercritical
210.00	12.540	16.036	0.062361	5.5855	6.3675	36.757	29.847	80.032	572.60	1.0269	28.275	0.081658	supercritical
210.00	12.578	16.055	0.062285	5.5809	6.3644	36.731	29.842	79.846	573.93	1.0186	28.330	0.081768	supercritical
210.00	12.616	16.074	0.062210	5.5764	6.3613	36.705	29.837	79.662	575.26	1.0105	28.385	0.081877	supercritical
210.00	12.655	16.094	0.062136	5.5719	6.3582	36.679	29.833	79.481	576.58	1.0024	28.439	0.081986	supercritical
210.00	12.693	16.113	0.062063	5.5674	6.3552	36.653	29.828	79.301	577.89	0.99439	28.494	0.082094	supercritical
210.00	12.731	16.132	0.061990	5.5630	6.3522	36.627	29.823	79.124	579.20	0.98649	28.548	0.082203	supercritical
210.00	12.769	16.151	0.061917	5.5585	6.3492	36.602	29.818	78.949	580.51	0.97866	28.602	0.082310	supercritical
210.00	12.808	16.169	0.061846	5.5541	6.3462	36.577	29.814	78.776	581.81	0.97092	28.656	0.082418	supercritical
210.00	12.846	16.188	0.061775	5.5498	6.3433	36.552	29.809	78.605	583.10	0.96326	28.709	0.082525	supercritical
210.00	12.884	16.206	0.061704	5.5454	6.3404	36.527	29.805	78.436	584.39	0.95567	28.762	0.082631	supercritical
210.00	12.923	16.225	0.061635	5.5411	6.3376	36.502	29.800	78.268	585.68	0.94817	28.815	0.082738	supercritical
210.00	12.961	16.243	0.061566	5.5368	6.3347	36.477	29.796	78.103	586.96	0.94073	28.868	0.082843	supercritical
210.00	12.999	16.261	0.061497	5.5325	6.3319	36.452	29.792	77.939	588.23	0.93337	28.921	0.082949	supercritical
210.00	13.038	16.279	0.061429	5.5283	6.3292	36.428	29.787	77.778	589.50	0.92609	28.973	0.083054	supercritical
210.00	13.076	16.297	0.061362	5.5241	6.3264	36.404	29.783	77.618	590.77	0.91888	29.025	0.083159	supercritical
210.00	13.114	16.315	0.061295	5.5199	6.3237	36.380	29.779	77.460	592.03	0.91173	29.077	0.083264	supercritical
210.00	13.153	16.332	0.061228	5.5157	6.3210	36.356	29.775	77.303	593.28	0.90466	29.129	0.083368	supercritical
210.00	13.191	16.350	0.061163	5.5116	6.3183	36.332	29.771	77.148	594.53	0.89766	29.181	0.083471	supercritical
210.00	13.229	16.367	0.061097	5.5074	6.3157	36.308	29.767	76.995	595.78	0.89072	29.232	0.083575	supercritical
210.00	13.268	16.385	0.061033	5.5033	6.3131	36.284	29.764	76.844	597.02	0.88385	29.283	0.083678	supercritical
210.00	13.306	16.402	0.060968	5.4993	6.3105	36.261	29.760	76.694	598.26	0.87705	29.334	0.083781	supercritical
210.00	13.344	16.419	0.060905	5.4952	6.3079	36.238	29.756	76.546	599.49	0.87031	29.385	0.083883	supercritical
210.00	13.383	16.436	0.060842	5.4912	6.3054	36.214	29.752	76.400	600.72	0.86364	29.435	0.083986	supercritical
210.00	13.421	16.453	0.060779	5.4872	6.3029	36.191	29.749	76.254	601.94	0.85702	29.486	0.084087	supercritical
210.00	13.459	16.470	0.060717	5.4832	6.3004	36.168	29.745	76.111	603.16	0.85047	29.536	0.084189	supercritical
210.00	13.497	16.487	0.060655	5.4792	6.2979	36.146	29.742	75.969	604.37	0.84399	29.586	0.084290	supercritical
210.00	13.536	16.503	0.060594	5.4753	6.2955	36.123	29.738	75.828	605.58	0.83756	29.636	0.084391	supercritical
210.00	13.574	16.520	0.060533	5.4714	6.2930	36.100	29.735	75.689	606.79	0.83119	29.685	0.084492	supercritical
210.00	13.612	16.536	0.060473	5.4675	6.2906	36.078	29.732	75.552	607.99	0.82488	29.735	0.084592	supercritical
210.00	13.651	16.553	0.060413	5.4636	6.2883	36.055	29.728	75.415	609.18	0.81862	29.784	0.084692	supercritical
210.00	13.689	16.569	0.060354	5.4597	6.2859	36.033	29.725	75.280	610.38	0.81243	29.833	0.084791	supercritical
210.00	13.727	16.585	0.060295	5.4559	6.2836	36.011	29.722	75.147	611.56	0.80629	29.882	0.084891	supercritical
210.00	13.766	16.601	0.060236	5.4521	6.2813	35.989	29.719	75.015	612.75	0.80020	29.931	0.084990	supercritical
210.00	13.804	16.617	0.060178	5.4483	6.2790	35.967	29.716	74.884	613.93	0.79417	29.979	0.085089	supercritical
210.00	13.842	16.633	0.060121	5.4445	6.2767	35.945	29.713	74.754	615.10	0.78819	30.027	0.085187	supercritical
210.00	13.881	16.649	0.060063	5.4407	6.2745	35.924	29.710	74.626	616.27	0.78227	30.076	0.085285	supercritical
210.00	13.919	16.665	0.060007	5.4370	6.2722	35.902	29.707	74.499	617.44	0.77640	30.124	0.085383	supercritical
210.00	13.957	16.680	0.059950	5.4333	6.2700	35.881	29.704	74.373	618.61	0.77057	30.172	0.085481	supercritical
210.00	13.996	16.696	0.059894	5.4296	6.2678	35.859	29.701	74.248	619.76	0.76480	30.219	0.085578	supercritical
210.00	14.034	16.712	0.059839	5.4259	6.2657	35.838	29.698	74.125	620.92	0.75908	30.267	0.085675	supercritical
210.00	14.072	16.727	0.059784	5.4223	6.2635	35.817	29.695	74.002	622.07	0.75341	30.314	0.085772	supercritical
210.00	14.111	16.742	0.059729	5.4186	6.2614	35.796	29.693	73.881	623.22	0.74779	30.361	0.085868	supercritical
210.00	14.149	16.758	0.059674	5.4150	6.2593	35.775	29.690	73.761	624.36	0.74222	30.408	0.085965	supercritical
210.00	14.187	16.773	0.059620	5.4114	6.2572	35.754	29.687	73.642	625.50	0.73669	30.455	0.086060	supercritical
210.00	14.225	16.788	0.059567	5.4078	6.2551	35.734	29.685	73.525	626.64	0.73121	30.502	0.086156	supercritical
210.00	14.264	16.803	0.059513	5.4042	6.2531	35.713	29.682	73.408	627.77	0.72578	30.549	0.086251	supercritical
210.00	14.302	16.818	0.059461	5.4007	6.2511	35.692	29.680	73.293	628.90	0.72039	30.595	0.086347	supercritical
210.00	14.340	16.833	0.059408	5.3971	6.2490	35.672	29.677	73.178	630.03	0.71504	30.641	0.086441	supercritical
210.00	14.379	16.848	0.059356	5.3936	6.2471	35.652	29.675	73.065	631.15	0.70974	30.688	0.086536	supercritical
210.00	14.417	16.862	0.059304	5.3901	6.2451	35.631	29.673	72.952	632.26	0.70449	30.734	0.086630	supercritical
210.00	14.455	16.877	0.059253	5.3866	6.2431	35.611	29.670	72.841	633.38	0.69928	30.779	0.086724	supercritical
210.00	14.494	16.891	0.059201	5.3831	6.2412	35.591	29.668	72.731	634.49	0.69411	30.825	0.086818	supercritical
210.00	14.532	16.906	0.059151	5.3797	6.2392	35.571	29.666	72.621	635.60	0.68898	30.871	0.086912	supercritical
210.00	14.570	16.920	0.059100	5.3762	6.2373	35.551	29.663	72.513	636.70	0.68389	30.916	0.087005	supercritical
210.00	14.609	16.935	0.059050	5.3728	6.2354	35.531	29.661	72.405	637.80	0.67885	30.961	0.087098	supercritical
210.00	14.647	16.949	0.059000	5.3694	6.2336	35.512	29.659	72.299	638.89	0.67384	31.006	0.087191	supercritical
210.00	14.685	16.963	0.058951	5.3660	6.2317	35.492	29.657	72.193	639.99	0.66888	31.051	0.087284	supercritical
210.00	14.724	16.977	0.058901	5.3626	6.2299	35.473	29.655	72.089	641.08	0.66396	31.096	0.087376	supercritical
210.00	14.762	16.992	0.058853	5.3593	6.2280	35.453	29.653	71.985	642.16	0.65907	31.141	0.087468	supercritical
210.00	14.800	17.006	0.058804	5.3559	6.2262	35.434	29.651	71.882	643.24	0.65422	31.186	0.087560	supercritical
210.00	14.839	17.020	0.058756	5.3526	6.2244	35.415	29.649	71.780	644.32	0.64941	31.230	0.087651	supercritical
210.00	14.877	17.033	0.058708	5.3493	6.2227	35.395	29.647	71.679	645.40	0.64464	31.274	0.087743	supercritical
210.00	14.915	17.047	0.058660	5.3460	6.2209	35.376	29.645	71.579	646.47	0.63991	31.318	0.087834	supercritical
210.00	14.954	17.061	0.058613	5.3427	6.2192	35.357	29.643	71.480	647.54	0.63521	31.362	0.087925	supercritical
210.00	14.992	17.075	0.058566	5.3394	6.2174	35.338	29.641	71.381	648.61	0.63055	31.406	0.088015	supercritical
210.00	15.030	17.088	0.058519	5.3362	6.2157	35.319	29.639	71.284	649.67	0.62592	31.450	0.088106	supercritical
210.00	15.068	17.102	0.058473	5.3329	6.2140	35.301	29.637	71.187	650.73	0.62133	31.494	0.088196	supercritical
210.00	15.107	17.116	0.058427	5.3297	6.2123	35.282	29.636	71.091	651.79	0.61677	31.537	0.088286	supercritical
210.00	15.145	17.129	0.058381	5.3265	6.2106	35.263	29.634	70.995	652.84	0.61225	31.581	0.088375	supercritical
210.00	15.183	17.142	0.058335	5.3233	6.2090	35.245	29.632	70.901	653.89	0.60776	31.624	0.088465	supercritical
210.00	15.222	17.156	0.058290	5.3201	6.2073	35.226	29.631	70.807	654.93	0.60331	31.667	0.088554	supercritical
210.00	15.260	17.169	0.058245	5.3169	6.2057	35.208	29.629	70.714	655.98	0.59889	31.710	0.088643	supercritical
210.00	15.298	17.182	0.058200	5.3137	6.2041	35.190	29.627	70.622	657.02	0.59450	31.753	0.088732	supercritical
210.00	15.337	17.195	0.058155	5.3106	6.2025	35.171	29.626	70.531	658.06	0.59015	31.796	0.088821	supercritical
210.00	15.375	17.208	0.058111	5.3074	6.2009	35.153	29.624	70.440	659.09	0.58582	31.839	0.088909	supercritical
210.00	15.413	17.222	0.058067	5.3043	6.1993	35.135	29.623	70.350	660.12	0.58153	31.881	0.088997	supercritical
210.00	15.452	17.234	0.058023	5.3012	6.1978	35.117	29.621	70.261	661.15	0.57727	31.924	0.089085	supercritical
210.00	15.490	17.247	0.057980	5.2981	6.1962	35.099	29.620	70.172	662.18	0.57305	31.966	0.089173	supercritical
210.00	15.528	17.260	0.057936	5.2950	6.1947	35.081	29.618	70.084	663.20	0.56885	32.008	0.089261	supercritical
210.00	15.567	17.273	0.057893	5.2920	6.1932	35.063	29.617	69.997	664.22	0.56468	32.050	0.089348	supercritical
210.00	15.605	17.286	0.057851	5.2889	6.1917	35.046	29.615	69.911	665.23	0.56054	32.092	0.089435	supercritical
210.00	15.643	17.299	0.057808	5.2859	6.1902	35.028	29.614	69.825	666.25	0.55643	32.134	0.089522	supercritical
210.00	15.682	17.311	0.057766	5.2828	6.1887	35.010	29.613	69.740	667.26	0.55235	32.176	0.089609	supercritical
210.00	15.720	17.324	0.057724	5.2798	6.1872	34.993	29.611	69.655	668.27	0.54830	32.217	0.089695	supercritical
210.00	15.758	17.336	0.057682	5.2768	6.1858	34.975	29.610	69.572	669.27	0.54428	32.259	0.089781	supercritical
210.00	15.796	17.349	0.057640	5.2738	6.1843	34.958	29.609	69.488	670.28	0.54029	32.300	0.089868	supercritical
210.00	15.835	17.361	0.057599	5.2708	6.1829	34.941	29.608	69.406	671.27	0.53632	32.342	0.089954	supercritical
210.00	15.873	17.374	0.057558	5.2678	6.1815	34.923	29.606	69.324	672.27	0.53239	32.383	0.090039	supercritical
210.00	15.911	17.386	0.057517	5.2649	6.1800	34.906	29.605	69.243	673.27	0.52848	32.424	0.090125	supercritical
210.00	15.950	17.398	0.057476	5.2619	6.1787	34.889	29.604	69.162	674.26	0.52459	32.465	0.090210	supercritical
210.00	15.988	17.411	0.057436	5.2590	6.1773	34.872	29.603	69.082	675.25	0.52074	32.506	0.090295	supercritical
210.00	16.026	17.423	0.057396	5.2560	6.1759	34.855	29.602	69.002	676.23	0.51691	32.547	0.090380	supercritical
210.00	16.065	17.435	0.057356	5.2531	6.1745	34.838	29.601	68.924	677.21	0.51311	32.587	0.090465	supercritical
210.00	16.103	17.447	0.057316	5.2502	6.1732	34.821	29.600	68.845	678.20	0.50933	32.628	0.090549	supercritical
210.00	16.141	17.459	0.057276	5.2473	6.1718	34.804	29.598	68.768	679.17	0.50558	32.668	0.090634	supercritical
210.00	16.180	17.471	0.057237	5.2444	6.1705	34.788	29.597	68.690	680.15	0.50185	32.709	0.090718	supercritical
210.00	16.218	17.483	0.057198	5.2416	6.1692	34.771	29.596	68.614	681.12	0.49815	32.749	0.090802	supercritical
210.00	16.256	17.495	0.057159	5.2387	6.1679	34.754	29.595	68.538	682.09	0.49447	32.789	0.090886	supercritical
210.00	16.295	17.507	0.057120	5.2359	6.1666	34.738	29.594	68.462	683.06	0.49082	32.829	0.090969	supercritical
210.00	16.333	17.519	0.057082	5.2330	6.1653	34.721	29.593	68.387	684.02	0.48719	32.869	0.091053	supercritical
210.00	16.371	17.531	0.057043	5.2302	6.1641	34.705	29.593	68.313	684.99	0.48359	32.909	0.091136	supercritical
210.00	16.410	17.542	0.057005	5.2274	6.1628	34.688	29.592	68.239	685.95	0.48001	32.949	0.091219	supercritical
210.00	16.448	17.554	0.056967	5.2246	6.1615	34.672	29.591	68.166	686.90	0.47645	32.988	0.091302	supercritical
210.00	16.486	17.566	0.056930	5.2218	6.1603	34.656	29.590	68.093	687.86	0.47292	33.028	0.091385	supercritical
210.00	16.524	17.577	0.056892	5.2190	6.1591	34.639	29.589	68.020	688.81	0.46941	33.067	0.091467	supercritical
210.00	16.563	17.589	0.056855	5.2162	6.1579	34.623	29.588	67.949	689.76	0.46593	33.107	0.091549	supercritical
210.00	16.601	17.600	0.056817	5.2134	6.1566	34.607	29.587	67.877	690.71	0.46246	33.146	0.091632	supercritical
210.00	16.639	17.612	0.056781	5.2107	6.1555	34.591	29.587	67.807	691.65	0.45902	33.185	0.091714	supercritical
